,,,,,,,,,,Steps,Population,Births,Deaths,Marriages,Laborers,,,Migrants
636,396,51,24,13,137,40,100,87,,,,,,,,,,
636,390,40,19,12,125,39,95,98,,,,,,,,,,
636,378,38,29,13,123,39,94,91,,,,,,,,,,
636,393,47,24,13,132,38,93,89,,,,,,,,,,
636,392,39,17,12,140,41,96,87,,,,,,,,,,
636,383,37,24,13,128,36,94,91,,,,,,,,,,
636,397,55,26,14,126,41,94,94,,,,,,,,,,
636,387,41,23,13,126,40,99,97,,,,,,,,,,
636,386,33,18,10,128,42,93,99,,,,,,,,,,
636,400,47,18,11,136,42,92,89,,,,,,,,,,
636,386,33,17,7,130,47,93,99,,,,,,,,,,
636,378,29,21,12,130,46,95,93,,,,,,,,,,
636,400,48,16,8,139,43,91,92,,,,,,,,,,
642,388,42,23,16,132,34,98,90,,,,,,,,,,
642,384,37,21,11,133,43,94,89,,,,,,,,,,
642,398,43,14,12,145,46,100,88,,,,,,,,,,
642,399,54,21,13,134,41,98,90,,,,,,,,,,
642,380,39,28,12,128,43,91,89,,,,,,,,,,
642,376,36,26,10,121,47,88,97,,,,,,,,,,
642,392,44,22,17,128,34,99,94,,,,,,,,,,
642,382,43,25,12,129,39,97,91,,,,,,,,,,
642,385,42,24,13,123,39,95,95,,,,,,,,,,
642,379,31,22,11,138,41,91,84,,,,,,,,,,
642,388,40,21,11,135,41,96,88,,,,,,,,,,
642,376,25,20,14,131,35,94,92,,,,,,,,,,
642,378,29,20,7,130,45,88,96,,,,,,,,,,
642,380,28,19,11,131,44,92,94,,,,,,,,,,
642,403,53,21,8,124,44,90,100,,,,,,,,,,
642,384,36,23,13,127,39,96,93,,,,,,,,,,
642,390,43,22,10,125,42,93,98,,,,,,,,,,
642,397,52,24,13,137,40,100,87,,,,,,,,,,
642,390,40,19,12,124,39,95,99,,,,,,,,,,
642,378,38,29,13,123,39,94,91,,,,,,,,,,
642,393,47,24,13,132,38,93,89,,,,,,,,,,
642,392,39,17,12,140,41,96,87,,,,,,,,,,
642,384,38,24,13,128,36,94,91,,,,,,,,,,
642,396,55,27,14,125,41,93,94,,,,,,,,,,
642,387,41,23,13,126,40,99,97,,,,,,,,,,
642,386,33,18,10,128,42,93,99,,,,,,,,,,
642,400,47,18,11,137,43,92,88,,,,,,,,,,
642,386,33,17,7,130,47,93,99,,,,,,,,,,
642,379,30,21,12,131,46,95,92,,,,,,,,,,
642,400,48,16,8,139,43,91,92,,,,,,,,,,
648,388,42,23,16,132,34,98,90,,,,,,,,,,
648,383,37,22,12,132,43,94,89,,,,,,,,,,
648,398,44,15,12,144,46,100,88,,,,,,,,,,
648,400,55,21,13,134,41,98,90,,,,,,,,,,
648,379,39,29,12,126,43,91,90,,,,,,,,,,
648,376,36,26,10,121,47,88,97,,,,,,,,,,
648,392,44,22,17,128,34,99,94,,,,,,,,,,
648,381,43,26,12,128,39,97,91,,,,,,,,,,
648,385,42,24,13,121,39,95,97,,,,,,,,,,
648,380,32,22,12,138,41,92,84,,,,,,,,,,
648,388,40,21,11,134,41,96,89,,,,,,,,,,
648,376,25,20,14,131,35,94,92,,,,,,,,,,
648,378,29,20,7,130,45,88,96,,,,,,,,,,
648,380,28,19,11,131,44,92,94,,,,,,,,,,
648,404,54,21,8,124,44,90,100,,,,,,,,,,
648,384,36,23,13,126,39,96,94,,,,,,,,,,
648,391,44,22,11,126,43,94,97,,,,,,,,,,
648,397,52,24,13,137,40,100,87,,,,,,,,,,
648,390,40,19,12,124,39,95,99,,,,,,,,,,
648,378,38,29,13,123,39,94,91,,,,,,,,,,
648,393,47,24,13,132,38,93,89,,,,,,,,,,
648,392,39,17,12,140,41,96,87,,,,,,,,,,
648,382,38,26,14,126,35,94,91,,,,,,,,,,
648,396,55,27,14,125,41,93,94,,,,,,,,,,
648,386,41,24,13,125,40,98,97,,,,,,,,,,
648,386,33,18,11,128,42,94,99,,,,,,,,,,
648,400,47,18,11,137,43,92,88,,,,,,,,,,
648,386,33,17,8,130,46,94,99,,,,,,,,,,
648,379,30,21,12,130,46,95,93,,,,,,,,,,
648,400,48,16,8,139,43,91,92,,,,,,,,,,
654,389,43,23,16,132,34,98,90,,,,,,,,,,
654,383,38,23,12,131,43,94,89,,,,,,,,,,
654,399,45,15,12,145,47,100,87,,,,,,,,,,
654,401,56,21,13,134,41,98,90,,,,,,,,,,
654,380,40,29,12,126,43,91,90,,,,,,,,,,
654,375,36,27,10,119,47,87,98,,,,,,,,,,
654,393,45,22,17,128,34,99,94,,,,,,,,,,
654,381,43,26,12,128,39,97,91,,,,,,,,,,
654,386,43,24,13,122,40,95,96,,,,,,,,,,
654,380,32,22,12,138,41,92,84,,,,,,,,,,
654,388,40,21,12,134,40,97,89,,,,,,,,,,
654,376,25,20,15,131,34,95,92,,,,,,,,,,
654,379,30,20,7,130,45,88,96,,,,,,,,,,
654,381,29,19,11,131,44,92,94,,,,,,,,,,
654,404,54,21,8,124,44,90,100,,,,,,,,,,
654,384,36,23,13,126,39,96,94,,,,,,,,,,
654,391,44,22,11,125,42,94,98,,,,,,,,,,
654,397,52,24,13,137,40,100,87,,,,,,,,,,
654,390,40,19,12,124,39,95,99,,,,,,,,,,
654,379,39,29,13,123,39,94,91,,,,,,,,,,
654,393,47,24,13,132,38,93,89,,,,,,,,,,
654,393,40,17,12,140,41,96,87,,,,,,,,,,
654,383,39,26,14,126,35,94,91,,,,,,,,,,
654,398,57,27,14,125,41,93,94,,,,,,,,,,
654,386,41,24,13,125,40,98,97,,,,,,,,,,
654,385,33,19,11,126,41,94,100,,,,,,,,,,
654,400,47,18,11,137,43,92,88,,,,,,,,,,
654,387,34,17,10,130,44,96,98,,,,,,,,,,
654,379,30,21,12,130,46,95,93,,,,,,,,,,
654,400,48,16,9,140,43,92,91,,,,,,,,,,
660,389,43,23,16,130,34,98,91,,,,,,,,,,
660,384,39,23,12,129,43,94,88,,,,,,,,,,
660,399,45,15,12,143,47,100,87,,,,,,,,,,
660,401,56,21,13,131,41,98,90,,,,,,,,,,
660,380,40,29,12,123,43,91,90,,,,,,,,,,
660,374,36,28,10,116,47,87,98,,,,,,,,,,
660,394,46,22,17,124,34,99,95,,,,,,,,,,
660,381,43,26,12,125,39,97,91,,,,,,,,,,
660,386,43,24,13,120,40,95,96,,,,,,,,,,
660,381,33,22,12,136,41,92,84,,,,,,,,,,
660,387,40,22,12,129,40,96,90,,,,,,,,,,
660,377,26,20,16,129,33,96,93,,,,,,,,,,
660,379,30,20,7,129,45,88,96,,,,,,,,,,
660,385,33,19,11,129,44,92,94,,,,,,,,,,
660,404,54,21,8,121,44,90,100,,,,,,,,,,
660,385,38,24,14,123,39,97,94,,,,,,,,,,
660,391,44,22,11,122,42,94,98,,,,,,,,,,
660,397,52,24,13,136,41,100,85,,,,,,,,,,
660,390,40,19,12,123,39,95,99,,,,,,,,,,
660,379,39,29,13,120,39,94,91,,,,,,,,,,
660,393,47,24,13,129,38,93,89,,,,,,,,,,
660,393,40,17,12,139,41,96,87,,,,,,,,,,
660,384,40,26,14,123,35,94,91,,,,,,,,,,
660,398,57,27,14,124,41,93,94,,,,,,,,,,
660,385,41,25,13,122,40,98,97,,,,,,,,,,
660,385,33,19,11,124,41,94,100,,,,,,,,,,
660,400,47,18,12,133,42,93,89,,,,,,,,,,
660,387,34,17,10,127,44,96,98,,,,,,,,,,
660,378,30,22,12,127,46,94,93,,,,,,,,,,
660,400,49,17,9,137,43,91,91,,,,,,,,,,
666,389,43,23,17,130,34,99,91,,,,,,,,,,
666,385,40,23,12,129,43,94,88,,,,,,,,,,
666,399,45,15,13,143,46,101,87,,,,,,,,,,
666,400,56,22,13,130,41,98,90,,,,,,,,,,
666,381,42,30,12,122,43,90,90,,,,,,,,,,
666,375,37,28,10,116,47,87,98,,,,,,,,,,
666,395,47,22,17,124,34,99,95,,,,,,,,,,
666,381,43,26,12,125,39,97,91,,,,,,,,,,
666,386,43,24,13,120,40,95,96,,,,,,,,,,
666,381,33,22,12,136,41,92,84,,,,,,,,,,
666,387,40,22,12,129,40,96,90,,,,,,,,,,
666,377,26,20,16,129,33,96,93,,,,,,,,,,
666,379,31,21,10,128,42,90,96,,,,,,,,,,
666,384,33,20,11,127,44,91,95,,,,,,,,,,
666,404,54,21,8,121,44,90,100,,,,,,,,,,
666,385,38,24,14,123,39,97,94,,,,,,,,,,
666,393,46,22,11,122,42,94,98,,,,,,,,,,
666,398,53,24,13,135,41,100,86,,,,,,,,,,
666,390,40,19,12,123,39,95,99,,,,,,,,,,
666,380,40,29,13,120,39,94,91,,,,,,,,,,
666,393,47,24,13,129,38,93,89,,,,,,,,,,
666,394,41,17,12,139,41,96,87,,,,,,,,,,
666,384,40,26,15,123,34,95,91,,,,,,,,,,
666,398,57,27,14,124,41,93,94,,,,,,,,,,
666,384,41,26,13,121,40,97,97,,,,,,,,,,
666,384,33,20,11,123,41,93,100,,,,,,,,,,
666,400,47,18,12,133,42,93,89,,,,,,,,,,
666,385,34,19,10,125,44,96,98,,,,,,,,,,
666,378,30,22,12,127,46,94,93,,,,,,,,,,
666,400,49,17,9,137,43,91,91,,,,,,,,,,
672,389,43,23,17,130,34,99,91,,,,,,,,,,
672,385,40,23,14,129,41,96,88,,,,,,,,,,
672,398,45,16,14,142,45,102,87,,,,,,,,,,
672,401,57,22,13,129,41,98,91,,,,,,,,,,
672,382,43,30,12,122,43,90,90,,,,,,,,,,
672,377,39,28,10,116,47,87,98,,,,,,,,,,
672,395,47,22,17,122,34,99,97,,,,,,,,,,
672,381,43,26,12,125,39,97,91,,,,,,,,,,
672,386,43,24,13,120,40,95,96,,,,,,,,,,
672,381,33,22,12,136,41,92,84,,,,,,,,,,
672,388,41,22,12,129,40,96,90,,,,,,,,,,
672,378,27,20,17,129,33,97,93,,,,,,,,,,
672,379,31,21,10,128,42,90,96,,,,,,,,,,
672,385,34,20,11,127,44,91,95,,,,,,,,,,
672,404,54,21,8,121,44,90,100,,,,,,,,,,
672,387,40,24,14,122,39,97,95,,,,,,,,,,
672,393,47,23,11,121,42,94,98,,,,,,,,,,
672,400,55,24,13,135,42,100,85,,,,,,,,,,
672,390,40,19,12,123,39,95,99,,,,,,,,,,
672,380,40,29,14,120,39,95,91,,,,,,,,,,
672,394,48,24,14,129,37,94,89,,,,,,,,,,
672,395,42,17,12,139,41,96,87,,,,,,,,,,
672,384,40,26,15,123,34,95,91,,,,,,,,,,
672,398,57,27,14,125,42,93,93,,,,,,,,,,
672,384,41,26,13,121,40,97,97,,,,,,,,,,
672,384,33,20,11,123,41,93,100,,,,,,,,,,
672,402,49,18,12,134,42,93,88,,,,,,,,,,
672,385,34,19,10,125,44,96,98,,,,,,,,,,
672,377,30,23,12,125,46,93,94,,,,,,,,,,
672,402,51,17,10,136,43,92,92,,,,,,,,,,
678,391,45,23,17,130,34,99,91,,,,,,,,,,
678,385,40,23,14,129,41,96,88,,,,,,,,,,
678,398,45,16,14,143,45,102,86,,,,,,,,,,
678,401,57,22,13,129,41,98,91,,,,,,,,,,
678,382,43,30,12,122,43,90,90,,,,,,,,,,
678,377,39,28,10,116,47,87,98,,,,,,,,,,
678,395,47,22,17,122,34,99,97,,,,,,,,,,
678,380,43,27,12,124,39,97,91,,,,,,,,,,
678,387,44,24,13,120,40,95,96,,,,,,,,,,
678,381,33,22,12,136,41,92,84,,,,,,,,,,
678,387,41,23,12,128,40,96,90,,,,,,,,,,
678,378,27,20,17,129,32,97,93,,,,,,,,,,
678,381,33,21,12,128,41,92,96,,,,,,,,,,
678,385,34,20,12,127,43,92,95,,,,,,,,,,
678,404,54,21,8,121,44,90,100,,,,,,,,,,
678,388,41,24,14,121,39,97,96,,,,,,,,,,
678,393,47,23,11,121,42,94,98,,,,,,,,,,
678,400,55,24,13,135,42,100,85,,,,,,,,,,
678,390,40,19,12,123,39,95,99,,,,,,,,,,
678,380,41,30,14,119,39,95,91,,,,,,,,,,
678,394,48,24,14,129,37,94,89,,,,,,,,,,
678,395,42,17,12,139,41,96,87,,,,,,,,,,
678,384,40,26,15,123,34,95,91,,,,,,,,,,
678,397,57,28,14,124,42,93,93,,,,,,,,,,
678,384,41,26,13,121,40,97,97,,,,,,,,,,
678,382,33,22,11,121,41,93,100,,,,,,,,,,
678,403,50,18,13,134,41,94,88,,,,,,,,,,
678,385,34,19,10,125,44,96,98,,,,,,,,,,
678,376,30,24,12,124,46,93,94,,,,,,,,,,
678,402,51,17,10,136,43,92,92,,,,,,,,,,
684,392,46,23,17,129,34,99,92,,,,,,,,,,
684,385,40,23,14,129,41,96,88,,,,,,,,,,
684,398,45,16,14,143,45,102,86,,,,,,,,,,
684,403,59,22,13,127,41,98,93,,,,,,,,,,
684,382,43,30,12,122,43,90,90,,,,,,,,,,
684,377,39,28,10,116,47,87,98,,,,,,,,,,
684,395,47,22,17,122,34,99,97,,,,,,,,,,
684,380,43,27,12,124,39,97,91,,,,,,,,,,
684,387,44,24,14,120,39,96,96,,,,,,,,,,
684,381,33,22,12,136,41,92,84,,,,,,,,,,
684,389,43,23,12,128,40,96,90,,,,,,,,,,
684,379,28,20,17,128,32,97,94,,,,,,,,,,
684,382,34,21,12,128,40,92,96,,,,,,,,,,
684,385,34,20,12,127,43,92,95,,,,,,,,,,
684,403,54,22,8,121,44,90,100,,,,,,,,,,
684,388,41,24,14,121,39,97,96,,,,,,,,,,
684,392,47,24,11,120,42,93,98,,,,,,,,,,
684,398,55,26,13,133,42,99,85,,,,,,,,,,
684,390,40,19,12,123,39,95,99,,,,,,,,,,
684,380,41,30,14,119,39,95,91,,,,,,,,,,
684,393,48,25,14,128,37,93,89,,,,,,,,,,
684,395,42,17,12,139,41,96,87,,,,,,,,,,
684,384,40,26,15,123,34,95,91,,,,,,,,,,
684,397,58,29,14,123,42,92,93,,,,,,,,,,
684,384,42,27,13,119,40,96,98,,,,,,,,,,
684,383,34,22,11,121,41,93,100,,,,,,,,,,
684,403,50,18,13,133,41,94,89,,,,,,,,,,
684,385,35,20,10,124,44,96,98,,,,,,,,,,
684,375,30,25,12,123,46,93,94,,,,,,,,,,
684,403,52,17,10,136,43,92,92,,,,,,,,,,
690,392,46,23,17,129,34,99,92,,,,,,,,,,
690,383,40,25,14,127,41,94,88,,,,,,,,,,
690,399,46,16,14,143,45,102,86,,,,,,,,,,
690,402,59,23,14,125,40,98,94,,,,,,,,,,
690,383,44,30,12,121,43,90,91,,,,,,,,,,
690,377,39,28,10,116,47,87,98,,,,,,,,,,
690,395,48,23,17,122,34,99,97,,,,,,,,,,
690,380,43,27,12,124,39,97,91,,,,,,,,,,
690,388,45,24,14,120,39,96,96,,,,,,,,,,
690,382,34,22,12,136,41,92,84,,,,,,,,,,
690,389,43,23,13,129,41,97,89,,,,,,,,,,
690,380,29,20,17,128,32,97,94,,,,,,,,,,
690,382,34,21,12,129,41,92,95,,,,,,,,,,
690,385,34,20,12,127,43,92,95,,,,,,,,,,
690,404,55,22,10,121,42,92,100,,,,,,,,,,
690,387,41,25,14,120,39,96,96,,,,,,,,,,
690,392,47,24,11,120,42,93,98,,,,,,,,,,
690,398,55,26,13,133,42,99,85,,,,,,,,,,
690,390,40,19,13,122,39,96,100,,,,,,,,,,
690,380,41,30,14,119,39,95,91,,,,,,,,,,
690,393,48,25,14,128,37,93,89,,,,,,,,,,
690,397,44,17,14,139,39,98,87,,,,,,,,,,
690,385,41,26,16,123,33,96,91,,,,,,,,,,
690,397,58,29,14,123,42,92,93,,,,,,,,,,
690,384,42,27,13,119,40,96,98,,,,,,,,,,
690,384,35,22,11,120,41,93,101,,,,,,,,,,
690,404,51,18,13,133,41,94,89,,,,,,,,,,
690,385,35,20,10,123,44,96,99,,,,,,,,,,
690,375,30,25,12,123,46,93,94,,,,,,,,,,
690,403,52,17,11,136,42,93,92,,,,,,,,,,
696,393,47,23,17,128,34,99,93,,,,,,,,,,
696,383,40,25,14,127,41,94,88,,,,,,,,,,
696,399,46,16,14,141,45,102,88,,,,,,,,,,
696,402,59,23,14,125,40,98,94,,,,,,,,,,
696,383,44,30,12,121,43,90,91,,,,,,,,,,
696,378,41,29,10,115,47,87,98,,,,,,,,,,
696,395,48,23,17,122,34,99,97,,,,,,,,,,
696,381,44,27,12,124,39,97,91,,,,,,,,,,
696,388,45,24,14,121,40,96,95,,,,,,,,,,
696,381,35,24,12,134,41,90,84,,,,,,,,,,
696,390,44,23,13,129,40,97,89,,,,,,,,,,
696,380,29,20,17,128,32,97,94,,,,,,,,,,
696,382,35,22,13,128,40,92,95,,,,,,,,,,
696,384,34,21,12,126,43,92,95,,,,,,,,,,
696,404,55,22,10,121,42,92,100,,,,,,,,,,
696,387,41,25,14,120,39,96,96,,,,,,,,,,
696,391,47,25,13,119,41,95,99,,,,,,,,,,
696,398,55,26,13,134,43,99,84,,,,,,,,,,
696,390,40,19,13,122,38,96,100,,,,,,,,,,
696,380,42,31,15,118,38,95,91,,,,,,,,,,
696,393,48,25,15,128,37,94,89,,,,,,,,,,
696,398,45,17,14,139,39,98,87,,,,,,,,,,
696,385,42,27,16,122,33,96,91,,,,,,,,,,
696,397,58,29,14,123,42,92,93,,,,,,,,,,
696,384,42,27,13,120,40,96,97,,,,,,,,,,
696,383,35,23,11,119,41,93,101,,,,,,,,,,
696,404,51,18,13,133,41,94,89,,,,,,,,,,
696,385,35,20,10,123,44,96,99,,,,,,,,,,
696,375,30,25,12,123,46,93,94,,,,,,,,,,
696,403,52,17,11,136,42,93,92,,,,,,,,,,
702,393,47,23,17,128,34,99,93,,,,,,,,,,
702,382,40,26,14,126,41,93,88,,,,,,,,,,
702,398,46,17,14,140,45,101,88,,,,,,,,,,
702,403,60,23,14,126,41,98,93,,,,,,,,,,
702,383,44,30,12,121,43,90,91,,,,,,,,,,
702,377,41,30,10,114,47,86,98,,,,,,,,,,
702,395,48,23,18,121,33,100,98,,,,,,,,,,
702,380,44,28,12,123,39,96,91,,,,,,,,,,
702,388,45,24,14,121,40,96,95,,,,,,,,,,
702,381,35,24,12,134,41,90,84,,,,,,,,,,
702,390,44,23,13,129,40,97,89,,,,,,,,,,
702,380,30,21,17,127,32,96,94,,,,,,,,,,
702,381,35,23,13,126,40,91,96,,,,,,,,,,
702,383,34,22,13,126,42,93,94,,,,,,,,,,
702,405,56,22,10,120,42,92,101,,,,,,,,,,
702,386,41,26,14,118,39,96,97,,,,,,,,,,
702,391,47,25,13,119,40,95,99,,,,,,,,,,
702,398,55,26,13,132,43,99,86,,,,,,,,,,
702,391,41,19,13,122,38,96,100,,,,,,,,,,
702,381,43,31,15,118,38,95,91,,,,,,,,,,
702,393,48,25,15,128,37,94,89,,,,,,,,,,
702,398,45,17,14,139,39,98,87,,,,,,,,,,
702,385,42,27,16,122,33,96,91,,,,,,,,,,
702,397,58,29,14,123,42,92,93,,,,,,,,,,
702,385,43,27,13,120,40,96,97,,,,,,,,,,
702,383,35,23,11,119,41,93,101,,,,,,,,,,
702,405,52,18,13,133,41,94,89,,,,,,,,,,
702,384,35,21,10,122,44,95,99,,,,,,,,,,
702,375,30,25,14,123,44,95,94,,,,,,,,,,
702,404,53,17,11,136,42,93,92,,,,,,,,,,
708,392,47,24,17,127,34,98,93,,,,,,,,,,
708,381,40,27,14,125,41,93,88,,,,,,,,,,
708,398,46,17,14,140,45,101,88,,,,,,,,,,
708,403,60,23,14,126,41,98,93,,,,,,,,,,
708,383,45,31,13,120,42,90,91,,,,,,,,,,
708,377,41,30,10,114,47,86,98,,,,,,,,,,
708,395,48,23,18,122,34,100,97,,,,,,,,,,
708,380,44,28,12,123,39,96,91,,,,,,,,,,
708,389,46,24,14,121,40,96,95,,,,,,,,,,
708,382,36,24,12,134,41,90,84,,,,,,,,,,
708,390,44,23,13,128,40,97,90,,,,,,,,,,
708,381,31,21,17,127,32,96,94,,,,,,,,,,
708,381,35,23,13,127,41,91,95,,,,,,,,,,
708,383,34,22,13,128,44,93,92,,,,,,,,,,
708,404,56,23,10,119,42,91,101,,,,,,,,,,
708,386,41,26,15,118,38,97,97,,,,,,,,,,
708,391,47,25,13,119,40,95,99,,,,,,,,,,
708,398,55,26,13,132,43,99,86,,,,,,,,,,
708,392,42,19,13,123,39,96,99,,,,,,,,,,
708,382,44,31,16,118,37,96,91,,,,,,,,,,
708,392,48,26,15,128,37,93,88,,,,,,,,,,
708,398,45,17,15,139,38,99,87,,,,,,,,,,
708,386,43,27,16,122,33,96,91,,,,,,,,,,
708,398,59,29,14,123,42,92,93,,,,,,,,,,
708,385,43,27,13,119,40,96,98,,,,,,,,,,
708,383,35,23,11,119,41,93,101,,,,,,,,,,
708,404,52,19,13,132,41,94,89,,,,,,,,,,
708,384,35,21,10,121,44,95,100,,,,,,,,,,
708,376,31,25,14,123,44,95,94,,,,,,,,,,
708,404,54,18,11,135,42,92,92,,,,,,,,,,
714,392,47,24,17,127,34,98,93,,,,,,,,,,
714,380,41,29,14,123,41,93,88,,,,,,,,,,
714,398,46,17,14,140,45,101,88,,,,,,,,,,
714,403,60,23,14,126,41,98,93,,,,,,,,,,
714,383,45,31,15,119,40,92,92,,,,,,,,,,
714,377,41,30,10,113,47,86,99,,,,,,,,,,
714,395,49,24,18,121,34,99,97,,,,,,,,,,
714,380,44,28,12,123,39,96,91,,,,,,,,,,
714,388,46,25,14,121,40,95,94,,,,,,,,,,
714,382,36,24,12,133,41,90,85,,,,,,,,,,
714,389,44,24,13,127,40,97,90,,,,,,,,,,
714,381,31,21,17,127,32,96,94,,,,,,,,,,
714,381,35,23,13,127,41,91,95,,,,,,,,,,
714,383,35,23,13,127,44,93,92,,,,,,,,,,
714,404,56,23,10,119,42,91,101,,,,,,,,,,
714,388,44,27,15,117,38,97,97,,,,,,,,,,
714,392,48,25,13,119,40,95,99,,,,,,,,,,
714,398,55,26,13,131,43,99,87,,,,,,,,,,
714,393,43,19,13,123,39,96,99,,,,,,,,,,
714,382,44,31,16,118,37,96,91,,,,,,,,,,
714,392,49,27,15,127,37,92,88,,,,,,,,,,
714,397,45,18,15,138,38,99,87,,,,,,,,,,
714,385,43,28,16,121,33,96,91,,,,,,,,,,
714,398,60,30,14,122,42,91,93,,,,,,,,,,
714,385,43,27,14,119,39,97,98,,,,,,,,,,
714,382,35,24,11,118,41,93,101,,,,,,,,,,
714,404,52,19,14,132,40,95,89,,,,,,,,,,
714,384,35,21,11,121,43,96,100,,,,,,,,,,
714,376,31,25,15,123,43,96,94,,,,,,,,,,
714,404,54,18,11,135,43,92,91,,,,,,,,,,
720,393,49,25,18,126,34,98,93,,,,,,,,,,
720,380,41,29,14,122,41,93,89,,,,,,,,,,
720,398,46,17,14,140,45,101,88,,,,,,,,,,
720,404,61,23,15,126,40,99,93,,,,,,,,,,
720,383,45,31,15,119,40,92,92,,,,,,,,,,
720,377,41,30,11,112,47,87,100,,,,,,,,,,
720,396,50,24,18,122,35,99,96,,,,,,,,,,
720,381,45,28,13,123,38,97,91,,,,,,,,,,
720,388,46,25,14,121,40,95,94,,,,,,,,,,
720,382,36,24,12,133,41,90,85,,,,,,,,,,
720,387,44,26,13,125,40,95,90,,,,,,,,,,
720,382,32,21,17,127,32,96,94,,,,,,,,,,
720,381,35,23,13,127,41,91,95,,,,,,,,,,
720,383,35,23,13,127,44,93,92,,,,,,,,,,
720,404,56,23,10,118,42,91,102,,,,,,,,,,
720,389,45,27,15,116,38,97,98,,,,,,,,,,
720,394,50,25,15,119,38,97,99,,,,,,,,,,
720,398,55,26,13,131,43,99,87,,,,,,,,,,
720,393,43,19,13,123,39,96,99,,,,,,,,,,
720,382,44,31,16,118,37,96,91,,,,,,,,,,
720,392,50,28,15,126,37,92,88,,,,,,,,,,
720,396,45,19,15,137,38,99,87,,,,,,,,,,
720,385,43,28,16,121,33,96,91,,,,,,,,,,
720,399,61,30,14,122,42,91,93,,,,,,,,,,
720,384,43,28,15,118,38,98,98,,,,,,,,,,
720,382,35,24,11,118,41,93,101,,,,,,,,,,
720,403,52,20,14,131,40,95,89,,,,,,,,,,
720,384,35,21,11,121,43,96,100,,,,,,,,,,
720,377,32,25,15,123,43,96,94,,,,,,,,,,
720,403,54,19,11,135,43,91,90,,,,,,,,,,
726,393,49,25,18,125,33,98,94,,,,,,,,,,
726,380,41,29,14,122,41,93,89,,,,,,,,,,
726,399,47,17,14,139,45,101,89,,,,,,,,,,
726,404,61,23,15,127,41,99,92,,,,,,,,,,
726,383,45,31,16,118,39,93,93,,,,,,,,,,
726,377,41,30,11,112,47,87,100,,,,,,,,,,
726,396,50,24,18,121,35,99,97,,,,,,,,,,
726,380,46,30,13,122,39,96,90,,,,,,,,,,
726,388,46,25,14,121,40,95,94,,,,,,,,,,
726,382,36,24,12,133,41,90,85,,,,,,,,,,
726,386,44,27,13,124,40,94,90,,,,,,,,,,
726,383,33,21,17,127,32,96,94,,,,,,,,,,
726,382,36,23,13,127,42,91,95,,,,,,,,,,
726,383,35,23,13,127,44,93,92,,,,,,,,,,
726,405,57,23,10,118,42,91,102,,,,,,,,,,
726,391,47,27,15,116,38,97,98,,,,,,,,,,
726,394,50,25,15,119,38,97,99,,,,,,,,,,
726,397,55,27,13,130,43,98,87,,,,,,,,,,
726,394,44,19,13,124,40,96,98,,,,,,,,,,
726,383,45,31,16,118,37,96,91,,,,,,,,,,
726,392,50,28,15,126,37,92,88,,,,,,,,,,
726,396,45,19,15,137,38,99,87,,,,,,,,,,
726,385,43,28,16,121,33,96,91,,,,,,,,,,
726,399,61,30,14,122,42,91,93,,,,,,,,,,
726,384,43,28,15,118,38,98,98,,,,,,,,,,
726,381,35,25,11,117,41,92,101,,,,,,,,,,
726,403,52,20,14,131,40,95,89,,,,,,,,,,
726,384,35,21,11,122,43,96,99,,,,,,,,,,
726,377,33,26,15,122,43,96,94,,,,,,,,,,
726,402,54,20,11,134,43,90,90,,,,,,,,,,
732,393,49,25,18,124,34,98,94,,,,,,,,,,
732,380,41,29,14,120,42,93,90,,,,,,,,,,
732,400,48,17,14,138,47,101,88,,,,,,,,,,
732,404,61,23,15,125,42,99,93,,,,,,,,,,
732,383,45,31,16,116,40,93,94,,,,,,,,,,
732,377,41,30,11,111,47,87,100,,,,,,,,,,
732,395,50,25,18,119,36,98,97,,,,,,,,,,
732,380,46,30,13,121,39,96,90,,,,,,,,,,
732,388,46,25,14,119,41,95,95,,,,,,,,,,
732,382,36,24,13,132,41,91,85,,,,,,,,,,
732,386,44,27,13,123,41,94,90,,,,,,,,,,
732,386,36,21,17,126,33,96,94,,,,,,,,,,
732,382,36,23,14,126,42,92,95,,,,,,,,,,
732,384,36,23,14,126,43,94,92,,,,,,,,,,
732,404,57,24,11,116,41,92,102,,,,,,,,,,
732,391,47,27,15,115,39,97,98,,,,,,,,,,
732,394,50,25,15,118,38,97,99,,,,,,,,,,
732,397,55,27,13,128,44,98,88,,,,,,,,,,
732,394,44,19,13,123,41,96,98,,,,,,,,,,
732,384,46,31,16,117,38,96,91,,,,,,,,,,
732,392,50,28,15,125,38,92,88,,,,,,,,,,
732,395,45,20,16,135,38,99,87,,,,,,,,,,
732,386,44,28,16,120,34,96,91,,,,,,,,,,
732,399,61,30,14,121,42,91,93,,,,,,,,,,
732,384,43,28,15,115,39,98,100,,,,,,,,,,
732,380,35,26,11,117,43,92,100,,,,,,,,,,
732,406,55,20,14,129,41,95,90,,,,,,,,,,
732,384,35,21,11,121,44,96,99,,,,,,,,,,
732,378,34,26,16,120,43,97,95,,,,,,,,,,
732,404,56,20,11,133,44,90,90,,,,,,,,,,
738,393,49,25,19,124,33,99,94,,,,,,,,,,
738,381,42,29,14,119,42,93,91,,,,,,,,,,
738,400,48,17,14,138,47,101,88,,,,,,,,,,
738,405,62,23,15,125,42,99,93,,,,,,,,,,
738,382,45,32,16,114,40,92,95,,,,,,,,,,
