Steps,Total Monkeys,Births,Deaths,Age 0-1,Age 1-3,Age 3-7,Age 7-10,Age 10-25,Pop Age 25+,F:M Ratio,Rep. Female
306,794,343,255,70,142,231,66,244,41,1.128686327077748:1,180,
312,791,343,258,69,142,228,66,244,42,1.1206434316353888:1,179,
318,786,343,263,68,142,225,64,244,43,1.1243243243243244:1,176,
324,780,343,269,65,142,219,68,242,44,1.113821138211382:1,175,
330,770,343,279,62,142,213,69,240,44,1.098092643051771:1,173,
336,767,343,282,61,142,208,70,240,46,1.1013698630136985:1,173,
342,857,440,289,100,152,246,72,241,46,1.0750605326876512:1,173,
348,857,444,293,99,150,244,78,240,46,1.0800970873786409:1,173,
354,847,444,303,95,149,236,83,239,45,1.0810810810810811:1,172,
360,846,444,304,95,149,228,90,239,45,1.083743842364532:1,172,
366,838,444,312,91,149,222,95,236,45,1.0845771144278606:1,169,
372,833,444,317,89,149,218,98,233,46,1.087719298245614:1,166,
378,824,444,326,86,148,213,102,231,44,1.0913705583756346:1,166,
384,818,444,332,85,148,208,102,231,44,1.086734693877551:1,165,
390,809,444,341,80,147,204,104,232,42,1.0958549222797926:1,166,
396,803,444,347,79,147,201,106,225,45,1.0857142857142856:1,159,
402,797,444,353,77,147,195,112,222,44,1.0918635170603674:1,158,
408,795,444,355,77,147,188,117,222,44,1.0921052631578947:1,156,
414,853,510,363,142,147,182,119,219,44,1.1218905472636815:1,154,
420,849,513,370,68,131,267,123,216,44,1.1278195488721805:1,153,
426,845,513,374,68,131,264,124,214,44,1.128463476070529:1,152,
432,842,513,377,67,131,261,126,212,45,1.1262626262626263:1,150,
438,838,513,381,67,131,259,125,213,43,1.1323155216284988:1,150,
444,835,513,384,65,131,255,127,213,44,1.1355498721227621:1,150,
450,830,513,389,64,131,246,133,212,44,1.1282051282051282:1,149,
456,828,513,391,63,131,238,140,211,45,1.1285347043701799:1,147,
462,825,513,394,62,131,229,148,210,45,1.1317829457364341:1,146,
468,821,513,398,61,130,228,148,209,45,1.1269430051813472:1,146,
474,819,513,400,61,130,219,153,209,47,1.1272727272727272:1,147,
480,810,513,409,59,130,213,156,206,46,1.1428571428571428:1,145,
486,806,513,413,58,130,206,162,205,45,1.1379310344827587:1,143,
492,882,592,416,79,131,256,167,205,44,1.1:1,143,
498,878,592,420,78,131,252,171,203,43,1.0954653937947494:1,141,
504,873,592,425,77,130,249,171,202,44,1.0885167464114833:1,139,
510,863,592,435,72,130,246,171,202,42,1.089588377723971:1,139,
516,855,592,443,71,130,244,166,202,42,1.0955882352941178:1,138,
522,851,592,447,70,130,243,160,207,41,1.0960591133004927:1,139,
528,843,592,455,65,130,243,156,208,41,1.1075:1,141,
534,843,592,455,65,130,243,154,210,41,1.1075:1,142,
540,840,592,458,62,130,243,151,213,41,1.105263157894737:1,145,
546,833,592,465,60,129,243,148,212,41,1.0982367758186398:1,144,
552,830,592,468,58,129,243,142,215,43,1.1012658227848102:1,147,
558,826,592,472,57,129,243,136,217,44,1.0964467005076142:1,148,
564,887,657,476,64,113,260,186,221,43,1.0870588235294119:1,149,
570,884,657,479,64,111,259,182,224,44,1.0849056603773586:1,149,
576,878,657,485,62,111,257,178,227,43,1.080568720379147:1,151,
582,877,657,486,62,111,257,172,232,43,1.0781990521327014:1,152,
588,869,657,494,60,111,256,167,235,40,1.0839328537170263:1,154,
594,860,657,503,58,110,256,161,233,42,1.082324455205811:1,153,
600,855,657,508,57,110,255,156,236,41,1.0802919708029197:1,152,
606,847,657,516,56,110,254,154,234,39,1.0913580246913581:1,151,
612,839,657,524,54,110,253,149,235,38,1.1027568922305764:1,150,
618,834,657,529,52,110,252,146,236,38,1.1007556675062973:1,150,
624,827,657,536,51,110,250,141,235,40,1.098984771573604:1,149,
630,818,657,545,51,110,249,133,238,37,1.1082474226804124:1,150,
636,880,723,549,67,104,263,167,243,36,1.085308056872038:1,152,
642,872,723,557,64,103,261,167,242,35,1.091127098321343:1,153,
648,866,723,563,63,102,261,163,242,35,1.0917874396135265:1,154,
654,853,723,576,61,102,259,160,239,32,1.1061728395061727:1,153,
660,846,723,583,60,101,258,156,240,31,1.099255583126551:1,152,
666,842,723,587,58,101,258,151,243,31,1.105:1,153,
672,832,723,597,55,101,256,146,241,33,1.0957178841309825:1,154,
678,828,723,601,55,101,256,135,247,34,1.101522842639594:1,158,
684,821,723,608,54,101,255,131,246,34,1.1105398457583548:1,156,
690,817,723,612,54,100,254,126,249,34,1.1056701030927836:1,156,
696,811,723,618,52,100,253,119,253,34,1.1119791666666667:1,157,
702,805,723,624,51,100,252,115,253,34,1.1240105540897098:1,159,
708,868,789,627,67,96,229,182,260,34,1.1754385964912282:1,164,
714,868,792,630,68,97,227,183,260,33,1.1754385964912282:1,165,
720,864,792,634,68,97,226,179,262,32,1.1818181818181819:1,165,
726,859,792,639,67,97,226,177,262,30,1.1802030456852792:1,164,
732,852,792,646,65,97,226,175,260,29,1.16793893129771:1,162,
738,847,792,651,65,97,226,174,255,30,1.1662404092071612:1,159,
744,841,792,657,65,97,225,174,251,29,1.1675257731958764:1,157,
750,836,792,662,64,97,224,174,248,29,1.1602067183462532:1,155,
756,831,792,667,63,96,224,174,245,29,1.1584415584415584:1,153,
762,828,792,670,61,96,224,174,244,29,1.1675392670157068:1,153,
768,821,792,677,59,96,224,174,239,29,1.16622691292876:1,150,
774,815,792,683,58,96,224,174,235,28,1.1675531914893618:1,148,
780,869,851,688,61,105,269,174,231,29,1.1889168765743072:1,146,
786,863,853,696,60,106,216,172,281,28,1.1959287531806615:1,178,
792,859,853,700,59,105,216,172,279,28,1.191326530612245:1,177,
798,854,853,705,58,105,216,172,275,28,1.184143222506394:1,174,
804,848,853,711,55,105,216,171,273,28,1.179948586118252:1,173,
810,840,853,719,52,105,216,168,271,28,1.1705426356589148:1,173,
816,834,853,725,52,104,215,167,268,28,1.171875:1,172,
822,828,853,731,51,104,214,167,264,28,1.1789473684210525:1,171,
828,817,853,742,50,104,212,166,257,28,1.172872340425532:1,165,
834,813,853,746,50,104,211,166,254,28,1.1737967914438503:1,163,
840,808,853,751,49,104,211,166,250,28,1.1778975741239892:1,161,
846,802,853,757,46,104,210,166,248,28,1.1793478260869565:1,159,
852,881,936,761,129,104,209,166,245,28,1.1699507389162562:1,159,
858,882,940,764,86,102,193,188,285,28,1.1670761670761671:1,174,
864,874,940,772,86,102,192,186,279,29,1.1687344913151365:1,170,
870,869,940,777,84,102,192,186,275,30,1.1779448621553885:1,168,
876,866,940,780,82,102,192,186,273,31,1.1758793969849246:1,167,
882,859,940,787,80,102,192,184,270,31,1.1802030456852792:1,166,
888,853,940,793,78,102,191,184,266,32,1.1815856777493605:1,164,
894,845,940,801,77,101,190,183,261,33,1.1722365038560412:1,161,
900,841,940,805,76,100,190,183,258,34,1.1787564766839378:1,159,
906,832,940,814,72,99,190,181,256,34,1.1894736842105262:1,158,
912,828,940,818,72,99,190,181,253,33,1.1962864721485411:1,157,
918,821,940,825,72,99,190,180,248,32,1.2010723860589811:1,155,
924,817,940,829,72,99,190,180,247,29,1.2081081081081082:1,155,
930,891,1022,837,80,117,195,158,312,29,1.2109181141439207:1,193,
936,884,1022,844,79,117,193,159,308,28,1.21:1,191,
942,877,1022,851,77,117,193,159,303,28,1.2035175879396984:1,188,
948,869,1022,859,76,117,192,158,298,28,1.2111959287531806:1,187,
954,864,1022,864,76,117,192,158,295,26,1.1984732824427482:1,184,
960,857,1022,871,75,116,191,157,292,26,1.1918158567774937:1,181,
966,851,1022,877,74,116,191,157,290,23,1.193298969072165:1,181,
972,848,1022,880,73,116,191,156,288,24,1.1912144702842378:1,180,
978,845,1022,883,71,116,190,156,287,25,1.1948051948051948:1,179,
984,837,1022,891,68,116,190,156,283,24,1.1968503937007875:1,176,
990,830,1022,898,67,116,190,155,278,24,1.1899736147757256:1,172,
996,823,1022,905,65,116,189,154,275,24,1.1715039577836412:1,169,
1002,895,1101,912,79,134,186,160,313,23,1.1411483253588517:1,192,
1008,888,1101,919,78,134,186,156,311,23,1.1346153846153846:1,191,
1014,881,1101,926,76,133,186,156,306,24,1.1280193236714975:1,187,
1020,872,1101,935,73,133,185,156,302,23,1.1268292682926828:1,184,
1026,864,1101,943,71,132,185,155,298,23,1.1333333333333333:1,181,
1032,858,1101,949,69,132,185,155,293,24,1.1343283582089552:1,178,
1038,847,1101,960,67,131,183,155,288,23,1.149746192893401:1,177,
1044,842,1101,965,66,131,183,154,284,24,1.1479591836734695:1,174,
1050,832,1101,975,65,131,180,153,281,22,1.1554404145077721:1,173,
1056,829,1101,978,65,131,179,153,280,21,1.1532467532467532:1,172,
1062,825,1101,982,64,131,179,153,276,22,1.154046997389034:1,170,
1068,818,1101,989,63,131,178,153,271,22,1.1526315789473685:1,168,
1074,899,1188,995,88,126,204,136,323,22,1.1404761904761904:1,190,
1080,890,1189,1005,87,124,204,133,321,21,1.1394230769230769:1,188,
1086,886,1189,1009,87,124,204,132,317,22,1.145278450363196:1,187,
1092,881,1189,1014,87,124,204,131,310,25,1.143552311435523:1,181,
1098,873,1189,1022,86,124,201,131,307,24,1.1608910891089108:1,181,
1104,864,1189,1031,85,124,199,130,301,25,1.170854271356784:1,178,
1110,859,1189,1036,84,123,199,130,299,24,1.163727959697733:1,176,
1116,854,1189,1041,83,123,197,130,297,24,1.1620253164556962:1,176,
1122,845,1189,1050,82,123,197,130,289,24,1.1722365038560412:1,173,
1128,840,1189,1055,79,123,197,130,285,26,1.1818181818181819:1,171,
1134,834,1189,1061,78,122,196,129,282,27,1.171875:1,168,
1140,832,1189,1063,77,122,196,129,280,28,1.1780104712041886:1,167,
1146,902,1263,1067,77,138,211,127,321,28,1.1734939759036145:1,193,
1152,896,1264,1074,72,139,208,129,321,27,1.1694915254237288:1,192,
1158,889,1264,1081,72,139,208,128,314,28,1.1682926829268292:1,187,
1164,880,1264,1090,70,138,208,128,307,29,1.1728395061728396:1,185,
1170,876,1264,1094,69,138,208,128,304,29,1.173697270471464:1,184,
1176,869,1264,1101,68,137,208,128,300,28,1.1834170854271358:1,182,
1182,862,1264,1108,68,137,206,128,294,29,1.1822784810126583:1,179,
1188,859,1264,1111,68,137,206,127,292,29,1.1857506361323156:1,178,
1194,852,1264,1118,68,135,206,127,288,28,1.1846153846153846:1,176,
1200,844,1264,1126,66,135,206,125,284,28,1.1808785529715762:1,174,
1206,841,1264,1129,65,135,205,125,283,28,1.1901041666666667:1,174,
1212,834,1264,1136,63,134,204,125,281,27,1.188976377952756:1,173,
1218,917,1353,1142,113,124,252,125,278,25,1.1627358490566038:1,171,
1224,914,1360,1152,93,136,223,120,318,24,1.1658767772511849:1,183,
1230,909,1360,1157,92,136,223,120,317,21,1.159144893111639:1,182,
1236,901,1360,1165,92,136,220,120,312,21,1.1658653846153846:1,182,
1242,897,1360,1169,90,136,220,120,309,22,1.1771844660194175:1,181,
1248,891,1360,1175,89,135,219,120,307,21,1.178484107579462:1,180,
1254,887,1360,1179,88,135,218,119,306,21,1.1901234567901235:1,180,
1260,883,1360,1183,87,134,217,119,304,22,1.1910669975186103:1,179,
1266,877,1360,1189,83,134,216,119,301,24,1.1925:1,178,
1272,867,1360,1199,81,132,215,119,296,24,1.200507614213198:1,176,
1278,860,1360,1206,78,132,215,118,293,24,1.205128205128205:1,175,
1284,853,1360,1213,76,131,215,118,288,25,1.1984536082474226:1,172,
1290,891,1403,1218,118,129,215,118,286,25,1.1891891891891893:1,171,
1296,928,1445,1223,83,134,246,119,322,24,1.1733021077283372:1,188,
1302,922,1445,1229,80,134,245,119,320,24,1.1745283018867925:1,187,
1308,918,1445,1233,79,134,243,118,319,25,1.1702127659574468:1,187,
1314,910,1445,1241,75,134,242,118,315,26,1.1822541966426858:1,185,
1320,902,1445,1249,72,134,240,118,313,25,1.178743961352657:1,184,
1326,899,1445,1252,71,134,239,118,312,25,1.1767554479418887:1,183,
1332,894,1445,1257,70,134,239,118,308,25,1.1858190709046454:1,183,
1338,884,1445,1267,68,132,237,118,305,24,1.188118811881188:1,181,
1344,882,1445,1269,68,132,237,118,303,24,1.183168316831683:1,179,
1350,882,1445,1269,68,132,237,118,303,24,1.183168316831683:1,179,
1356,873,1445,1278,66,132,236,117,297,25,1.1825:1,175,
1362,864,1445,1287,65,131,233,117,293,25,1.1928934010152283:1,174,
1368,958,1546,1294,98,138,233,135,330,24,1.1576576576576576:1,193,
1374,953,1546,1299,96,138,232,136,327,24,1.1463963963963963:1,190,
1380,949,1546,1303,95,138,231,136,326,23,1.142212189616253:1,189,
1386,943,1546,1309,92,137,231,136,324,23,1.143181818181818:1,189,
1392,935,1546,1317,87,136,230,136,323,23,1.139588100686499:1,189,
1398,924,1546,1328,85,135,229,135,318,22,1.1538461538461537:1,187,
1404,922,1546,1330,85,135,229,135,315,23,1.1542056074766356:1,185,
1410,914,1546,1338,83,135,228,134,313,21,1.1556603773584906:1,184,
1416,904,1546,1348,82,135,226,133,307,21,1.147268408551069:1,178,
1422,899,1546,1353,82,135,226,133,302,21,1.1558752997601918:1,177,
1428,896,1546,1356,82,135,226,133,299,21,1.1590361445783133:1,176,
1434,891,1546,1361,80,135,225,133,296,22,1.162621359223301:1,173,
1440,971,1631,1366,86,143,245,142,332,23,1.1434878587196469:1,193,
1446,965,1631,1372,84,143,247,141,327,23,1.1492204899777283:1,192,
1452,958,1631,1379,83,142,246,141,325,21,1.152808988764045:1,191,
1458,951,1631,1386,81,142,244,140,323,21,1.1515837104072397:1,190,
