,,,,,,,,,,,,,,,,,,,,,,Steps,,,,,,,,,,,,,,,,,,,,
714,35,40,33,47,54,34,28,33,11,2,41,37,28,18,20,31,22,28,11,5,,,,,,,,,,,,,,,,,,,,,,
714,37,41,33,47,53,34,29,27,13,2,31,37,28,19,20,31,22,27,13,4,,,,,,,,,,,,,,,,,,,,,,
714,45,40,33,47,54,34,29,29,14,1,43,37,29,19,20,31,22,28,13,5,,,,,,,,,,,,,,,,,,,,,,
720,29,40,33,47,54,34,27,33,9,0,31,35,29,19,20,31,21,26,12,4,,,,,,,,,,,,,,,,,,,,,,
720,28,41,31,47,54,34,29,30,10,1,29,37,29,19,20,30,21,27,11,6,,,,,,,,,,,,,,,,,,,,,,
720,42,41,32,47,54,34,30,28,11,1,32,37,29,19,20,31,22,27,13,5,,,,,,,,,,,,,,,,,,,,,,
720,37,41,33,47,54,34,29,29,14,1,36,37,28,19,20,31,21,27,12,5,,,,,,,,,,,,,,,,,,,,,,
720,34,41,32,47,54,34,27,30,12,2,38,37,28,19,20,31,21,28,13,5,,,,,,,,,,,,,,,,,,,,,,
720,40,41,33,47,54,34,27,30,14,2,47,36,29,19,20,31,20,29,15,5,,,,,,,,,,,,,,,,,,,,,,
720,42,41,30,47,54,34,29,29,13,1,37,36,28,19,20,31,20,29,15,5,,,,,,,,,,,,,,,,,,,,,,
720,50,39,33,47,54,34,28,33,11,2,35,36,28,19,20,31,21,27,15,5,,,,,,,,,,,,,,,,,,,,,,
720,42,40,33,47,54,34,29,32,15,2,37,37,28,19,20,31,21,23,12,5,,,,,,,,,,,,,,,,,,,,,,
720,36,41,33,47,54,34,26,30,11,2,36,37,29,19,20,31,21,29,12,4,,,,,,,,,,,,,,,,,,,,,,
720,35,40,33,47,54,34,29,28,14,1,36,37,26,18,20,31,21,27,16,5,,,,,,,,,,,,,,,,,,,,,,
720,32,41,32,47,54,34,28,30,13,2,45,37,27,19,20,31,19,28,11,4,,,,,,,,,,,,,,,,,,,,,,
720,35,41,32,47,54,34,28,30,12,1,52,37,29,19,20,31,21,28,14,5,,,,,,,,,,,,,,,,,,,,,,
720,37,41,32,47,54,34,26,29,12,1,31,37,28,19,20,31,19,27,15,6,,,,,,,,,,,,,,,,,,,,,,
720,36,40,33,47,54,33,28,28,13,1,34,37,28,18,20,31,18,29,11,5,,,,,,,,,,,,,,,,,,,,,,
720,42,41,32,47,53,34,29,31,10,1,50,36,29,19,20,31,22,24,16,5,,,,,,,,,,,,,,,,,,,,,,
720,33,41,28,47,54,34,30,30,13,2,38,37,27,19,20,30,22,27,14,5,,,,,,,,,,,,,,,,,,,,,,
720,34,41,33,47,54,34,28,28,11,2,28,37,28,19,20,31,22,24,11,5,,,,,,,,,,,,,,,,,,,,,,
720,40,41,33,47,54,34,27,30,11,2,33,36,28,19,20,31,20,25,11,6,,,,,,,,,,,,,,,,,,,,,,
720,46,41,33,47,54,34,28,33,12,1,35,36,28,19,20,31,22,28,14,6,,,,,,,,,,,,,,,,,,,,,,
720,41,41,33,47,54,34,28,27,12,2,35,36,29,19,20,31,22,26,14,4,,,,,,,,,,,,,,,,,,,,,,
720,25,41,32,47,54,34,29,27,11,2,36,36,28,19,20,31,21,31,15,6,,,,,,,,,,,,,,,,,,,,,,
720,49,41,31,47,54,34,29,29,12,0,38,37,29,19,20,31,19,30,14,6,,,,,,,,,,,,,,,,,,,,,,
720,42,41,32,47,54,34,29,29,11,2,36,37,28,18,20,31,23,30,13,6,,,,,,,,,,,,,,,,,,,,,,
720,47,41,33,47,54,34,27,31,14,2,33,37,28,19,20,31,21,25,11,4,,,,,,,,,,,,,,,,,,,,,,
720,40,41,31,47,54,34,28,29,8,2,33,37,27,19,20,31,22,25,13,5,,,,,,,,,,,,,,,,,,,,,,
720,38,41,32,47,54,34,29,26,11,1,32,37,28,19,20,31,22,26,12,4,,,,,,,,,,,,,,,,,,,,,,
720,35,40,33,47,54,34,28,33,11,2,41,37,28,18,20,31,22,28,11,5,,,,,,,,,,,,,,,,,,,,,,
720,37,41,33,47,53,34,29,27,13,2,31,37,28,19,20,31,22,27,13,4,,,,,,,,,,,,,,,,,,,,,,
720,45,40,33,47,54,34,29,29,14,1,43,37,29,19,20,31,22,28,13,5,,,,,,,,,,,,,,,,,,,,,,
726,29,40,33,47,54,34,27,33,9,0,31,35,29,19,20,31,21,26,12,4,,,,,,,,,,,,,,,,,,,,,,
726,28,41,31,47,54,34,29,30,10,1,29,37,29,19,20,30,21,26,11,6,,,,,,,,,,,,,,,,,,,,,,
726,42,41,32,47,54,34,30,28,11,1,33,37,29,19,20,31,22,27,13,5,,,,,,,,,,,,,,,,,,,,,,
726,37,41,33,47,54,34,29,29,14,1,37,37,28,19,20,31,21,27,12,5,,,,,,,,,,,,,,,,,,,,,,
726,34,41,32,47,54,34,27,30,12,2,39,37,28,19,20,31,21,28,13,5,,,,,,,,,,,,,,,,,,,,,,
726,40,41,33,47,54,34,27,30,14,2,47,36,29,19,20,31,20,29,15,5,,,,,,,,,,,,,,,,,,,,,,
726,42,41,30,47,54,34,29,29,13,1,37,36,28,19,20,31,20,29,15,5,,,,,,,,,,,,,,,,,,,,,,
726,50,39,33,47,54,34,28,33,11,2,35,36,28,19,20,31,21,27,15,5,,,,,,,,,,,,,,,,,,,,,,
726,42,40,33,47,54,34,29,32,15,2,38,37,28,19,20,31,20,23,12,5,,,,,,,,,,,,,,,,,,,,,,
726,36,41,33,47,54,34,25,30,11,2,36,37,29,19,20,31,21,29,12,4,,,,,,,,,,,,,,,,,,,,,,
726,35,40,33,47,54,34,29,28,14,1,36,37,26,18,20,31,21,27,16,5,,,,,,,,,,,,,,,,,,,,,,
726,32,41,32,47,54,34,28,30,13,2,45,37,27,19,20,31,19,28,11,4,,,,,,,,,,,,,,,,,,,,,,
726,35,41,31,47,54,34,28,30,12,1,53,37,29,19,20,31,21,28,14,5,,,,,,,,,,,,,,,,,,,,,,
726,37,41,32,47,54,34,26,29,12,1,31,37,28,19,20,31,19,27,15,6,,,,,,,,,,,,,,,,,,,,,,
726,36,40,33,47,54,33,28,28,13,1,34,37,28,18,20,31,18,29,11,5,,,,,,,,,,,,,,,,,,,,,,
726,44,41,32,47,53,34,29,31,10,1,50,36,29,19,20,31,22,24,16,5,,,,,,,,,,,,,,,,,,,,,,
726,34,41,28,47,54,34,30,30,13,2,38,37,27,19,20,30,22,27,14,5,,,,,,,,,,,,,,,,,,,,,,
726,34,41,33,47,54,34,28,28,11,2,28,37,28,19,20,31,21,24,11,5,,,,,,,,,,,,,,,,,,,,,,
726,40,41,33,47,54,34,27,30,11,2,33,36,28,19,20,31,20,25,11,6,,,,,,,,,,,,,,,,,,,,,,
726,46,41,33,47,54,34,28,33,12,1,35,36,28,19,20,31,22,28,14,6,,,,,,,,,,,,,,,,,,,,,,
726,41,41,33,47,54,34,28,27,12,2,35,36,29,19,20,31,22,26,14,4,,,,,,,,,,,,,,,,,,,,,,
726,25,41,32,47,54,34,29,27,11,2,36,36,28,19,20,31,21,31,15,6,,,,,,,,,,,,,,,,,,,,,,
726,49,41,31,47,54,34,29,29,12,0,38,37,29,19,20,31,19,30,14,6,,,,,,,,,,,,,,,,,,,,,,
726,42,41,32,47,54,34,29,29,11,2,36,37,28,18,20,31,23,30,13,6,,,,,,,,,,,,,,,,,,,,,,
726,47,41,33,47,54,34,27,31,14,2,32,37,28,19,20,31,21,25,11,4,,,,,,,,,,,,,,,,,,,,,,
726,40,41,31,47,54,34,28,29,8,2,33,37,27,19,20,31,22,25,13,5,,,,,,,,,,,,,,,,,,,,,,
726,40,41,32,47,54,34,29,26,11,1,32,37,28,19,20,31,21,26,12,4,,,,,,,,,,,,,,,,,,,,,,
726,35,40,33,47,54,34,28,33,11,2,41,37,28,18,20,31,22,28,11,5,,,,,,,,,,,,,,,,,,,,,,
726,37,41,33,47,53,34,29,27,13,2,31,37,28,19,20,31,22,27,13,4,,,,,,,,,,,,,,,,,,,,,,
726,45,40,33,47,54,34,29,29,14,1,43,37,29,19,20,31,22,28,13,5,,,,,,,,,,,,,,,,,,,,,,
732,30,40,30,48,49,38,28,33,10,0,31,33,26,24,18,30,22,26,12,5,,,,,,,,,,,,,,,,,,,,,,
732,28,41,28,48,49,38,29,31,12,1,30,34,27,24,18,29,22,27,11,7,,,,,,,,,,,,,,,,,,,,,,
732,43,41,29,48,49,38,30,31,11,1,33,34,27,24,18,30,24,28,10,8,,,,,,,,,,,,,,,,,,,,,,
732,38,41,30,48,49,38,30,30,15,1,37,34,26,24,18,30,21,28,11,7,,,,,,,,,,,,,,,,,,,,,,
732,34,41,29,48,49,38,28,30,14,2,39,34,26,24,18,30,22,29,11,7,,,,,,,,,,,,,,,,,,,,,,
732,40,41,30,48,49,38,28,30,16,2,47,33,27,24,18,30,22,30,12,8,,,,,,,,,,,,,,,,,,,,,,
732,42,41,27,48,49,38,28,30,15,1,37,33,26,24,18,30,21,30,14,7,,,,,,,,,,,,,,,,,,,,,,
732,50,39,30,48,49,38,28,34,13,2,35,34,25,24,18,30,22,28,13,8,,,,,,,,,,,,,,,,,,,,,,
732,42,40,30,48,49,38,29,33,16,2,39,34,26,24,18,30,22,23,11,7,,,,,,,,,,,,,,,,,,,,,,
732,36,41,30,48,49,38,27,30,12,2,36,34,27,24,18,30,23,29,11,6,,,,,,,,,,,,,,,,,,,,,,
732,35,40,30,48,49,38,29,29,16,1,36,34,24,23,18,30,23,28,13,8,,,,,,,,,,,,,,,,,,,,,,
732,32,41,29,48,49,38,28,32,14,2,45,34,25,24,18,30,21,28,10,6,,,,,,,,,,,,,,,,,,,,,,
732,35,41,28,48,49,38,29,31,13,1,54,34,27,24,18,30,22,30,12,7,,,,,,,,,,,,,,,,,,,,,,
732,37,41,29,48,49,38,28,29,13,1,31,34,26,24,18,30,21,27,13,9,,,,,,,,,,,,,,,,,,,,,,
732,36,40,30,48,49,37,28,29,15,1,34,34,26,23,18,30,20,29,10,7,,,,,,,,,,,,,,,,,,,,,,
732,46,41,29,48,49,37,30,32,11,1,50,33,27,24,18,30,24,24,14,8,,,,,,,,,,,,,,,,,,,,,,
732,34,41,25,48,49,38,30,31,15,2,38,34,25,24,18,29,23,28,11,8,,,,,,,,,,,,,,,,,,,,,,
732,34,41,30,48,49,38,29,28,13,2,29,34,26,24,18,30,22,25,9,8,,,,,,,,,,,,,,,,,,,,,,
732,40,41,30,48,49,38,28,31,12,2,33,33,26,24,18,30,22,25,10,8,,,,,,,,,,,,,,,,,,,,,,
732,47,41,30,48,49,38,28,34,14,1,35,33,26,24,18,30,23,29,12,9,,,,,,,,,,,,,,,,,,,,,,
732,41,41,30,48,49,38,30,26,14,2,35,34,26,24,18,30,23,27,12,7,,,,,,,,,,,,,,,,,,,,,,
732,26,41,29,48,49,38,29,28,13,2,36,33,26,24,18,30,23,31,13,9,,,,,,,,,,,,,,,,,,,,,,
732,49,41,28,48,49,38,29,30,14,0,38,34,27,24,18,30,20,31,12,9,,,,,,,,,,,,,,,,,,,,,,
732,42,41,29,48,49,38,29,31,12,2,36,34,26,23,18,30,24,31,11,9,,,,,,,,,,,,,,,,,,,,,,
732,47,41,30,48,49,38,28,31,16,2,32,34,26,24,18,30,23,25,11,5,,,,,,,,,,,,,,,,,,,,,,
732,41,41,28,48,49,38,28,31,8,2,33,34,25,24,18,30,23,27,10,8,,,,,,,,,,,,,,,,,,,,,,
732,40,41,29,48,49,38,29,28,12,1,32,34,26,24,18,30,23,26,11,6,,,,,,,,,,,,,,,,,,,,,,
732,35,40,30,48,49,38,28,34,13,2,41,34,26,23,18,30,23,29,11,6,,,,,,,,,,,,,,,,,,,,,,
732,37,41,30,48,48,38,29,29,14,2,31,34,26,24,18,30,23,29,10,7,,,,,,,,,,,,,,,,,,,,,,
732,46,40,30,48,49,38,30,29,16,1,43,34,27,24,18,30,24,28,11,8,,,,,,,,,,,,,,,,,,,,,,
738,30,40,30,48,49,38,28,33,10,0,32,33,26,24,18,30,22,26,12,5,,,,,,,,,,,,,,,,,,,,,,
738,28,41,28,48,49,38,29,30,12,1,32,34,27,24,18,29,22,27,11,7,,,,,,,,,,,,,,,,,,,,,,
738,44,41,29,48,49,38,30,31,11,1,33,34,27,24,18,30,23,28,10,8,,,,,,,,,,,,,,,,,,,,,,
738,38,41,30,48,49,38,30,30,14,1,37,34,26,24,18,30,21,28,11,7,,,,,,,,,,,,,,,,,,,,,,
738,34,41,29,48,49,38,28,30,14,2,39,34,26,24,18,30,22,29,11,7,,,,,,,,,,,,,,,,,,,,,,
738,40,41,30,48,49,38,28,30,16,2,47,33,27,24,18,30,22,30,12,8,,,,,,,,,,,,,,,,,,,,,,
738,43,41,27,48,49,38,28,30,15,1,37,33,26,24,18,30,21,30,14,7,,,,,,,,,,,,,,,,,,,,,,
738,50,39,30,48,49,38,28,34,13,2,35,34,25,24,18,30,22,28,13,8,,,,,,,,,,,,,,,,,,,,,,
738,42,40,30,48,49,38,29,33,16,2,39,34,26,24,18,30,22,23,11,7,,,,,,,,,,,,,,,,,,,,,,
738,37,41,30,48,49,38,27,30,12,2,37,34,27,24,18,30,23,29,11,6,,,,,,,,,,,,,,,,,,,,,,
738,35,40,30,48,49,38,29,29,16,1,36,34,24,23,18,30,23,28,13,8,,,,,,,,,,,,,,,,,,,,,,
738,32,41,29,48,49,38,28,32,14,2,45,34,25,24,18,30,21,28,10,6,,,,,,,,,,,,,,,,,,,,,,
738,35,41,28,48,49,38,29,31,13,1,55,34,27,24,18,30,22,30,12,7,,,,,,,,,,,,,,,,,,,,,,
738,37,41,29,48,49,38,28,29,13,1,31,34,26,24,18,30,21,27,13,9,,,,,,,,,,,,,,,,,,,,,,
738,36,40,30,48,49,37,28,29,15,1,34,34,26,23,18,30,19,29,10,7,,,,,,,,,,,,,,,,,,,,,,
738,47,41,29,48,49,37,30,32,11,1,50,33,27,24,18,30,24,24,14,8,,,,,,,,,,,,,,,,,,,,,,
738,35,41,25,48,49,38,30,31,15,2,38,34,25,24,18,29,23,28,10,8,,,,,,,,,,,,,,,,,,,,,,
738,34,41,30,48,49,38,29,28,13,2,30,34,26,24,18,30,22,24,9,8,,,,,,,,,,,,,,,,,,,,,,
738,40,41,30,48,49,38,28,31,11,2,34,33,26,24,18,30,22,25,10,8,,,,,,,,,,,,,,,,,,,,,,
738,47,41,30,48,49,38,28,34,14,1,35,33,26,24,18,30,23,29,12,9,,,,,,,,,,,,,,,,,,,,,,
738,42,41,30,48,49,38,30,26,14,2,37,34,26,24,18,30,23,26,12,7,,,,,,,,,,,,,,,,,,,,,,
738,26,41,29,48,49,38,29,28,13,2,36,33,26,24,18,30,23,31,13,9,,,,,,,,,,,,,,,,,,,,,,
738,49,41,28,48,49,38,29,30,14,0,38,34,27,24,18,30,20,31,12,9,,,,,,,,,,,,,,,,,,,,,,
738,42,41,29,48,49,38,29,31,12,2,37,34,26,23,18,30,24,31,11,9,,,,,,,,,,,,,,,,,,,,,,
738,47,41,30,48,49,38,28,31,16,2,32,34,26,24,18,30,22,25,11,5,,,,,,,,,,,,,,,,,,,,,,
738,42,41,28,48,49,38,28,31,8,2,33,34,25,24,18,30,23,27,10,8,,,,,,,,,,,,,,,,,,,,,,
738,40,41,29,48,49,38,29,28,12,1,32,34,26,24,18,30,23,26,11,6,,,,,,,,,,,,,,,,,,,,,,
738,35,40,30,48,49,38,28,34,13,2,41,34,26,23,18,30,23,29,11,6,,,,,,,,,,,,,,,,,,,,,,
738,38,41,30,48,48,38,29,29,14,2,31,34,26,24,18,30,23,29,10,7,,,,,,,,,,,,,,,,,,,,,,
738,46,40,30,48,49,38,29,29,16,1,43,34,27,24,18,30,23,28,11,8,,,,,,,,,,,,,,,,,,,,,,
744,30,40,30,48,49,38,28,32,10,0,32,33,26,24,18,30,22,26,12,5,,,,,,,,,,,,,,,,,,,,,,
744,29,41,28,48,49,37,29,30,12,1,33,34,27,24,18,29,22,27,11,7,,,,,,,,,,,,,,,,,,,,,,
744,45,41,29,48,49,38,30,30,11,1,34,34,27,24,18,30,23,28,10,8,,,,,,,,,,,,,,,,,,,,,,
744,38,41,30,48,49,38,30,29,14,1,38,34,26,24,18,30,21,28,11,7,,,,,,,,,,,,,,,,,,,,,,
744,35,41,29,48,49,38,28,30,14,2,39,34,26,24,18,30,22,29,11,7,,,,,,,,,,,,,,,,,,,,,,
744,41,41,30,48,49,38,28,30,16,2,47,33,27,24,18,30,22,29,12,8,,,,,,,,,,,,,,,,,,,,,,
744,43,41,27,48,49,38,28,30,15,1,37,33,26,24,18,30,21,30,14,7,,,,,,,,,,,,,,,,,,,,,,
744,50,39,30,48,49,38,28,34,13,2,35,34,25,24,18,30,22,28,13,8,,,,,,,,,,,,,,,,,,,,,,
744,42,40,30,48,49,38,29,33,16,2,39,34,26,24,18,30,22,23,11,7,,,,,,,,,,,,,,,,,,,,,,
744,38,41,30,48,49,38,27,30,12,2,37,34,27,24,18,30,23,29,11,6,,,,,,,,,,,,,,,,,,,,,,
744,35,40,30,48,49,38,29,29,16,1,36,34,24,23,18,30,23,28,13,8,,,,,,,,,,,,,,,,,,,,,,
744,32,41,29,48,49,38,28,32,14,2,46,34,25,24,18,30,21,28,10,6,,,,,,,,,,,,,,,,,,,,,,
744,35,41,28,48,49,38,28,31,13,1,55,34,27,24,18,30,22,30,12,7,,,,,,,,,,,,,,,,,,,,,,
744,37,41,29,48,49,38,28,29,13,1,31,34,26,24,18,30,21,27,13,9,,,,,,,,,,,,,,,,,,,,,,
744,36,40,30,48,49,37,28,29,15,1,34,34,26,23,18,30,19,29,10,7,,,,,,,,,,,,,,,,,,,,,,
744,47,41,29,48,49,37,30,32,11,1,51,33,27,24,18,30,24,24,14,8,,,,,,,,,,,,,,,,,,,,,,
744,35,41,25,48,49,38,30,31,14,2,38,34,25,24,18,29,23,28,10,8,,,,,,,,,,,,,,,,,,,,,,
744,34,41,30,48,49,38,29,28,13,2,30,34,26,24,18,30,22,24,9,8,,,,,,,,,,,,,,,,,,,,,,
744,41,41,30,48,49,38,28,31,11,2,34,33,26,24,18,30,22,25,10,8,,,,,,,,,,,,,,,,,,,,,,
744,47,41,30,48,49,38,28,34,14,1,35,33,26,24,18,30,23,29,12,9,,,,,,,,,,,,,,,,,,,,,,
744,42,41,30,48,49,38,30,26,14,2,37,34,26,24,18,30,23,25,12,7,,,,,,,,,,,,,,,,,,,,,,
744,26,41,29,48,49,38,29,28,13,2,37,33,26,24,18,30,23,31,13,9,,,,,,,,,,,,,,,,,,,,,,
744,50,41,28,48,49,38,29,30,14,0,39,34,27,24,18,30,20,31,12,9,,,,,,,,,,,,,,,,,,,,,,
744,42,41,29,48,49,38,29,31,12,2,37,34,26,23,18,30,24,31,11,9,,,,,,,,,,,,,,,,,,,,,,
744,47,41,30,48,49,38,28,31,16,2,32,34,26,24,18,30,22,24,11,5,,,,,,,,,,,,,,,,,,,,,,
744,43,41,28,48,49,38,28,31,8,2,33,34,25,24,18,30,23,27,10,8,,,,,,,,,,,,,,,,,,,,,,
744,41,41,29,48,49,38,29,28,12,1,32,34,26,24,18,30,22,26,11,6,,,,,,,,,,,,,,,,,,,,,,
744,35,40,30,48,49,38,28,34,13,2,41,34,26,23,18,30,23,29,11,6,,,,,,,,,,,,,,,,,,,,,,
744,38,41,30,48,48,38,29,29,14,2,31,34,26,24,18,30,23,29,10,7,,,,,,,,,,,,,,,,,,,,,,
744,46,40,30,48,49,38,29,29,16,1,44,34,27,24,18,30,23,27,11,8,,,,,,,,,,,,,,,,,,,,,,
750,30,40,30,48,49,38,28,31,10,0,34,33,26,24,18,30,22,26,12,5,,,,,,,,,,,,,,,,,,,,,,
750,28,41,28,48,49,37,29,29,12,1,33,34,27,24,18,29,22,27,11,7,,,,,,,,,,,,,,,,,,,,,,
750,45,41,29,48,49,38,30,30,11,1,34,34,27,24,18,30,23,28,10,8,,,,,,,,,,,,,,,,,,,,,,
750,39,41,30,48,49,38,30,29,14,1,38,34,26,24,18,30,21,28,11,7,,,,,,,,,,,,,,,,,,,,,,
750,35,41,29,48,49,38,28,29,14,2,40,34,26,24,18,30,22,29,11,7,,,,,,,,,,,,,,,,,,,,,,
750,42,41,30,48,49,38,28,30,16,2,47,33,27,24,18,30,22,29,12,8,,,,,,,,,,,,,,,,,,,,,,
750,43,41,27,48,49,38,28,29,15,1,39,33,26,24,18,30,21,30,14,7,,,,,,,,,,,,,,,,,,,,,,
750,51,39,30,48,49,38,28,34,13,2,36,34,25,24,18,30,22,28,13,8,,,,,,,,,,,,,,,,,,,,,,
750,42,40,30,48,49,38,29,33,16,2,40,34,26,24,18,30,22,23,11,7,,,,,,,,,,,,,,,,,,,,,,
750,38,41,30,48,49,38,27,30,12,2,37,34,27,24,18,30,23,29,11,6,,,,,,,,,,,,,,,,,,,,,,
750,35,40,30,48,49,38,29,29,16,1,36,34,24,23,18,30,23,28,13,8,,,,,,,,,,,,,,,,,,,,,,
750,31,41,29,48,49,38,27,32,14,2,47,34,25,24,18,30,21,28,10,6,,,,,,,,,,,,,,,,,,,,,,
750,35,41,28,48,49,38,28,31,13,1,55,34,27,24,18,30,22,30,12,7,,,,,,,,,,,,,,,,,,,,,,
750,37,41,29,48,49,38,28,29,13,1,31,34,26,24,18,30,21,27,13,9,,,,,,,,,,,,,,,,,,,,,,
750,36,40,30,48,49,37,28,29,15,1,34,34,26,23,18,30,19,29,10,7,,,,,,,,,,,,,,,,,,,,,,
750,48,41,29,48,49,37,30,32,11,1,51,33,27,24,18,30,24,24,14,8,,,,,,,,,,,,,,,,,,,,,,
750,35,41,25,48,49,38,30,31,14,2,38,34,25,24,18,29,23,28,10,8,,,,,,,,,,,,,,,,,,,,,,
750,34,41,30,48,49,38,28,28,13,2,31,34,26,24,18,30,22,24,9,8,,,,,,,,,,,,,,,,,,,,,,
750,41,41,30,48,49,38,28,31,11,2,34,33,26,24,18,30,22,25,10,8,,,,,,,,,,,,,,,,,,,,,,
750,47,41,30,48,49,38,28,34,14,1,36,33,26,24,18,30,23,29,12,9,,,,,,,,,,,,,,,,,,,,,,
750,42,41,30,48,49,38,30,26,14,2,37,34,26,24,18,30,23,25,12,7,,,,,,,,,,,,,,,,,,,,,,
750,26,41,29,48,49,38,29,28,13,2,38,33,26,24,18,30,22,31,13,9,,,,,,,,,,,,,,,,,,,,,,
750,50,41,28,48,49,38,29,30,14,0,39,34,27,24,18,30,20,31,12,9,,,,,,,,,,,,,,,,,,,,,,
750,42,41,29,48,49,38,28,31,12,2,37,34,26,23,18,30,24,31,11,9,,,,,,,,,,,,,,,,,,,,,,
750,48,41,30,48,49,38,27,31,16,2,32,34,26,24,18,30,22,24,11,5,,,,,,,,,,,,,,,,,,,,,,
750,44,41,28,48,49,38,28,31,8,2,33,34,25,24,18,30,23,27,10,8,,,,,,,,,,,,,,,,,,,,,,
750,41,41,29,48,49,38,29,28,12,1,33,34,26,24,18,30,22,26,11,6,,,,,,,,,,,,,,,,,,,,,,
750,35,40,30,48,49,38,28,34,13,2,41,34,26,23,18,30,23,28,11,6,,,,,,,,,,,,,,,,,,,,,,
750,38,41,30,48,48,38,29,29,14,2,31,34,26,24,18,30,22,29,10,7,,,,,,,,,,,,,,,,,,,,,,
750,47,40,30,48,49,38,29,29,16,1,44,34,27,24,18,30,23,27,11,8,,,,,,,,,,,,,,,,,,,,,,
756,30,40,30,48,49,38,28,31,10,0,34,33,26,24,18,30,22,26,12,5,,,,,,,,,,,,,,,,,,,,,,
756,28,41,28,48,49,37,29,29,12,1,33,34,27,24,18,29,22,27,11,7,,,,,,,,,,,,,,,,,,,,,,
756,45,41,29,48,49,38,30,30,11,1,35,34,27,24,18,30,23,28,10,8,,,,,,,,,,,,,,,,,,,,,,
756,40,41,30,48,49,38,30,29,14,1,38,34,26,24,18,30,21,28,11,7,,,,,,,,,,,,,,,,,,,,,,
756,35,41,29,48,49,38,28,28,14,2,39,35,26,24,18,30,22,29,11,7,,,,,,,,,,,,,,,,,,,,,,
756,42,41,30,48,49,38,28,30,16,2,47,33,27,24,18,30,22,29,12,8,,,,,,,,,,,,,,,,,,,,,,
756,43,41,27,48,49,38,28,29,15,1,39,33,26,24,18,30,21,30,14,7,,,,,,,,,,,,,,,,,,,,,,
756,51,39,30,48,49,38,28,34,13,2,36,34,25,24,18,30,22,28,13,8,,,,,,,,,,,,,,,,,,,,,,
756,42,40,30,48,49,38,29,33,16,2,40,34,26,24,18,30,22,23,11,7,,,,,,,,,,,,,,,,,,,,,,
756,38,41,30,48,49,38,27,30,12,2,38,34,27,24,18,30,23,29,11,6,,,,,,,,,,,,,,,,,,,,,,
756,36,40,30,48,49,38,29,29,16,1,36,34,24,23,18,30,23,28,13,8,,,,,,,,,,,,,,,,,,,,,,
756,32,41,29,48,49,38,27,32,14,2,47,34,25,24,18,30,21,28,10,6,,,,,,,,,,,,,,,,,,,,,,
756,36,41,28,48,49,38,28,31,13,1,55,34,27,24,18,30,22,30,12,7,,,,,,,,,,,,,,,,,,,,,,
756,37,41,29,48,49,38,28,29,13,1,31,34,26,24,18,30,21,27,13,9,,,,,,,,,,,,,,,,,,,,,,
756,36,40,30,48,49,37,28,29,13,1,34,34,26,23,18,30,18,29,10,7,,,,,,,,,,,,,,,,,,,,,,
756,48,41,29,48,49,37,30,32,11,1,51,33,27,24,18,30,24,24,13,8,,,,,,,,,,,,,,,,,,,,,,
756,35,41,25,48,49,38,30,31,14,2,38,34,25,24,18,29,23,28,10,8,,,,,,,,,,,,,,,,,,,,,,
756,34,41,30,48,49,38,28,28,13,2,32,34,26,24,18,30,22,24,9,8,,,,,,,,,,,,,,,,,,,,,,
756,42,41,30,48,49,38,28,31,11,2,34,33,26,24,18,30,22,25,10,8,,,,,,,,,,,,,,,,,,,,,,
756,47,41,30,48,49,38,28,34,14,1,36,33,26,24,18,30,23,29,12,9,,,,,,,,,,,,,,,,,,,,,,
756,42,41,30,48,49,38,30,26,14,2,37,34,26,24,18,30,23,25,12,7,,,,,,,,,,,,,,,,,,,,,,
756,26,41,29,48,49,38,29,27,13,2,38,33,26,24,18,30,22,31,13,9,,,,,,,,,,,,,,,,,,,,,,
756,50,41,28,48,49,38,29,30,14,0,39,34,27,24,18,30,20,31,12,9,,,,,,,,,,,,,,,,,,,,,,
756,42,41,29,48,49,38,28,31,12,2,37,34,26,23,18,30,24,31,11,9,,,,,,,,,,,,,,,,,,,,,,
756,48,41,30,48,49,38,27,31,16,2,32,34,26,24,18,30,22,24,11,5,,,,,,,,,,,,,,,,,,,,,,
756,44,41,28,48,49,38,28,31,8,2,34,34,25,24,18,30,23,27,10,8,,,,,,,,,,,,,,,,,,,,,,
756,41,41,29,48,49,38,29,28,12,1,34,34,26,24,18,30,22,26,11,6,,,,,,,,,,,,,,,,,,,,,,
756,35,40,30,48,49,38,28,34,13,2,41,34,26,23,18,30,23,27,11,6,,,,,,,,,,,,,,,,,,,,,,
756,39,41,30,48,48,38,29,29,14,2,31,34,26,24,18,30,22,29,10,7,,,,,,,,,,,,,,,,,,,,,,
756,47,40,30,48,49,38,29,29,16,1,44,34,27,24,18,30,23,27,11,8,,,,,,,,,,,,,,,,,,,,,,
762,30,40,30,48,49,38,28,31,10,0,34,33,26,24,18,30,22,26,12,5,,,,,,,,,,,,,,,,,,,,,,
762,28,41,28,48,49,37,29,29,12,1,35,34,27,24,18,29,22,27,11,7,,,,,,,,,,,,,,,,,,,,,,
762,45,41,29,48,49,38,30,30,11,1,35,34,27,24,18,30,23,28,10,8,,,,,,,,,,,,,,,,,,,,,,
762,41,41,30,48,49,38,30,29,14,1,38,34,26,24,18,30,21,28,11,7,,,,,,,,,,,,,,,,,,,,,,
762,36,41,29,48,49,38,28,28,14,2,39,35,26,24,18,30,22,29,11,7,,,,,,,,,,,,,,,,,,,,,,
