with,,without,
63,79,43,70
64,79,45,70
64,79,45,70
65,79,44,70
65,79,45,70
66,79,44,70
68,79,66,70
67,79,63,70
65,79,63,70
57,79,46,70
57,79,47,70
65,79,48,70
66,79,50,70
65,79,51,70
66,79,64,70
66,79,67,70
65,79,68,70
63,79,67,70
57,79,68,70
61,79,67,70
61,79,69,70
61,79,69,70
45,79,70,70
45,79,58,70
55,79,61,70
55,79,60,70
57,79,59,70
59,79,70,70
57,79,71,70
59,79,69,70
61,79,68,70
66,79,68,70
66,79,67,70
60,79,67,70
58,79,61,70
61,79,59,70
56,79,68,70
58,79,69,70
59,79,58,70
60,79,58,70
61,79,59,70
61,79,59,70
60,79,59,70
57,79,60,70
66,79,57,70
66,79,51,70
56,79,55,70
57,79,39,70
60,79,69,70
59,79,53,70
59,79,55,70
60,79,58,70
58,79,59,70
58,79,64,70
66,79,50,70
66,79,51,70
65,79,42,70
56,79,50,70
56,79,54,70
56,79,54,70
55,79,45,70
55,79,54,70
56,79,58,70
61,79,48,70
54,79,63,70
65,79,43,70
54,79,57,70
54,79,57,70
70,79,57,70
70,79,58,70
70,79,58,70
70,79,58,70
70,79,58,70
70,79,60,70
70,79,60,70
70,79,33,70
70,79,33,70
70,79,32,70
70,79,56,70
57,79,57,70
60,79,39,70
61,79,61,70
62,79,64,70
64,79,61,70
65,79,43,70
65,79,61,70
64,79,55,70
65,79,54,70
65,79,44,70
62,79,55,70
60,79,55,70
59,79,55,70
65,79,54,70
65,79,54,70
56,79,59,70
56,79,51,70
56,79,45,70
56,79,57,70
56,79,66,70
56,79,44,70
57,79,48,70
59,79,59,70
58,79,34,70
55,79,34,70
58,79,51,70
54,79,41,70
63,79,64,70
65,79,51,70
65,79,52,70
58,79,34,70
55,79,37,70
64,79,66,70
63,79,66,70
62,79,28,70
61,79,44,70
60,79,33,70
60,79,56,70
56,79,57,70
55,79,58,70
63,79,58,70
63,79,35,70
55,79,44,70
60,79,44,70
62,79,45,70
62,79,59,70
62,79,61,70
62,79,61,70
64,79,60,70
56,79,63,70
61,79,44,70
60,79,42,70
60,79,63,70
58,79,34,70
57,79,40,70
58,79,42,70
58,79,43,70
55,79,44,70
62,79,36,70
58,79,43,70
46,79,35,70
61,79,34,70
54,79,34,70
63,79,35,70
54,79,36,70
50,79,35,70
50,79,34,70
67,79,43,70
52,79,43,70
51,79,42,70
50,79,30,70
49,79,31,70
48,79,32,70
47,79,33,70
46,79,47,70
45,79,44,70
44,79,44,70
43,79,41,70
43,79,64,70
45,79,50,70
45,79,61,70
47,79,56,70
60,79,50,70
60,79,50,70
60,79,61,70
53,79,43,70
57,79,58,70
63,79,53,70
60,79,52,70
57,79,52,70
57,79,53,70
63,79,53,70
56,79,53,70
48,79,52,70
48,79,58,70
58,79,58,70
64,79,52,70
56,79,46,70
64,79,38,70
56,79,52,70
59,79,47,70
54,79,56,70
52,79,50,70
57,79,55,70
56,79,55,70
53,79,59,70
53,79,60,70
54,79,59,70
53,79,56,70
61,79,36,70
49,79,56,70
55,79,56,70
62,79,58,70
51,79,58,70
52,79,58,70
43,79,63,70
43,79,65,70
62,79,65,70
58,79,66,70
69,79,68,70
56,79,54,70
55,79,55,70
53,79,61,70
54,79,60,70
54,79,50,70
53,79,51,70
54,79,57,70
55,79,50,70
55,79,45,70
54,79,62,70
54,79,46,70
52,79,60,70
51,79,42,70
50,79,63,70
49,79,61,70
50,79,58,70
51,79,58,70
51,79,59,70
52,79,62,70
51,79,63,70
54,79,63,70
48,79,62,70
57,79,61,70
57,79,63,70
56,79,65,70
56,79,59,70
56,79,66,70
56,79,68,70
57,79,58,70
48,79,67,70
49,79,66,70
50,79,67,70
51,79,63,70
51,79,63,70
48,79,65,70
54,79,64,70
52,79,64,70
60,79,64,70
52,79,39,70
63,79,38,70
61,79,38,70
61,79,38,70
60,79,38,70
63,79,37,70
54,79,36,70
54,79,36,70
62,79,36,70
62,79,36,70
54,79,35,70
58,79,36,70
59,79,36,70
59,79,35,70
59,79,67,70
59,79,67,70
56,79,36,70
62,79,36,70
59,79,55,70
64,79,55,70
64,79,54,70
57,79,54,70
59,79,64,70
61,79,56,70
62,79,56,70
62,79,56,70
62,79,65,70
65,79,64,70
66,79,52,70
67,79,55,70
66,79,57,70
62,79,61,70
63,79,62,70
63,79,62,70
62,79,62,70
63,79,63,70
57,79,59,70
61,79,57,70
46,79,46,70
60,79,52,70
47,79,53,70
60,79,54,70
50,79,55,70
50,79,55,70
51,79,55,70
55,79,55,70
56,79,55,70
60,79,40,70
55,79,57,70
59,79,66,70
61,79,45,70
55,79,45,70
56,79,44,70
57,79,60,70
58,79,40,70
59,79,44,70
59,79,50,70
59,79,35,70
61,79,36,70
60,79,61,70
50,79,62,70
50,79,62,70
56,79,63,70
55,79,61,70
57,79,60,70
60,79,60,70
46,79,63,70
59,79,52,70
56,79,52,70
59,79,52,70
63,79,51,70
55,79,52,70
54,79,53,70
55,79,53,70
55,79,53,70
53,79,54,70
60,79,54,70
61,79,54,70
62,79,53,70
63,79,52,70
63,79,52,70
59,79,57,70
62,79,57,70
67,79,58,70
67,79,58,70
57,79,57,70
55,79,52,70
61,79,58,70
63,79,57,70
56,79,57,70
56,79,58,70
55,79,58,70
54,79,63,70
56,79,62,70
56,79,61,70
56,79,60,70
54,79,60,70
56,79,60,70
56,79,56,70
56,79,56,70
57,79,54,70
57,79,53,70
57,79,52,70
59,79,51,70
55,79,50,70
53,79,49,70
54,79,48,70
54,79,47,70
64,79,46,70
56,79,46,70
56,79,59,70
53,79,56,70
66,79,57,70
52,79,37,70
54,79,56,70
57,79,45,70
57,79,56,70
63,79,56,70
63,79,42,70
61,79,50,70
55,79,49,70
43,79,48,70
43,79,47,70
52,79,46,70
53,79,45,70
51,79,44,70
50,79,43,70
51,79,42,70
53,79,41,70
53,79,41,70
33,79,39,70
32,79,45,70
33,79,59,70
33,79,60,70
32,79,60,70
28,79,50,70
31,79,22,70
27,79,49,70
29,79,22,70
29,79,21,70
32,79,50,70
28,79,50,70
45,79,50,70
42,79,51,70
42,79,51,70
43,79,53,70
42,79,54,70
42,79,53,70
43,79,53,70
43,79,50,70
47,79,48,70
62,79,49,70
51,79,46,70
30,79,46,70
36,79,54,70
36,79,54,70
36,79,56,70
36,79,51,70
42,79,60,70
60,79,61,70
61,79,56,70
42,79,55,70
66,79,55,70
62,79,54,70
63,79,41,70
50,79,41,70
50,79,61,70
63,79,61,70
64,79,56,70
63,79,55,70
62,79,55,70
62,79,71,70
60,79,72,70
54,79,72,70
62,79,71,70
62,79,71,70
69,79,73,70
68,79,54,70
70,79,53,70
54,79,53,70
70,79,52,70
69,79,61,70
68,79,50,70
68,79,50,70
56,79,63,70
57,79,69,70
58,79,51,70
62,79,45,70
57,79,52,70
56,79,53,70
55,79,53,70
54,79,53,70
53,79,53,70
52,79,53,70
52,79,53,70
56,79,53,70
58,79,53,70
39,79,45,70
39,79,41,70
39,79,42,70
39,79,41,70
39,79,40,70
39,79,41,70
57,79,42,70
56,79,42,70
40,79,54,70
41,79,53,70
42,79,54,70
43,79,43,70
44,79,42,70
45,79,36,70
46,79,37,70
47,79,37,70
47,79,37,70
47,79,55,70
47,79,55,70
56,79,55,70
61,79,56,70
61,79,35,70
52,79,34,70
52,79,35,70
54,79,40,70
53,79,41,70
51,79,43,70
50,79,43,70
48,79,36,70
52,79,57,70
53,79,43,70
55,79,39,70
56,79,39,70
56,79,39,70
54,79,39,70
67,79,39,70
67,79,39,70
68,79,39,70
69,79,39,70
68,79,37,70
69,79,37,70
69,79,40,70
61,79,39,70
68,79,38,70
67,79,37,70
54,79,37,70
60,79,37,70
60,79,58,70
61,79,57,70
59,79,57,70
47,79,57,70
60,79,57,70
51,79,68,70
61,79,68,70
62,79,64,70
35,79,60,70
35,79,58,70
35,79,57,70
35,79,57,70
35,79,62,70
35,79,59,70
56,79,58,70
56,79,58,70
55,79,59,70
62,79,63,70
57,79,66,70
53,79,51,70
41,79,51,70
59,79,50,70
60,79,58,70
54,79,58,70
58,79,60,70
54,79,53,70
53,79,52,70
52,79,40,70
52,79,53,70
52,79,49,70
52,79,52,70
55,79,53,70
53,79,54,70
52,79,55,70
51,79,56,70
58,79,57,70
58,79,57,70
64,79,57,70
61,79,57,70
43,79,57,70
63,79,57,70
64,79,49,70
62,79,51,70
42,79,38,70
42,79,38,70
67,79,59,70
56,79,58,70
48,79,58,70
48,79,63,70
56,79,67,70
52,79,68,70
48,79,68,70
48,79,66,70
45,79,66,70
46,79,51,70
47,79,51,70
47,79,50,70
47,79,60,70
48,79,61,70
49,79,62,70
50,79,62,70
50,79,62,70
50,79,62,70
50,79,44,70
50,79,49,70
51,79,50,70
52,79,51,70
52,79,52,70
60,80,52,70
60,80,56,70
54,80,59,70
60,80,51,70
60,80,59,70
59,80,58,70
57,80,57,70
51,80,57,70
51,80,57,70
57,80,57,70
57,80,57,70
54,80,50,70
59,80,59,70
58,80,54,70
55,80,59,70
58,80,59,70
59,80,45,70
60,80,65,70
61,80,46,70
62,80,51,70
62,80,45,70
55,80,58,70
58,80,57,70
58,80,56,70
58,80,55,70
58,80,54,70
61,80,54,70
56,80,54,70
56,80,54,70
53,80,54,70
64,80,54,70
64,80,54,70
62,80,52,70
61,80,61,70
60,80,50,70
60,80,50,70
58,80,53,70
55,80,52,70
59,80,52,70
61,80,70,70
61,80,46,70
54,80,50,70
53,80,51,70
55,80,51,70
63,80,54,70
63,80,61,70
52,80,65,70
62,80,65,70
51,80,61,70
52,80,67,70
53,80,67,70
64,80,67,70
63,80,69,70
54,80,69,70
58,80,70,70
50,80,69,70
58,80,69,70
56,80,69,70
63,80,70,70
63,80,62,70
56,80,49,70
53,80,48,70
55,80,48,70
58,80,57,70
56,80,49,70
56,80,49,70
56,80,49,70
58,80,62,70
59,80,55,70
59,80,53,70
60,80,50,70
54,80,56,70
54,80,47,70
55,80,58,70
55,80,49,70
61,80,57,70
61,80,45,70
58,80,40,70
56,80,57,70
57,80,61,70
58,80,39,70
59,80,40,70
60,80,41,70
60,80,42,70
61,80,43,70
61,80,44,70
64,80,45,70
58,80,46,70
58,80,46,70
57,80,44,70
56,80,43,70
60,80,38,70
61,80,38,70
57,80,38,70
57,80,39,70
58,80,41,70
59,80,41,70
59,80,36,70
60,80,37,70
60,80,37,70
57,80,40,70
57,80,40,70
52,80,41,70
57,80,38,70
59,80,45,70
53,80,45,70
61,80,48,70
60,80,49,70
48,80,49,70
60,80,34,70
58,80,33,70
58,80,50,70
62,80,50,70
64,80,49,70
65,80,50,70
66,80,29,70
67,80,27,70
67,80,27,70
53,80,27,70
53,80,27,70
62,80,30,70
61,80,29,70
61,80,53,70
52,80,60,70
62,80,44,70
60,80,61,70
61,80,61,70
62,80,61,70
65,80,61,70
67,80,38,70
43,80,52,70
49,80,53,70
67,80,53,70
56,80,59,70
65,80,60,70
49,80,60,70
49,80,52,70
60,80,63,70
59,80,55,70
58,80,63,70
57,80,62,70
57,80,55,70
60,80,54,70
62,80,57,70
62,80,38,70
53,80,51,70
50,80,62,70
53,80,47,70
62,80,54,70
60,80,50,70
58,80,60,70
66,80,54,70
66,80,35,70
65,80,57,70
57,80,50,70
59,80,50,70
58,80,38,70
62,80,50,70
62,80,52,70
69,80,55,70
69,80,55,70
65,80,56,70
63,80,57,70
54,80,57,70
65,80,57,70
57,80,38,70
71,80,39,70
52,80,38,70
51,80,37,70
56,80,37,70
61,80,37,70
51,80,53,70
57,80,38,70
56,80,52,70
45,80,61,70
45,80,42,70
59,80,43,70
46,80,44,70
47,80,45,70
48,80,45,70
49,80,54,70
50,80,64,70
50,80,58,70
58,80,60,70
59,80,58,70
60,80,63,70
61,80,56,70
62,80,56,70
62,80,46,70
55,80,54,70
53,80,67,70
53,80,55,70
61,80,55,70
51,80,42,70
68,80,52,70
68,80,59,70
55,80,57,70
56,80,37,70
65,80,37,70
52,80,54,70
56,80,54,70
64,80,52,70
58,80,55,70
62,80,54,70
58,80,54,70
57,80,33,70
58,80,34,70
58,80,53,70
51,80,33,70
63,80,52,70
57,80,62,70
49,80,61,70
65,80,62,70
67,80,57,70
65,80,63,70
49,80,66,70
50,80,30,70
46,80,29,70
49,80,31,70
57,80,30,70
61,80,30,70
51,80,66,70
56,80,29,70
56,80,28,70
53,80,29,70
53,80,29,70
55,80,66,70
53,80,66,70
53,80,30,70
54,80,68,70
53,80,68,70
52,80,69,70
57,80,69,70
57,80,31,70
58,80,70,70
59,80,71,70
60,80,30,70
61,80,29,70
62,80,28,70
62,80,27,70
39,80,69,70
53,80,30,70
44,80,67,70
58,80,30,70
58,80,29,70
59,80,27,70
60,80,27,70
60,80,28,70
58,80,29,70
63,80,31,70
63,80,31,70
63,80,59,70
59,80,58,70
60,80,57,70
60,80,57,70
65,80,57,70
58,80,43,70
60,80,43,70
63,80,44,70
63,80,45,70
62,80,46,70
63,80,47,70
63,80,48,70
63,80,48,70
63,80,62,70
61,80,63,70
64,80,64,70
64,80,64,70
69,80,64,70
68,80,53,70
69,80,52,70
69,80,52,70
63,80,36,70
62,80,53,70
61,80,53,70
61,80,63,70
61,80,55,70
68,80,55,70
70,80,55,70
71,80,64,70
71,80,59,70
65,80,58,70
66,80,58,70
70,80,56,70
69,80,57,70
68,80,57,70
68,80,57,70
68,80,57,70
68,80,57,70
68,80,52,70
68,80,52,70
68,80,67,70
68,80,67,70
68,80,60,70
52,80,57,70
53,80,62,70
62,80,52,70
61,80,72,70
60,80,62,70
59,80,61,70
58,80,61,70
57,80,49,70
56,80,40,70
56,80,63,70
63,80,64,70
67,80,65,70
50,80,65,70
60,80,62,70
51,80,61,70
51,80,48,70
55,80,72,70
55,80,48,70
58,80,28,70
58,80,60,70
58,80,40,70
58,80,60,70
59,80,54,70
58,80,54,70
55,80,54,70
54,80,54,70
54,80,54,70
54,80,41,70
55,80,42,70
54,80,43,70
54,80,44,70
55,80,44,70
54,80,44,70
56,80,44,70
56,80,44,70
49,80,47,70
49,80,66,70
58,80,66,70
60,80,35,70
58,80,65,70
58,80,48,70
56,80,48,70
63,80,40,70
57,80,39,70
58,80,42,70
59,80,42,70
60,80,47,70
61,80,67,70
61,80,40,70
53,80,66,70
62,80,66,70
62,80,53,70
59,80,54,70
62,80,52,70
61,80,63,70
60,80,62,70
60,80,62,70
62,80,53,70
52,80,63,70
57,80,64,70
60,80,64,70
60,80,51,70
60,80,52,70
60,80,60,70
60,80,60,70
62,80,56,70
59,80,58,70
62,80,39,70
58,80,38,70
53,80,37,70
54,80,37,70
55,80,33,70
53,80,55,70
53,80,51,70
52,80,51,70
54,80,49,70
63,80,52,70
63,80,60,70
68,80,66,70
68,80,44,70
63,80,40,70
63,80,58,70
67,80,37,70
67,80,37,70
61,80,41,70
63,80,44,70
59,80,40,70
58,80,44,70
58,80,44,70
65,80,43,70
56,80,44,70
55,80,45,70
56,80,41,70
68,80,42,70
69,80,42,70
63,80,43,70
62,80,42,70
58,80,40,70
56,80,39,70
55,80,39,70
55,80,37,70
55,80,38,70
55,80,38,70
71,80,37,70
71,80,37,70
62,80,36,70
54,80,36,70
53,80,36,70
62,80,35,70
70,80,35,70
54,80,29,70
54,80,29,70
58,80,30,70
53,80,35,70
61,80,35,70
62,80,60,70
62,80,59,70
62,80,58,70
63,80,59,70
62,80,59,70
62,80,32,70
63,80,35,70
64,80,36,70
63,80,34,70
62,80,36,70
63,80,35,70
63,80,33,70
63,80,33,70
57,80,57,70
56,80,34,70
57,80,35,70
58,80,36,70
59,80,36,70
56,80,59,70
55,80,35,70
55,80,36,70
55,80,38,70
54,80,38,70
51,80,57,70
52,80,56,70
52,80,54,70
53,80,53,70
40,80,53,70
58,80,53,70
58,80,56,70
54,80,57,70
58,80,55,70
65,80,57,70
65,80,56,70
57,80,56,70
54,80,28,70
64,80,69,70
65,80,69,70
66,80,69,70
66,80,69,70
55,80,58,70
55,80,58,70
61,80,52,70
65,80,52,70
67,80,31,70
63,80,41,70
68,80,54,70
68,80,58,70
62,80,59,70
63,80,49,70
62,80,57,70
61,80,58,70
61,80,59,70
71,80,59,70
70,80,54,70
70,80,53,70
55,80,52,70
56,80,52,70
55,80,53,70
56,80,69,70
56,80,62,70
64,80,60,70
62,80,40,70
59,80,40,70
48,80,54,70
56,80,54,70
49,80,55,70
56,80,48,70
63,80,69,70
50,80,51,70
51,80,68,70
52,80,66,70
53,80,63,70
53,80,56,70
53,80,52,70
54,80,49,70
54,80,65,70
54,80,56,70
55,80,41,70
57,80,42,70
56,80,43,70
56,80,45,70
54,80,45,70
54,80,51,70
53,80,44,70
54,80,54,70
55,80,55,70
57,80,56,70
58,80,57,70
59,80,58,70
58,80,58,70
59,80,53,70
58,80,62,70
58,80,62,70
58,80,62,70
57,80,60,70
55,80,60,70
55,80,65,70
55,80,57,70
54,80,62,70
55,80,59,70
56,80,52,70
57,80,48,70
56,80,49,70
56,80,52,70
52,80,52,70
63,80,48,70
60,80,47,70
62,80,47,70
65,80,54,70
61,80,56,70
59,80,54,70
64,80,34,70
58,80,42,70
66,80,34,70
57,80,67,70
54,80,67,70
63,80,67,70
62,80,54,70
63,80,54,70
63,80,58,70
62,80,56,70
61,80,60,69
54,80,61,69
52,80,40,69
52,80,66,69
47,80,66,69
61,80,65,69
54,80,66,69
57,80,69,69
64,80,68,69
55,80,67,69
64,80,67,69
54,80,68,69
54,80,69,69
68,80,33,69
44,80,66,69
51,80,65,69
59,80,62,69
34,80,55,69
66,80,57,69
65,80,43,69
65,80,52,69
66,80,53,69
59,80,54,69
52,80,64,69
58,80,54,69
65,80,49,69
56,80,63,69
56,80,62,69
58,80,54,69
62,80,41,69
56,80,51,69
56,80,50,69
61,80,44,69
58,80,45,69
67,80,45,69
62,80,52,69
62,80,53,69
64,80,52,69
59,80,51,69
61,80,51,69
58,80,54,69
56,80,54,69
64,80,54,69
59,80,54,69
64,80,49,69
63,80,56,69
63,80,55,69
55,80,55,69
55,80,53,69
65,80,52,69
62,80,52,69
49,80,52,69
53,80,45,69
62,80,37,69
62,80,37,69
61,80,43,69
71,80,38,69
64,80,38,69
46,80,42,69
71,80,37,69
62,80,39,69
64,80,38,69
63,80,38,69
55,80,37,69
54,80,36,69
53,80,37,69
53,80,59,69
56,80,60,69
55,80,60,69
52,80,58,69
52,80,58,69
53,80,60,69
53,80,58,69
52,80,56,69
53,80,57,69
53,80,54,69
57,80,69,69
57,80,50,69
67,80,39,69
68,80,51,69
68,80,59,69
57,80,49,69
60,80,49,69
59,80,43,69
54,80,66,69
60,80,66,69
60,80,56,69
61,80,33,69
66,80,34,69
60,80,35,69
61,80,35,69
61,80,35,69
61,80,37,69
61,80,34,69
60,80,34,69
60,80,34,69
56,80,34,69
62,80,35,69
62,80,35,69
62,80,33,69
62,80,34,69
62,80,33,69
62,80,34,69
62,80,35,69
61,80,36,69
61,80,37,69
64,80,35,69
61,80,50,69
64,80,50,69
63,80,50,69
62,80,51,69
62,80,53,69
64,80,53,69
55,80,55,69
67,80,55,69
67,80,60,69
67,80,60,69
47,80,54,69
47,80,54,69
55,80,69,69
48,80,69,69
57,80,57,69
61,80,65,69
61,80,65,69
61,80,68,69
61,80,52,69
61,80,57,69
61,80,47,69
61,80,69,69
61,80,47,69
61,80,49,69
61,80,56,69
55,80,62,69
53,80,57,69
61,80,58,69
61,80,59,69
57,80,60,69
60,80,61,69
60,80,62,69
60,80,63,69
60,80,64,69
56,80,64,69
67,80,61,69
67,80,53,69
62,80,56,69
69,80,62,69
69,80,62,69
66,80,60,69
65,80,57,69
64,80,55,69
63,80,55,69
62,80,56,69
62,80,55,69
62,80,54,69
60,80,54,69
59,80,53,69
60,80,52,69
61,80,52,69
61,80,55,69
65,80,56,69
65,80,56,69
61,80,55,69
67,80,56,69
55,80,56,69
66,80,54,69
65,80,53,69
65,80,51,69
64,80,49,69
64,80,50,69
61,80,50,69
64,80,51,69
64,80,53,69
52,80,51,69
53,80,51,69
53,80,59,69
53,80,26,69
53,80,59,69
61,80,59,69
61,80,52,69
65,80,48,69
62,80,48,69
53,80,54,69
53,80,60,69
53,80,60,69
53,80,56,69
53,80,56,69
53,80,54,69
53,80,54,69
53,80,44,69
53,80,64,69
53,80,64,69
53,80,44,69
59,80,45,69
64,80,51,69
61,80,57,69
51,80,41,69
60,80,54,69
61,80,49,69
60,80,51,69
61,80,56,69
62,80,55,69
64,80,53,69
64,80,39,69
66,80,53,69
65,80,54,69
66,80,63,69
66,80,40,69
64,80,40,69
62,80,39,69
56,80,40,69
57,80,40,69
58,80,52,69
60,80,52,69
61,80,52,69
60,80,44,69
61,80,44,69
58,80,67,69
60,80,67,69
56,80,50,69
60,80,50,69
60,80,50,69
61,80,64,69
61,80,63,69
57,80,64,69
60,80,51,69
55,80,64,69
57,80,55,69
55,80,68,69
55,80,70,69
59,80,70,69
58,80,69,69
56,80,69,69
55,80,68,69
55,80,67,69
58,80,68,69
60,80,69,69
67,80,69,69
67,80,61,69
66,80,61,69
59,80,68,69
61,80,69,69
62,80,69,69
62,80,59,69
64,80,59,69
66,80,58,69
58,80,60,69
57,80,58,69
57,80,52,69
56,80,54,69
54,80,38,69
57,80,69,69
57,80,52,69
55,80,54,69
66,80,57,69
55,80,58,69
71,80,65,69
71,80,49,69
71,80,49,69
55,80,50,69
71,80,41,69
71,80,49,69
71,80,53,69
71,80,53,69
71,80,45,69
71,80,55,69
71,80,59,69
71,80,47,69
71,80,64,69
71,80,42,69
71,80,57,69
58,80,57,69
59,80,57,69
65,80,36,69
64,80,34,69
64,80,35,69
64,80,34,69
61,80,34,69
64,80,35,69
63,80,58,69
62,80,62,69
61,80,61,69
60,80,61,69
60,80,60,69
59,80,59,69
60,80,32,69
56,80,32,69
57,80,33,69
60,80,34,69
61,80,34,69
61,80,34,69
55,80,36,69
55,80,60,69
57,80,60,69
64,80,38,69
56,80,63,69
57,80,62,69
54,80,53,69
64,80,53,69
64,80,42,69
60,80,60,69
59,80,56,69
58,80,43,69
57,80,43,69
56,80,54,69
56,80,58,69
57,80,50,69
56,80,45,69
56,80,56,69
59,80,67,69
56,80,43,69
59,80,47,69
61,80,58,69
57,80,50,69
57,80,41,69
57,80,65,69
58,80,52,69
57,80,51,69
58,80,35,69
56,80,36,69
58,80,55,69
56,80,55,69
61,80,27,69
59,80,43,69
47,80,32,69
60,80,55,69
55,80,35,69
59,80,43,69
64,80,67,69
54,80,45,69
51,80,44,69
67,80,44,69
44,80,61,69
46,80,62,69
46,80,64,69
46,80,64,69
54,80,43,69
54,80,41,69
59,80,41,69
61,80,63,69
56,80,63,69
62,80,64,69
61,80,64,69
62,80,62,69
55,80,35,69
59,80,33,69
58,80,41,69
59,80,41,69
60,80,42,69
61,80,41,69
62,80,41,69
62,80,37,69
65,80,35,69
55,80,35,69
65,80,35,69
65,80,34,69
56,80,34,69
60,80,34,69
60,80,44,69
53,80,41,69
66,80,41,69
65,80,30,69
66,80,36,69
66,80,39,69
53,80,34,69
55,80,35,69
54,80,35,69
65,80,65,69
64,80,65,69
63,80,43,69
53,80,40,69
54,80,49,69
55,80,62,69
55,80,57,69
62,80,50,69
49,80,51,69
56,80,62,69
63,80,42,69
52,80,58,69
53,80,52,69
54,80,52,69
55,80,53,69
56,80,53,69
57,80,53,69
58,80,52,69
59,80,51,69
59,80,57,69
52,80,58,69
44,80,51,69
61,80,47,69
69,80,38,69
46,80,38,69
53,80,53,69
54,80,55,69
54,80,49,69
54,80,55,69
55,80,59,69
54,80,55,69
54,80,55,69
53,80,60,69
54,80,58,69
53,80,35,69
54,80,55,69
53,80,64,69
54,80,67,69
52,80,69,69
53,80,53,69
55,80,54,69
54,80,60,69
55,80,59,69
54,80,58,69
47,80,57,69
46,80,56,69
47,80,55,69
47,80,54,69
55,80,53,69
52,80,53,69
59,80,49,69
53,80,49,69
63,80,51,69
61,80,58,69
57,80,51,69
57,80,42,69
62,80,43,69
63,80,44,69
63,80,45,69
63,80,61,69
63,80,61,69
61,80,47,69
54,80,43,69
61,80,62,69
61,80,61,69
61,80,61,69
61,80,59,69
61,80,58,69
61,80,60,69
58,80,61,69
58,80,62,69
59,80,62,69
57,80,66,69
62,80,66,69
62,80,60,69
59,80,60,69
60,80,60,69
61,80,67,69
62,80,67,69
63,80,59,69
63,80,67,69
58,80,67,69
61,80,68,69
62,80,68,69
63,80,67,69
63,80,70,69
59,80,69,69
62,80,68,69
64,80,68,69
63,80,68,69
64,80,67,69
58,80,65,69
62,80,40,69
47,80,39,69
61,80,36,69
48,80,37,69
61,80,55,69
56,80,56,69
56,80,56,69
59,80,67,69
60,80,68,69
52,80,68,69
52,80,65,69
55,80,55,69
55,80,57,69
58,80,66,69
60,80,66,69
54,80,63,69
54,80,52,69
60,80,54,69
60,80,57,69
61,80,57,69
61,80,64,69
50,80,64,69
57,80,63,69
55,80,64,69
58,80,63,69
57,80,56,69
56,80,45,69
55,80,45,69
54,80,51,69
54,80,40,69
58,80,56,69
47,80,65,69
51,80,54,69
57,80,45,69
58,80,43,69
64,80,59,69
64,80,39,69
55,80,43,69
55,80,51,69
53,80,36,69
58,80,37,69
62,80,62,69
62,80,51,69
58,80,52,69
54,80,53,69
57,80,53,69
54,80,53,69
53,80,57,69
53,80,51,69
55,80,51,69
55,80,57,69
56,80,56,69
57,80,59,69
56,80,58,69
54,80,61,69
54,80,60,69
56,80,55,69
55,80,56,69
56,80,36,69
55,80,60,69
67,80,59,69
52,80,58,69
55,80,57,69
57,80,56,69
57,80,55,69
62,80,54,69
56,80,53,69
53,80,52,69
51,80,51,69
51,80,51,69
52,80,56,69
33,80,44,69
33,80,41,69
31,80,40,69
30,80,44,69
30,80,40,69
29,80,55,69
29,80,29,69
28,80,28,69
27,80,27,69
28,80,26,69
42,80,25,69
42,80,25,69
43,80,25,69
42,80,25,69
48,80,25,69
61,80,25,69
61,80,24,69
50,80,25,69
31,80,24,69
35,80,24,69
43,80,24,69
43,80,23,69
43,80,22,69
61,80,22,69
62,80,49,69
43,80,51,69
65,80,22,69
62,80,21,69
62,80,21,69
49,80,21,69
50,80,50,69
63,80,48,69
63,80,49,69
65,80,49,69
61,80,22,69
53,80,50,69
63,80,50,69
61,80,55,69
69,80,55,69
70,80,55,69
70,80,54,69
66,80,54,69
57,80,53,69
59,80,53,69
59,80,52,69
63,80,52,69
57,80,50,69
57,80,51,69
57,80,50,69
57,80,49,69
56,80,49,69
55,80,54,69
60,80,56,69
69,80,50,69
68,80,53,69
67,80,53,69
66,80,59,69
66,80,60,69
61,80,55,69
68,80,40,69
68,80,56,69
55,80,55,69
56,80,50,69
57,80,51,69
57,80,51,69
59,80,72,69
59,80,54,69
61,80,60,69
58,80,64,69
58,80,68,69
62,80,50,69
62,80,50,69
48,80,52,69
61,80,49,69
50,80,44,69
62,80,40,69
56,80,54,69
57,80,54,69
56,80,42,69
63,80,42,69
56,80,41,69
53,80,53,69
55,80,37,69
55,80,38,69
42,80,55,69
42,80,54,69
42,80,54,69
42,80,55,69
42,80,57,69
59,80,36,69
60,80,36,69
53,80,36,69
58,80,36,69
62,80,35,69
62,80,58,69
67,80,57,69
67,80,42,69
56,80,42,69
42,80,41,69
42,80,41,69
42,80,41,69
42,80,40,69
42,80,40,69
42,80,59,69
65,80,58,69
59,80,37,69
60,80,41,69
43,80,40,69
44,80,39,69
63,80,39,69
63,80,40,69
64,80,38,69
65,80,38,69
65,80,38,69
62,80,39,69
44,80,38,69
43,80,39,69
66,80,38,69
67,80,37,69
57,80,38,69
56,80,37,69
57,80,38,69
49,80,38,69
55,80,58,69
51,80,58,69
49,80,39,69
48,80,40,69
48,80,38,69
47,80,38,69
51,80,60,69
51,80,37,69
51,80,59,69
55,81,68,69
60,81,61,69
58,81,61,69
58,81,63,69
56,81,58,69
52,81,57,69
55,81,61,69
56,81,60,69
