with,,maxent,
54,72,58,68
61,72,58,68
58,72,58,68
68,72,58,68
53,72,58,68
56,72,58,68
48,72,58,68
54,72,59,68
43,72,59,68
41,72,59,68
49,72,59,68
41,72,59,68
56,72,59,68
51,72,59,68
65,72,59,68
50,72,59,68
46,72,59,68
53,72,59,68
54,72,59,68
49,72,59,68
52,72,59,68
54,72,59,68
54,72,59,68
54,72,60,68
53,72,60,68
54,72,60,68
51,72,60,68
49,72,60,68
52,72,60,68
63,72,60,68
60,72,60,68
63,72,60,68
53,72,60,68
57,72,60,68
58,72,60,68
41,72,60,68
50,72,60,68
50,72,60,68
50,72,60,68
56,72,61,68
60,72,61,68
60,72,61,68
66,72,61,68
58,72,61,68
61,72,61,68
61,72,61,68
61,72,61,68
61,72,61,68
57,72,61,68
55,72,61,68
55,72,61,68
54,72,61,68
61,72,61,68
55,72,61,68
51,72,61,68
58,72,61,68
51,72,61,68
54,72,61,68
42,72,61,68
55,72,61,68
55,72,62,68
55,72,62,68
69,72,62,68
69,72,62,68
40,72,62,68
60,72,62,68
51,72,62,68
55,72,62,68
53,72,62,68
52,72,62,68
44,72,62,68
44,72,62,68
46,72,62,68
46,72,62,68
47,72,62,68
48,72,62,68
50,72,62,68
45,72,62,68
44,72,62,68
44,72,62,68
43,72,62,68
44,72,63,68
46,72,63,68
45,72,63,68
47,72,63,68
47,72,63,68
49,72,63,68
50,72,63,68
49,72,63,68
49,72,63,68
49,72,63,68
49,72,63,68
51,72,64,68
48,72,64,68
50,72,64,68
49,72,64,68
49,72,64,68
49,72,64,68
48,72,65,68
52,72,65,68
52,72,65,68
51,72,65,68
53,72,65,68
52,72,65,68
52,72,66,68
54,72,66,68
54,72,66,68
54,72,67,68
54,72,68,68
59,72,68,68
59,72,68,68
49,72,69,68
67,72,69,68
62,72,69,68
61,72,69,68
60,72,69,68
59,72,69,68
59,72,70,68
53,72,70,68
54,72,70,68
55,72,70,68
56,72,70,68
56,72,70,68
59,72,71,68
54,72,71,68
54,72,71,68
59,72,71,68
60,72,71,68
60,72,71,68
63,72,72,68
65,72,72,68
65,72,72,68
66,72,72,68
66,72,72,68
65,72,72,68
56,72,73,68
51,72,73,68
67,72,73,68
67,72,73,68
67,72,73,68
67,72,73,68
67,72,74,68
67,72,74,68
67,72,74,68
67,72,76,68
54,72,77,68
53,72,78,68
58,72,78,68
61,72,78,68
51,72,27,67
52,72,30,67
53,72,31,67
50,72,31,67
51,72,31,67
39,72,31,67
50,72,31,67
35,72,31,67
34,72,32,67
33,72,33,67
33,72,33,67
33,72,33,67
33,72,34,67
33,72,34,67
33,72,34,67
33,72,35,67
53,72,35,67
53,72,35,67
50,72,35,67
52,72,35,67
51,72,35,67
51,72,36,67
50,72,36,67
50,72,36,67
49,72,36,67
53,72,36,67
49,72,36,67
49,72,37,67
49,72,37,67
49,72,37,67
52,72,37,67
52,72,37,67
37,72,37,67
59,72,38,67
59,72,38,67
58,72,38,67
58,72,38,67
56,72,38,67
56,72,38,67
58,72,39,67
46,72,39,67
64,72,39,67
58,72,39,67
50,72,39,67
51,72,39,67
52,72,40,67
53,72,40,67
53,72,40,67
58,72,40,67
58,72,40,67
54,72,40,67
68,72,41,67
46,72,41,67
56,72,41,67
47,72,42,67
56,72,42,67
58,72,42,67
55,72,42,67
59,72,42,67
47,72,42,67
56,72,43,67
54,72,43,67
48,72,43,67
56,72,43,67
56,72,43,67
50,72,43,67
54,72,44,67
54,72,44,67
37,72,44,67
59,72,44,67
33,72,44,67
33,72,44,67
33,72,45,67
32,72,45,67
52,72,45,67
32,72,45,67
25,72,45,67
25,72,45,67
26,72,46,67
27,72,46,67
26,72,46,67
28,72,47,67
26,72,48,67
26,72,49,67
25,72,49,67
27,72,49,67
25,72,49,67
27,72,49,67
34,72,49,67
33,72,50,67
33,72,50,67
48,72,50,67
47,72,50,67
32,72,50,67
31,72,50,67
30,72,51,67
31,72,51,67
30,72,51,67
31,72,51,67
66,72,51,67
68,72,51,67
69,72,52,67
69,72,52,67
69,72,52,67
70,72,52,67
30,72,52,67
72,72,52,67
70,72,53,67
71,72,53,67
72,72,53,67
72,72,53,67
71,72,53,67
33,72,53,67
29,72,53,67
53,72,53,67
54,72,53,67
54,72,53,67
33,72,53,67
35,72,54,67
59,72,54,67
63,72,54,67
63,72,54,67
52,72,54,67
61,72,54,67
43,72,55,67
43,72,55,67
59,72,55,67
44,72,55,67
45,72,55,67
46,72,55,67
47,72,56,67
48,72,56,67
48,72,56,67
49,72,56,67
47,72,56,67
47,72,56,67
61,72,56,67
61,72,56,67
46,72,56,67
44,72,56,67
59,72,56,67
59,72,57,67
47,72,57,67
51,72,57,67
61,72,57,67
61,72,57,67
60,72,57,67
59,72,57,67
58,72,57,67
58,72,57,67
51,72,57,67
60,72,57,67
59,72,58,67
57,72,58,67
56,72,58,67
55,72,58,67
54,72,58,67
54,72,58,67
47,72,58,67
51,72,58,67
60,72,58,67
54,72,58,67
51,72,58,67
54,72,58,67
53,72,58,67
59,72,58,67
49,72,58,67
54,72,58,67
40,72,59,67
64,72,59,67
40,72,59,67
59,72,59,67
53,72,59,67
54,72,59,67
55,72,59,67
54,72,59,67
55,72,59,67
54,72,59,67
52,72,59,67
52,72,59,67
51,72,59,67
68,72,59,67
69,72,59,67
54,72,59,67
54,72,60,67
52,72,60,67
52,72,60,67
51,72,60,67
53,72,60,67
53,72,60,67
69,72,60,67
69,72,60,67
46,72,60,67
47,72,60,67
48,72,60,67
48,72,60,67
28,72,60,67
58,72,60,67
60,72,60,67
40,72,60,67
56,72,61,67
53,72,61,67
59,72,61,67
59,72,61,67
59,72,61,67
59,72,61,67
59,72,61,67
59,72,61,67
56,72,61,67
62,72,61,67
63,72,61,67
64,72,61,67
64,72,61,67
61,72,61,67
56,72,61,67
54,72,61,67
61,72,62,67
44,72,62,67
62,72,62,67
49,72,62,67
54,72,62,67
59,72,62,67
66,72,62,67
55,72,62,67
49,72,62,67
41,72,62,67
41,72,62,67
55,72,62,67
54,72,62,67
49,72,62,67
51,72,62,67
52,72,62,67
57,72,63,67
38,72,63,67
50,72,63,67
46,72,63,67
45,72,63,67
44,72,63,67
42,72,63,67
41,72,63,67
40,72,63,67
41,72,63,67
37,72,63,67
37,72,64,67
53,72,64,67
52,72,64,67
51,72,64,67
51,72,64,67
52,72,64,67
53,72,65,67
34,72,65,67
34,72,65,67
57,72,66,67
35,72,66,67
52,73,66,67
53,73,66,67
53,73,66,67
54,73,66,67
55,73,67,67
54,73,67,67
51,73,67,67
53,73,67,67
53,73,67,67
59,73,67,67
55,73,68,67
55,73,68,67
55,73,68,67
55,73,68,67
55,73,68,67
56,73,68,67
50,73,69,67
56,73,69,67
56,73,69,67
52,73,69,67
66,73,69,67
58,73,69,67
58,73,70,67
60,73,70,67
60,73,70,67
59,73,70,67
68,73,70,67
45,73,70,67
44,73,71,67
43,73,71,67
43,73,71,67
55,73,71,67
46,73,71,67
46,73,71,67
61,73,72,67
47,73,72,67
66,73,72,67
67,73,73,67
58,73,73,67
56,73,73,67
49,73,74,67
46,73,75,67
63,73,79,67
36,73,80,67
37,73,80,67
42,73,80,67
45,73,27,66
44,73,31,66
62,73,31,66
64,73,31,66
65,73,32,66
65,73,32,66
64,73,32,66
51,73,33,66
52,73,34,66
52,73,34,66
52,73,34,66
60,73,35,66
60,73,35,66
54,73,35,66
55,73,35,66
60,73,35,66
61,73,35,66
62,73,36,66
61,73,36,66
61,73,36,66
54,73,36,66
59,73,36,66
63,73,36,66
46,73,37,66
56,73,37,66
58,73,37,66
55,73,37,66
52,73,37,66
63,73,37,66
57,73,38,66
48,73,38,66
64,73,38,66
64,73,38,66
58,73,38,66
54,73,38,66
53,73,39,66
55,73,39,66
56,73,39,66
56,73,39,66
56,73,39,66
57,73,39,66
46,73,40,66
52,73,41,66
46,73,42,66
58,73,42,66
47,73,42,66
47,73,43,66
41,73,43,66
34,73,43,66
33,73,43,66
32,73,43,66
31,73,43,66
30,73,44,66
29,73,44,66
28,73,44,66
27,73,44,66
27,73,44,66
27,73,44,66
53,73,45,66
50,73,45,66
55,73,45,66
55,73,46,66
55,73,46,66
55,73,46,66
55,73,49,66
61,73,49,66
62,73,49,66
62,73,50,66
53,73,50,66
62,73,50,66
62,73,51,66
62,73,51,66
52,73,51,66
52,73,52,66
61,73,52,66
61,73,52,66
53,73,52,66
57,73,52,66
68,73,52,66
67,73,53,66
66,73,53,66
65,73,53,66
65,73,53,66
57,73,53,66
57,73,53,66
54,73,54,66
57,73,54,66
64,73,54,66
64,73,54,66
63,73,54,66
64,73,54,66
63,73,55,66
64,73,55,66
63,73,55,66
62,73,55,66
70,73,55,66
69,73,55,66
56,73,55,66
57,73,55,66
55,73,55,66
61,73,55,66
55,73,55,66
69,73,56,66
60,73,56,66
55,73,56,66
62,73,56,66
37,73,56,66
55,73,56,66
42,73,57,66
56,73,57,66
59,73,57,66
57,73,57,66
51,73,57,66
39,73,57,66
39,73,57,66
39,73,57,66
40,73,57,66
46,73,57,66
48,73,57,66
61,73,58,66
49,73,58,66
42,73,58,66
56,73,58,66
57,73,58,66
58,73,58,66
59,73,58,66
60,73,58,66
60,73,58,66
59,73,58,66
51,73,58,66
52,73,58,66
53,73,58,66
54,73,58,66
55,73,58,66
55,73,58,66
54,73,59,66
61,73,59,66
66,73,59,66
66,73,59,66
58,73,59,66
60,73,59,66
61,73,59,66
58,73,59,66
62,73,59,66
55,73,59,66
54,73,59,66
61,73,59,66
65,73,59,66
54,73,59,66
49,73,59,66
64,73,59,66
65,73,59,66
66,73,59,66
67,73,59,66
68,73,59,66
69,73,59,66
70,73,60,66
71,73,60,66
72,73,60,66
72,73,60,66
72,73,60,66
54,73,60,66
45,73,60,66
51,73,60,66
45,73,60,66
46,73,60,66
46,73,60,66
46,73,60,66
46,73,60,66
46,73,60,66
46,73,60,66
44,73,60,66
54,73,60,66
51,73,60,66
52,73,60,66
54,73,60,66
48,73,60,66
47,73,61,66
47,73,61,66
54,73,61,66
53,73,61,66
53,73,61,66
52,73,61,66
52,73,61,66
46,73,61,66
46,73,61,66
45,73,61,66
52,73,61,66
51,73,61,66
50,73,61,66
50,73,61,66
41,73,61,66
42,73,61,66
41,73,62,66
41,73,62,66
38,73,62,66
37,73,62,66
34,73,62,66
33,73,62,66
34,73,62,66
34,73,62,66
34,73,62,66
37,73,62,66
38,73,62,66
58,73,62,66
58,73,62,66
60,73,62,66
61,73,62,66
63,73,62,66
62,73,63,66
49,73,63,66
48,73,63,66
49,73,63,66
48,73,63,66
48,73,63,66
49,73,63,66
47,73,63,66
49,73,63,66
48,73,63,66
49,73,63,66
42,73,64,66
41,73,64,66
41,73,64,66
49,73,64,66
47,73,64,66
49,73,64,66
47,73,65,66
45,73,65,66
42,73,65,66
42,73,65,66
54,73,65,66
55,73,65,66
43,73,66,66
42,73,66,66
43,73,66,66
43,73,66,66
42,73,66,66
56,73,66,66
55,73,67,66
53,73,67,66
53,73,67,66
51,73,68,66
42,73,68,66
49,73,68,66
50,73,69,66
51,73,69,66
63,73,69,66
63,73,70,66
49,73,70,66
49,73,70,66
42,73,71,66
36,73,72,66
34,73,75,66
56,73,77,66
56,73,,
59,73,,
55,73,,
42,73,,
57,73,,
44,73,,
46,73,,
57,73,,
63,73,,
54,73,,
54,73,,
64,73,,
63,73,,
62,73,,
61,73,,
61,73,,
62,73,,
61,73,,
56,73,,
56,73,,
64,73,,
64,73,,
64,73,,
64,73,,
51,73,,
67,73,,
58,73,,
66,73,,
62,73,,
42,73,,
49,73,,
57,73,,
50,73,,
57,73,,
42,73,,
51,73,,
53,73,,
49,73,,
54,73,,
51,73,,
51,73,,
54,73,,
55,73,,
55,73,,
57,73,,
57,73,,
58,73,,
59,73,,
59,73,,
59,73,,
58,73,,
49,73,,
49,73,,
54,73,,
55,73,,
49,73,,
28,73,,
28,73,,
54,73,,
64,73,,
56,73,,
55,73,,
54,73,,
53,73,,
53,73,,
53,73,,
60,73,,
57,73,,
59,73,,
62,73,,
62,73,,
55,73,,
65,73,,
63,73,,
55,73,,
66,73,,
55,73,,
55,73,,
55,73,,
55,73,,
53,73,,
52,73,,
53,73,,
55,73,,
46,73,,
60,73,,
54,73,,
43,73,,
62,73,,
54,73,,
43,73,,
46,73,,
47,73,,
48,73,,
49,73,,
50,73,,
51,73,,
52,73,,
53,73,,
54,73,,
55,73,,
55,73,,
50,73,,
71,73,,
71,73,,
72,73,,
73,73,,
73,73,,
46,73,,
53,73,,
58,73,,
58,73,,
44,73,,
60,73,,
59,73,,
59,73,,
62,73,,
63,73,,
63,73,,
65,73,,
66,73,,
65,73,,
65,73,,
66,73,,
42,73,,
67,73,,
66,73,,
65,73,,
65,73,,
53,73,,
53,73,,
59,73,,
59,73,,
57,73,,
54,73,,
63,73,,
54,73,,
51,73,,
50,73,,
61,73,,
62,73,,
63,73,,
64,73,,
65,73,,
65,73,,
55,73,,
55,73,,
61,73,,
54,73,,
62,73,,
61,73,,
60,73,,
62,73,,
63,73,,
62,73,,
62,73,,
61,73,,
61,73,,
65,73,,
61,73,,
52,73,,
51,73,,
52,73,,
51,73,,
51,73,,
63,73,,
62,73,,
62,73,,
52,73,,
53,73,,
52,73,,
59,73,,
58,73,,
58,73,,
52,73,,
51,73,,
55,73,,
62,73,,
52,73,,
49,73,,
52,73,,
55,73,,
52,73,,
60,73,,
60,73,,
61,73,,
61,73,,
61,73,,
61,73,,
61,73,,
61,73,,
61,73,,
61,73,,
61,73,,
61,73,,
47,73,,
47,73,,
47,73,,
47,73,,
47,73,,
47,73,,
47,73,,
47,73,,
47,73,,
55,73,,
56,73,,
56,73,,
57,73,,
56,73,,
49,73,,
57,73,,
47,73,,
48,73,,
48,73,,
50,73,,
54,73,,
46,73,,
41,73,,
42,73,,
41,73,,
46,73,,
47,73,,
49,73,,
50,73,,
54,73,,
55,73,,
56,73,,
56,73,,
54,73,,
52,73,,
56,73,,
56,73,,
57,73,,
58,73,,
59,73,,
59,73,,
64,73,,
61,73,,
61,73,,
62,73,,
54,73,,
50,73,,
50,73,,
62,73,,
64,73,,
55,73,,
58,73,,
64,73,,
64,73,,
55,73,,
58,73,,
65,73,,
65,73,,
57,73,,
66,73,,
55,73,,
55,73,,
54,73,,
54,73,,
55,73,,
53,73,,
54,73,,
54,73,,
55,73,,
56,73,,
55,73,,
55,73,,
55,73,,
46,73,,
64,73,,
63,73,,
58,73,,
47,73,,
47,73,,
47,73,,
69,73,,
47,73,,
48,73,,
55,73,,
54,73,,
53,73,,
52,73,,
51,73,,
51,73,,
47,73,,
48,73,,
57,73,,
51,73,,
51,73,,
30,73,,
53,73,,
59,73,,
61,73,,
47,73,,
58,73,,
57,73,,
59,73,,
59,73,,
62,73,,
63,73,,
62,73,,
62,73,,
62,73,,
61,73,,
57,73,,
57,73,,
49,73,,
52,73,,
52,73,,
41,73,,
41,73,,
61,73,,
63,73,,
56,73,,
55,73,,
54,73,,
53,73,,
52,73,,
51,73,,
50,73,,
49,73,,
48,73,,
47,73,,
47,73,,
48,73,,
63,73,,
49,73,,
43,73,,
43,73,,
63,73,,
59,73,,
61,73,,
61,73,,
63,73,,
64,73,,
65,73,,
65,73,,
59,73,,
61,73,,
61,73,,
57,73,,
57,73,,
59,73,,
55,73,,
54,73,,
54,73,,
57,73,,
45,73,,
65,73,,
65,73,,
54,73,,
52,73,,
58,73,,
65,73,,
66,73,,
67,73,,
67,73,,
67,73,,
56,73,,
58,73,,
61,73,,
61,73,,
59,73,,
57,73,,
68,73,,
60,73,,
56,73,,
60,73,,
67,73,,
54,73,,
45,73,,
67,73,,
56,73,,
45,73,,
63,73,,
40,73,,
55,73,,
48,73,,
47,73,,
47,73,,
41,73,,
48,73,,
32,73,,
50,73,,
61,73,,
38,73,,
47,73,,
47,73,,
71,73,,
45,73,,
46,73,,
48,73,,
48,73,,
46,73,,
45,73,,
45,73,,
45,73,,
43,73,,
43,73,,
42,73,,
40,73,,
64,73,,
64,73,,
63,73,,
62,73,,
38,73,,
51,73,,
50,73,,
50,73,,
52,73,,
51,73,,
51,73,,
62,73,,
61,73,,
60,73,,
60,73,,
52,73,,
53,73,,
62,73,,
61,73,,
60,73,,
60,73,,
51,73,,
49,73,,
59,73,,
61,73,,
63,73,,
49,73,,
43,73,,
43,73,,
39,73,,
39,73,,
71,73,,
39,73,,
51,73,,
34,73,,
33,73,,
49,73,,
50,73,,
32,73,,
31,73,,
32,73,,
32,73,,
31,73,,
67,73,,
63,73,,
68,73,,
66,73,,
53,73,,
57,73,,
57,73,,
45,73,,
62,73,,
52,73,,
51,73,,
51,73,,
51,73,,
51,73,,
51,73,,
57,73,,
55,73,,
55,73,,
59,73,,
57,73,,
65,73,,
60,73,,
63,73,,
56,73,,
48,73,,
62,73,,
67,73,,
43,73,,
48,73,,
67,73,,
64,73,,
43,73,,
56,73,,
59,73,,
54,73,,
55,73,,
39,73,,
63,73,,
64,73,,
46,73,,
50,73,,
56,73,,
65,73,,
60,73,,
57,73,,
56,73,,
64,73,,
63,73,,
61,73,,
61,73,,
59,73,,
60,73,,
59,73,,
55,73,,
55,73,,
54,73,,
54,73,,
55,73,,
54,73,,
52,73,,
52,73,,
51,73,,
51,73,,
51,73,,
50,73,,
52,73,,
53,73,,
55,73,,
54,73,,
54,73,,
55,73,,
56,73,,
56,73,,
56,73,,
67,73,,
62,73,,
57,73,,
68,73,,
69,73,,
69,73,,
69,73,,
69,73,,
69,73,,
56,73,,
60,73,,
64,73,,
60,73,,
59,73,,
58,73,,
58,73,,
64,73,,
61,73,,
60,73,,
59,73,,
58,73,,
58,73,,
63,73,,
58,73,,
60,73,,
59,73,,
65,73,,
50,73,,
47,73,,
60,73,,
52,73,,
49,73,,
54,73,,
48,73,,
59,73,,
40,73,,
62,73,,
45,73,,
56,73,,
58,73,,
44,73,,
45,73,,
46,73,,
46,73,,
45,73,,
46,73,,
49,73,,
48,73,,
50,73,,
63,73,,
63,73,,
54,73,,
53,73,,
54,73,,
64,73,,
65,73,,
65,73,,
65,73,,
58,73,,
58,73,,
47,73,,
46,73,,
57,73,,
47,73,,
48,73,,
47,73,,
48,73,,
48,73,,
47,73,,
46,73,,
46,73,,
57,73,,
57,73,,
57,73,,
57,73,,
56,73,,
59,73,,
59,73,,
59,73,,
64,73,,
59,73,,
59,73,,
61,73,,
64,73,,
62,73,,
62,73,,
57,73,,
57,73,,
65,73,,
58,73,,
57,73,,
56,73,,
55,73,,
55,73,,
55,73,,
68,73,,
60,73,,
60,73,,
67,73,,
67,73,,
67,73,,
65,73,,
64,73,,
62,73,,
62,73,,
68,73,,
68,73,,
46,73,,
46,73,,
54,73,,
58,73,,
58,73,,
61,73,,
64,73,,
52,73,,
52,73,,
57,73,,
57,73,,
50,73,,
52,73,,
52,73,,
54,73,,
46,73,,
48,73,,
54,73,,
51,73,,
40,73,,
49,73,,
37,73,,
37,73,,
35,73,,
66,73,,
68,73,,
68,73,,
69,73,,
67,73,,
67,73,,
67,73,,
66,73,,
65,73,,
64,73,,
38,73,,
39,73,,
56,73,,
55,73,,
55,73,,
55,73,,
67,73,,
67,73,,
62,73,,
64,73,,
59,73,,
59,73,,
59,73,,
56,73,,
55,73,,
55,73,,
66,73,,
63,73,,
55,73,,
64,73,,
63,73,,
62,73,,
61,73,,
61,73,,
66,73,,
61,73,,
54,73,,
53,73,,
53,73,,
53,73,,
52,73,,
51,73,,
51,73,,
71,73,,
59,73,,
50,73,,
50,73,,
49,73,,
48,73,,
48,73,,
48,73,,
48,73,,
48,73,,
48,73,,
48,73,,
48,73,,
48,73,,
55,73,,
53,73,,
56,73,,
59,73,,
54,73,,
55,73,,
56,73,,
57,73,,
58,73,,
59,73,,
60,73,,
61,73,,
61,73,,
60,73,,
53,73,,
53,73,,
61,73,,
62,73,,
51,73,,
62,73,,
58,73,,
64,73,,
67,73,,
64,73,,
64,73,,
65,73,,
67,73,,
67,73,,
66,73,,
65,73,,
64,73,,
70,73,,
70,73,,
68,73,,
69,73,,
58,73,,
58,73,,
61,73,,
62,73,,
59,73,,
63,73,,
69,73,,
55,73,,
55,73,,
59,73,,
59,73,,
59,73,,
59,73,,
59,73,,
59,73,,
64,73,,
64,73,,
59,73,,
59,73,,
65,73,,
65,73,,
61,73,,
50,73,,
58,73,,
57,73,,
56,73,,
55,73,,
54,73,,
54,73,,
64,73,,
63,73,,
62,73,,
61,73,,
60,73,,
60,73,,
60,73,,
38,73,,
39,73,,
40,73,,
40,73,,
59,73,,
60,73,,
60,73,,
60,73,,
61,73,,
62,73,,
63,73,,
63,73,,
60,73,,
60,73,,
60,73,,
56,73,,
54,73,,
58,73,,
67,73,,
54,73,,
57,73,,
49,73,,
54,73,,
42,73,,
40,73,,
50,73,,
40,73,,
56,73,,
52,73,,
66,73,,
49,73,,
45,73,,
52,73,,
53,73,,
48,73,,
52,73,,
53,73,,
54,73,,
53,73,,
53,73,,
53,73,,
53,73,,
52,73,,
50,73,,
50,73,,
50,73,,
53,73,,
63,73,,
59,73,,
62,73,,
62,73,,
54,73,,
56,73,,
57,73,,
42,73,,
51,73,,
55,73,,
65,73,,
59,73,,
59,73,,
61,73,,
58,73,,
55,73,,
65,73,,
65,73,,
65,73,,
65,73,,
60,73,,
56,73,,
58,73,,
57,73,,
56,73,,
56,73,,
62,73,,
55,73,,
62,73,,
51,73,,
57,73,,
52,73,,
55,73,,
41,73,,
41,73,,
56,73,,
56,73,,
56,73,,
52,73,,
52,73,,
68,73,,
61,73,,
52,73,,
69,73,,
53,73,,
49,73,,
49,73,,
50,73,,
50,73,,
50,73,,
44,73,,
45,73,,
45,73,,
44,73,,
49,73,,
50,73,,
50,73,,
44,73,,
49,73,,
49,73,,
49,73,,
48,73,,
47,73,,
48,73,,
48,73,,
48,73,,
50,73,,
52,73,,
51,73,,
51,73,,
47,73,,
48,73,,
49,73,,
49,73,,
49,73,,
48,73,,
47,73,,
47,73,,
48,73,,
48,73,,
46,73,,
50,73,,
53,73,,
48,73,,
48,73,,
48,73,,
53,73,,
51,73,,
51,73,,
52,73,,
46,73,,
47,73,,
47,73,,
52,73,,
50,73,,
51,73,,
51,73,,
48,73,,
52,73,,
52,73,,
53,73,,
52,73,,
54,73,,
55,73,,
60,73,,
53,73,,
50,73,,
67,73,,
67,73,,
52,73,,
60,73,,
60,73,,
60,73,,
59,73,,
63,73,,
63,73,,
61,73,,
55,73,,
63,73,,
64,73,,
66,73,,
66,73,,
64,73,,
62,73,,
61,73,,
60,73,,
59,73,,
58,73,,
58,73,,
57,73,,
57,73,,
52,73,,
67,73,,
51,73,,
51,73,,
55,73,,
54,73,,
57,73,,
62,73,,
52,73,,
54,73,,
54,73,,
51,73,,
52,73,,
40,73,,
51,73,,
54,73,,
54,73,,
50,73,,
52,73,,
52,73,,
50,73,,
50,73,,
51,73,,
50,73,,
51,73,,
53,73,,
38,73,,
59,73,,
59,73,,
59,73,,
56,73,,
55,73,,
59,73,,
59,73,,
47,73,,
65,73,,
58,73,,
58,73,,
58,73,,
49,73,,
54,73,,
55,73,,
55,73,,
58,73,,
57,73,,
57,73,,
57,73,,
58,73,,
69,73,,
47,73,,
57,73,,
48,73,,
59,73,,
56,73,,
58,73,,
48,73,,
57,73,,
55,73,,
49,73,,
57,73,,
55,73,,
49,73,,
55,73,,
55,73,,
37,73,,
58,73,,
34,73,,
32,73,,
31,73,,
31,73,,
31,73,,
35,73,,
36,73,,
52,73,,
52,73,,
50,73,,
50,73,,
52,73,,
27,73,,
32,73,,
32,73,,
32,73,,
31,73,,
25,73,,
26,73,,
27,73,,
26,73,,
25,73,,
26,73,,
26,73,,
26,73,,
27,73,,
28,73,,
28,73,,
25,73,,
26,73,,
27,73,,
27,73,,
47,73,,
31,73,,
31,73,,
30,73,,
30,73,,
31,73,,
31,73,,
67,73,,
67,73,,
68,73,,
27,73,,
28,73,,
27,73,,
26,73,,
25,73,,
30,73,,
25,73,,
70,73,,
70,73,,
71,73,,
71,73,,
32,73,,
23,73,,
23,73,,
23,73,,
33,73,,
34,73,,
35,73,,
36,73,,
37,73,,
37,73,,
28,73,,
34,73,,
36,73,,
55,73,,
59,73,,
59,73,,
63,73,,
53,73,,
53,73,,
64,73,,
60,73,,
58,73,,
58,73,,
60,73,,
60,73,,
55,73,,
54,73,,
54,73,,
42,73,,
60,73,,
61,73,,
62,73,,
63,73,,
63,73,,
63,73,,
64,73,,
65,73,,
65,73,,
66,73,,
67,73,,
60,73,,
60,73,,
61,73,,
45,73,,
44,73,,
45,73,,
45,73,,
59,73,,
48,73,,
52,73,,
60,73,,
62,73,,
52,73,,
61,73,,
58,73,,
48,73,,
52,73,,
53,73,,
54,73,,
54,73,,
54,73,,
54,73,,
60,73,,
60,73,,
60,73,,
60,73,,
60,73,,
60,73,,
55,73,,
52,73,,
53,73,,
50,73,,
55,73,,
39,73,,
64,73,,
39,73,,
58,73,,
55,73,,
53,73,,
55,73,,
53,73,,
70,73,,
70,73,,
53,73,,
53,73,,
56,73,,
57,73,,
57,73,,
52,73,,
55,73,,
52,73,,
53,73,,
52,73,,
68,73,,
29,73,,
29,73,,
59,73,,
60,73,,
60,73,,
59,73,,
41,73,,
49,73,,
56,73,,
56,73,,
55,73,,
53,73,,
57,73,,
61,73,,
50,73,,
50,73,,
54,73,,
62,73,,
45,73,,
63,73,,
48,73,,
55,73,,
56,73,,
56,73,,
58,73,,
66,73,,
42,73,,
42,73,,
55,73,,
54,73,,
50,73,,
50,73,,
53,73,,
56,73,,
55,73,,
54,73,,
53,73,,
52,73,,
51,73,,
51,73,,
39,73,,
50,73,,
51,73,,
49,73,,
48,73,,
48,73,,
47,73,,
45,73,,
46,73,,
46,73,,
42,73,,
42,73,,
42,73,,
42,73,,
41,73,,
39,73,,
37,73,,
37,73,,
37,73,,
35,73,,
55,74,,
55,74,,
54,74,,
53,74,,
52,74,,
58,74,,
55,74,,
55,74,,
54,74,,
51,74,,
56,74,,
55,74,,
57,74,,
58,74,,
58,74,,
53,74,,
65,74,,
57,74,,
59,74,,
59,74,,
58,74,,
67,74,,
46,74,,
56,74,,
47,74,,
64,74,,
64,74,,
60,74,,
48,74,,
66,74,,
50,74,,
50,74,,
66,74,,
59,74,,
57,74,,
64,74,,
64,74,,
46,74,,
36,74,,
36,74,,
43,74,,
44,74,,
44,74,,
44,74,,
52,74,,
53,74,,
53,74,,
53,74,,
53,74,,
54,74,,
53,74,,
60,74,,
60,74,,
60,74,,
62,74,,
47,74,,
57,74,,
57,74,,
54,74,,
52,74,,
62,74,,
58,74,,
49,74,,
63,74,,
63,74,,
63,74,,
65,74,,
59,74,,
54,74,,
54,74,,
56,74,,
56,74,,
55,74,,
54,74,,
54,74,,
56,74,,
56,74,,
58,74,,
47,74,,
53,74,,
54,74,,
54,74,,
47,74,,
59,74,,
48,74,,
48,74,,
42,74,,
51,74,,
55,74,,
56,74,,
62,74,,
61,74,,
54,74,,
56,74,,
62,74,,
62,74,,
61,74,,
63,74,,
53,74,,
53,74,,
62,74,,
63,74,,
64,74,,
65,74,,
65,74,,
54,74,,
56,74,,
69,74,,
54,74,,
58,74,,
57,74,,
56,74,,
63,74,,
63,74,,
65,74,,
64,74,,
63,74,,
63,74,,
69,74,,
70,74,,
70,74,,
56,74,,
56,74,,
56,74,,
55,74,,
62,74,,
61,74,,
55,74,,
38,74,,
55,74,,
43,74,,
55,74,,
60,74,,
58,74,,
39,74,,
47,74,,
61,74,,
61,74,,
50,74,,
43,74,,
48,74,,
48,74,,
58,74,,
49,74,,
50,74,,
51,74,,
52,74,,
53,74,,
53,74,,
61,74,,
55,74,,
56,74,,
62,74,,
65,74,,
57,74,,
65,74,,
59,74,,
60,74,,
60,74,,
61,74,,
54,74,,
54,74,,
59,74,,
53,74,,
54,74,,
53,74,,
