with,,maxent,
63,70,53,74
60,70,53,74
61,70,53,74
61,70,53,74
61,70,53,74
61,70,53,74
61,70,53,74
63,70,53,74
55,70,53,74
57,70,53,74
57,70,53,74
56,70,54,74
62,70,54,74
47,70,54,74
60,70,54,74
55,70,54,74
52,70,54,74
45,70,54,74
51,70,54,74
51,70,54,74
45,70,54,74
56,70,54,74
37,70,55,74
37,70,55,74
62,70,55,74
42,70,55,74
59,70,55,74
61,70,55,74
50,70,55,74
49,70,55,74
48,70,55,74
47,70,55,74
46,70,55,74
46,70,56,74
45,70,56,74
43,70,56,74
43,70,56,74
43,70,56,74
44,70,56,74
44,70,56,74
61,70,56,74
45,70,56,74
44,70,56,74
65,70,56,74
63,70,56,74
64,70,56,74
65,70,56,74
65,70,56,74
65,70,56,74
65,70,57,74
63,70,57,74
63,70,57,74
65,70,57,74
65,70,57,74
63,70,57,74
56,70,57,74
55,70,57,74
57,70,57,74
57,70,57,74
66,70,57,74
65,70,57,74
62,70,57,74
49,70,57,74
61,70,57,74
60,70,57,74
59,70,58,74
59,70,58,74
54,70,58,74
54,70,58,74
66,70,58,74
56,70,58,74
56,70,58,74
59,70,58,74
64,70,58,74
65,70,58,74
65,70,58,74
59,70,58,74
58,70,58,74
59,70,58,74
64,70,58,74
63,70,58,74
62,70,59,74
62,70,59,74
62,70,59,74
63,70,59,74
65,70,59,74
59,70,59,74
61,70,59,74
55,70,59,74
55,70,59,74
49,70,59,74
59,70,59,74
53,70,59,74
52,70,59,74
51,70,59,74
43,70,59,74
43,70,59,74
43,70,60,74
45,70,60,74
49,70,60,74
53,70,60,74
54,70,60,74
48,70,60,74
43,70,60,74
49,70,60,74
40,70,60,74
32,70,60,74
40,70,60,74
63,70,60,74
36,70,60,74
35,70,60,74
36,70,60,74
37,70,60,74
37,70,61,74
38,70,61,74
38,70,61,74
54,70,61,74
55,70,61,74
55,70,61,74
55,70,61,74
64,70,61,74
52,70,61,74
67,70,61,74
59,70,61,74
52,70,61,74
74,70,61,74
62,70,61,74
52,70,61,74
52,70,61,74
50,70,62,74
53,70,62,74
51,70,62,74
56,70,62,74
57,70,62,74
64,70,62,74
62,70,62,74
61,70,62,74
50,70,62,74
61,70,62,74
65,70,62,74
57,70,62,74
65,70,62,74
55,70,62,74
61,70,62,74
59,70,62,74
58,70,62,74
59,70,62,74
52,70,62,74
67,70,62,74
68,70,62,74
67,70,63,74
68,70,63,74
68,70,63,74
68,70,63,74
55,70,63,74
68,70,63,74
67,70,63,74
56,70,63,74
57,70,63,74
58,70,63,74
65,70,63,74
65,70,63,74
65,70,63,74
64,70,63,74
64,70,63,74
64,70,63,74
62,70,63,74
62,70,63,74
62,70,63,74
62,70,63,74
63,70,63,74
63,70,64,74
60,70,64,74
60,70,64,74
64,70,64,74
66,70,64,74
65,70,64,74
59,70,64,74
60,70,64,74
59,70,64,74
59,70,64,74
61,70,64,74
70,70,64,74
70,70,64,74
70,70,64,74
67,70,64,74
67,70,64,74
66,70,64,74
65,70,64,74
65,70,64,74
50,70,64,74
72,70,64,74
72,70,65,74
61,70,65,74
60,70,65,74
72,70,65,74
52,70,65,74
61,70,65,74
56,70,65,74
58,70,65,74
59,70,65,74
63,70,65,74
63,70,65,74
47,70,65,74
35,70,65,74
35,70,65,74
56,70,65,74
60,70,65,74
56,70,65,74
56,70,65,74
58,70,65,74
51,70,65,74
46,70,65,74
54,70,66,74
68,70,66,74
43,70,66,74
47,70,66,74
43,70,66,74
56,70,66,74
54,70,66,74
49,70,66,74
63,70,66,74
50,70,66,74
52,70,66,74
48,70,66,74
55,70,66,74
54,70,66,74
51,70,66,74
51,70,66,74
50,70,67,74
51,70,67,74
52,70,67,74
54,70,67,74
55,70,67,74
54,70,67,74
53,70,67,74
50,70,67,74
50,70,67,74
50,70,67,74
50,70,67,74
61,70,67,74
59,70,67,74
59,70,67,74
59,70,67,74
65,70,67,74
52,70,68,74
58,70,68,74
62,70,68,74
39,70,68,74
60,70,68,74
52,70,68,74
53,70,68,74
54,70,68,74
55,70,68,74
55,70,68,74
59,70,68,74
53,70,69,74
60,70,69,74
49,70,69,74
52,70,69,74
44,70,69,74
53,70,69,74
38,70,69,74
57,70,69,74
58,70,69,74
49,70,69,74
49,70,69,74
53,70,70,74
55,70,70,74
66,70,70,74
55,70,70,74
66,70,70,74
24,70,70,74
23,70,70,74
22,70,70,74
21,70,70,74
21,70,70,74
53,70,70,74
50,70,70,74
48,70,70,74
47,70,70,74
45,70,70,74
44,70,70,74
44,70,71,74
44,70,71,74
41,70,71,74
41,70,71,74
43,70,71,74
43,70,71,74
43,70,71,74
57,70,71,74
47,70,71,74
64,70,71,74
64,70,71,74
67,70,71,74
57,70,71,74
57,70,71,74
56,70,71,74
58,70,71,74
58,70,72,74
66,70,72,74
61,70,72,74
66,70,72,74
54,70,72,74
49,70,72,74
60,70,72,74
60,70,72,74
60,70,72,74
60,70,72,74
60,70,72,74
60,70,72,74
60,70,72,74
65,70,72,74
64,70,72,74
63,70,72,74
62,70,73,74
61,70,73,74
60,70,73,74
59,70,73,74
59,70,73,74
65,70,73,74
59,70,73,74
49,70,73,74
52,70,73,74
54,70,73,74
51,70,73,74
52,70,73,74
51,70,73,74
50,70,73,74
49,70,73,74
49,70,73,74
51,70,74,74
48,70,75,74
49,70,76,74
38,70,77,74
48,70,78,74
37,70,78,74
51,70,78,74
51,70,78,74
50,70,78,74
32,70,78,74
52,70,79,74
45,70,27,73
46,70,28,73
47,70,28,73
50,70,28,73
52,70,28,73
52,70,28,73
53,70,28,73
51,70,29,73
50,70,29,73
49,70,29,73
49,70,29,73
51,70,29,73
51,70,29,73
50,70,30,73
50,70,30,73
50,70,30,73
50,70,30,73
51,70,30,73
51,70,30,73
52,70,30,73
54,70,30,73
55,70,30,73
61,70,30,73
35,70,30,73
60,70,31,73
59,70,31,73
58,70,31,73
57,70,31,73
56,70,31,73
56,70,31,73
57,70,31,73
54,70,31,73
54,70,31,73
56,70,31,73
58,70,31,73
58,70,31,73
60,70,31,73
61,70,31,73
62,70,31,73
62,70,31,73
56,70,32,73
44,70,32,73
60,70,32,73
59,70,32,73
60,70,32,73
60,70,32,73
60,70,32,73
52,70,32,73
51,70,32,73
51,70,32,73
44,70,32,73
44,70,32,73
54,70,32,73
45,70,32,73
54,70,32,73
56,70,32,73
53,70,33,73
45,70,33,73
54,70,33,73
52,70,33,73
44,70,33,73
44,70,33,73
55,70,33,73
54,70,33,73
58,70,33,73
52,70,33,73
54,70,33,73
46,70,33,73
52,70,33,73
52,70,33,73
37,70,33,73
61,70,33,73
36,70,34,73
35,70,34,73
35,70,34,73
51,70,34,73
34,70,34,73
34,70,34,73
32,70,34,73
50,70,34,73
47,70,34,73
47,70,34,73
51,70,34,73
27,70,34,73
27,70,34,73
28,70,34,73
29,70,34,73
30,70,34,73
29,70,35,73
29,70,35,73
50,70,35,73
51,70,35,73
50,70,35,73
51,70,35,73
51,70,35,73
50,70,35,73
50,70,35,73
49,70,35,73
33,70,35,73
63,70,35,73
64,70,35,73
43,70,35,73
70,70,35,73
32,70,35,73
31,70,35,73
31,70,35,73
51,70,35,73
57,70,35,73
50,70,35,73
63,70,36,73
63,70,36,73
54,70,36,73
47,70,36,73
45,70,36,73
49,70,36,73
49,70,36,73
63,70,36,73
49,70,36,73
58,70,36,73
61,70,36,73
59,70,36,73
57,70,36,73
56,70,36,73
45,70,36,73
49,70,36,73
58,70,37,73
33,70,37,73
33,70,37,73
52,70,37,73
49,70,37,73
52,70,37,73
54,70,37,73
51,70,37,73
57,70,37,73
47,70,37,73
52,70,37,73
42,70,37,73
64,70,37,73
42,70,37,73
61,70,37,73
64,70,37,73
65,70,38,73
54,70,38,73
54,70,38,73
53,70,38,73
50,70,38,73
67,70,38,73
68,70,39,73
68,70,39,73
53,70,39,73
54,70,39,73
53,70,39,73
53,70,39,73
43,70,40,73
43,70,40,73
54,70,40,73
55,70,41,73
54,70,41,73
49,70,41,73
50,70,41,73
49,70,41,73
49,70,41,73
48,70,42,73
46,70,42,73
55,70,42,73
42,70,43,73
68,70,43,73
62,70,43,73
62,70,44,73
44,70,44,73
38,70,44,73
26,70,45,73
56,70,45,73
56,70,45,73
53,70,45,73
59,70,45,73
55,70,45,73
54,70,46,73
54,70,46,73
60,70,46,73
60,70,46,73
60,70,46,73
60,70,46,73
60,70,47,73
59,70,47,73
58,70,47,73
57,70,47,73
56,70,47,73
55,70,47,73
55,70,47,73
56,70,47,73
55,70,47,73
56,70,47,73
62,70,47,73
61,70,48,73
61,70,48,73
60,70,48,73
57,70,48,73
56,70,48,73
56,70,48,73
54,70,48,73
59,70,48,73
42,70,48,73
60,70,48,73
51,70,48,73
66,70,49,73
49,70,49,73
53,70,49,73
47,70,49,73
39,70,49,73
55,70,49,73
54,70,49,73
41,70,49,73
47,70,49,73
53,70,49,73
50,70,49,73
53,70,50,73
37,70,50,73
59,70,50,73
49,70,50,73
46,70,50,73
53,70,50,73
52,70,50,73
52,70,50,73
37,70,50,73
36,70,50,73
35,70,50,73
55,70,51,73
55,70,51,73
56,70,51,73
58,70,51,73
33,70,51,73
55,70,51,73
54,70,51,73
54,70,51,73
36,70,51,73
37,70,51,73
37,70,51,73
52,71,51,73
52,71,51,73
53,71,51,73
60,71,51,73
56,71,51,73
56,71,52,73
61,71,52,73
58,71,52,73
58,71,52,73
58,71,52,73
58,71,52,73
58,71,52,73
58,71,52,73
48,71,52,73
50,71,52,73
66,71,52,73
56,71,52,73
60,71,52,73
62,71,52,73
61,71,52,73
61,71,52,73
62,71,52,73
70,71,52,73
53,71,52,73
63,71,52,73
45,71,52,73
45,71,53,73
66,71,53,73
69,71,53,73
41,71,53,73
48,71,53,73
56,71,53,73
45,71,53,73
45,71,53,73
54,71,53,73
47,71,53,73
61,71,53,73
36,71,53,73
39,71,53,73
40,71,53,73
47,71,53,73
33,71,53,73
47,71,54,73
47,71,54,73
47,71,54,73
35,71,54,73
34,71,54,73
46,71,54,73
44,71,54,73
43,71,54,73
42,71,54,73
36,71,54,73
36,71,54,73
37,71,54,73
40,71,54,73
41,71,54,73
41,71,54,73
41,71,54,73
42,71,55,73
62,71,55,73
62,71,55,73
46,71,55,73
63,71,55,73
63,71,55,73
62,71,55,73
62,71,55,73
63,71,55,73
49,71,55,73
49,71,55,73
49,71,55,73
60,71,55,73
59,71,55,73
61,71,55,73
40,71,55,73
40,71,56,73
57,71,56,73
57,71,56,73
57,71,56,73
65,71,56,73
54,71,56,73
60,71,56,73
53,71,56,73
52,71,56,73
65,71,56,73
46,71,56,73
56,71,56,73
56,71,56,73
54,71,56,73
55,71,56,73
44,71,56,73
50,71,57,73
44,71,57,73
56,71,57,73
55,71,57,73
54,71,57,73
53,71,57,73
52,71,57,73
52,71,57,73
52,71,57,73
45,71,57,73
38,71,57,73
37,71,57,73
36,71,57,73
36,71,57,73
45,71,57,73
39,71,57,73
51,71,58,73
29,71,58,73
48,71,58,73
51,71,58,73
53,71,58,73
59,71,58,73
60,71,58,73
62,71,58,73
58,71,58,73
59,71,58,73
59,71,58,73
51,71,59,73
50,71,59,73
59,71,59,73
59,71,59,73
59,71,59,73
59,71,59,73
54,71,59,73
51,71,59,73
57,71,59,73
60,71,59,73
60,71,59,73
55,71,60,73
59,71,60,73
53,71,60,73
67,71,60,73
66,71,60,73
65,71,60,73
64,71,60,73
63,71,60,73
62,71,60,73
61,71,60,73
60,71,60,73
60,71,61,73
58,71,61,73
58,71,61,73
55,71,61,73
60,71,61,73
35,71,61,73
55,71,61,73
40,71,61,73
58,71,61,73
57,71,61,73
55,71,61,73
50,71,61,73
50,71,61,73
51,71,61,73
51,71,61,73
48,71,61,73
45,71,62,73
45,71,62,73
44,71,62,73
65,71,62,73
65,71,62,73
36,71,62,73
46,71,62,73
45,71,62,73
45,71,62,73
61,71,62,73
40,71,62,73
56,71,62,73
52,71,62,73
52,71,62,73
49,71,62,73
61,71,62,73
59,71,63,73
60,71,63,73
62,71,63,73
62,71,63,73
56,71,63,73
56,71,63,73
57,71,63,73
52,71,63,73
52,71,63,73
67,71,63,73
47,71,63,73
66,71,63,73
52,71,63,73
43,71,63,73
49,71,63,73
43,71,63,73
42,71,64,73
42,71,64,73
70,71,64,73
52,71,64,73
49,71,64,73
50,71,64,73
48,71,64,73
48,71,64,73
47,71,64,73
46,71,64,73
46,71,64,73
50,71,64,73
50,71,64,73
43,71,64,73
42,71,64,73
50,71,64,73
51,71,64,73
51,71,64,73
51,71,64,73
35,71,64,73
35,71,64,73
34,71,65,73
38,71,65,73
39,71,65,73
39,71,65,73
58,71,65,73
40,71,65,73
39,71,65,73
40,71,65,73
61,71,65,73
40,71,65,73
61,71,65,73
63,71,65,73
62,71,65,73
62,71,65,73
51,71,65,73
50,71,65,73
61,71,66,73
58,71,66,73
59,71,66,73
59,71,66,73
49,71,66,73
58,71,66,73
57,71,66,73
52,71,66,73
52,71,66,73
52,71,66,73
43,71,66,73
41,71,67,73
40,71,67,73
39,71,67,73
39,71,67,73
49,71,67,73
50,71,67,73
46,71,68,73
69,71,68,73
49,71,68,73
47,71,68,73
46,71,68,73
68,71,68,73
66,71,69,73
66,71,69,73
48,71,69,73
49,71,69,73
50,71,69,73
49,71,69,73
51,71,69,73
53,71,69,73
54,71,69,73
54,71,69,73
42,71,69,73
41,71,70,73
41,71,70,73
63,71,70,73
44,71,70,73
44,71,70,73
43,71,70,73
45,71,70,73
44,71,70,73
67,71,70,73
43,71,70,73
40,71,70,73
64,71,70,73
47,71,70,73
40,71,70,73
33,71,70,73
32,71,70,73
61,71,71,73
56,71,71,73
50,71,71,73
50,71,71,73
55,71,71,73
55,71,71,73
55,71,71,73
55,71,71,73
51,71,71,73
52,71,71,73
53,71,71,73
54,71,71,73
55,71,71,73
55,71,71,73
44,71,71,73
62,71,71,73
62,71,72,73
49,71,72,73
56,71,72,73
60,71,72,73
40,71,72,73
47,71,72,73
55,71,72,73
52,71,72,73
55,71,72,73
40,71,72,73
49,71,72,73
51,71,72,73
47,71,72,73
54,71,72,73
51,71,72,73
52,71,72,73
52,71,73,73
53,71,73,73
51,71,73,73
50,71,73,73
53,71,73,73
53,71,73,73
55,71,73,73
55,71,73,73
56,71,73,73
56,71,73,73
57,71,73,73
58,71,74,73
57,71,74,73
58,71,74,73
58,71,74,73
57,71,74,73
50,71,74,73
49,71,75,73
26,71,75,73
58,71,75,73
58,71,75,73
52,71,75,73
51,71,75,73
51,71,76,73
66,71,77,73
55,71,78,73
61,71,79,73
62,71,79,73
63,71,79,73
63,71,79,73
65,71,79,73
55,71,79,73
53,71,80,73
65,71,26,72
64,71,27,72
57,71,28,72
53,71,28,72
62,71,28,72
41,71,29,72
60,71,30,72
52,71,30,72
61,71,30,72
61,71,30,72
61,71,30,72
61,71,30,72
61,71,31,72
61,71,31,72
41,71,31,72
50,71,31,72
69,71,31,72
69,71,31,72
44,71,31,72
51,71,31,72
51,71,31,72
60,71,31,72
53,71,31,72
71,71,32,72
57,71,32,72
57,71,32,72
56,71,32,72
42,71,32,72
58,71,32,72
40,71,32,72
39,71,32,72
39,71,32,72
65,71,32,72
66,71,32,72
66,71,33,72
67,71,33,72
68,71,33,72
40,71,33,72
69,71,33,72
51,71,33,72
63,71,33,72
57,71,33,72
61,71,33,72
52,71,33,72
52,71,33,72
55,71,33,72
56,71,33,72
61,71,33,72
63,71,33,72
49,71,33,72
50,71,34,72
50,71,34,72
50,71,34,72
61,71,34,72
60,71,34,72
61,71,34,72
50,71,34,72
49,71,34,72
60,71,34,72
60,71,34,72
58,71,34,72
51,71,34,72
50,71,34,72
50,71,34,72
58,71,34,72
50,71,34,72
49,71,35,72
49,71,35,72
53,71,35,72
55,71,35,72
53,71,35,72
60,71,35,72
56,71,35,72
50,71,35,72
50,71,35,72
50,71,35,72
56,71,35,72
47,71,35,72
54,71,35,72
59,71,35,72
57,71,35,72
50,71,35,72
62,71,36,72
59,71,36,72
59,71,36,72
59,71,36,72
55,71,36,72
58,71,36,72
58,71,36,72
56,71,36,72
55,71,36,72
55,71,36,72
55,71,36,72
45,71,37,72
44,71,37,72
44,71,37,72
43,71,37,72
50,71,37,72
52,71,37,72
54,71,37,72
54,71,37,72
54,71,37,72
54,71,37,72
46,71,37,72
63,71,37,72
63,71,37,72
48,71,37,72
49,71,37,72
50,71,37,72
51,71,38,72
52,71,38,72
52,71,38,72
60,71,38,72
60,71,38,72
62,71,38,72
62,71,38,72
66,71,38,72
67,71,38,72
68,71,38,72
68,71,38,72
64,71,39,72
57,71,39,72
57,71,39,72
56,71,39,72
55,71,39,72
54,71,39,72
57,71,40,72
56,71,40,72
55,71,40,72
52,71,41,72
53,71,41,72
62,71,41,72
56,71,42,72
61,71,42,72
56,71,42,72
45,71,43,72
47,71,43,72
67,71,43,72
44,71,44,72
45,71,45,72
45,71,45,72
46,71,45,72
45,71,45,72
46,71,45,72
54,71,45,72
54,71,46,72
56,71,46,72
60,71,46,72
60,71,46,72
59,71,46,72
59,71,46,72
28,71,46,72
28,71,46,72
49,71,46,72
53,71,46,72
59,71,46,72
62,71,47,72
55,71,47,72
45,71,47,72
60,71,47,72
61,71,47,72
61,71,47,72
58,71,48,72
60,71,48,72
60,71,48,72
59,71,48,72
60,71,48,72
61,71,48,72
61,71,48,72
61,71,48,72
61,71,48,72
61,71,48,72
62,71,48,72
59,71,49,72
47,71,49,72
61,71,49,72
62,71,49,72
43,71,49,72
54,71,49,72
46,71,49,72
49,71,49,72
47,71,49,72
62,71,49,72
45,71,49,72
63,71,50,72
61,71,50,72
61,71,50,72
62,71,50,72
62,71,50,72
61,71,50,72
63,71,50,72
62,71,50,72
62,71,50,72
61,71,50,72
61,71,50,72
61,71,50,72
61,71,50,72
63,71,50,72
62,71,50,72
63,71,50,72
63,71,51,72
63,71,51,72
65,71,51,72
66,71,51,72
66,71,51,72
63,71,51,72
60,71,51,72
60,71,51,72
59,71,51,72
59,71,51,72
58,71,51,72
57,71,51,72
56,71,51,72
55,71,51,72
55,71,51,72
59,71,51,72
61,71,51,72
61,71,51,72
56,71,51,72
43,71,51,72
60,71,51,72
54,71,52,72
55,71,52,72
56,71,52,72
57,71,52,72
58,71,52,72
58,71,52,72
53,71,52,72
54,71,52,72
55,71,52,72
56,71,52,72
57,71,52,72
57,71,52,72
56,71,52,72
58,71,52,72
58,71,52,72
57,71,52,72
60,71,52,72
65,71,52,72
52,71,52,72
52,71,52,72
43,71,52,72
43,71,53,72
65,71,53,72
56,71,53,72
43,71,53,72
63,71,53,72
38,71,53,72
53,71,53,72
46,71,53,72
32,71,53,72
48,71,53,72
59,71,53,72
36,71,53,72
69,71,53,72
45,71,53,72
39,71,53,72
40,71,53,72
40,71,54,72
40,71,54,72
52,71,54,72
51,71,54,72
51,71,54,72
50,71,54,72
38,71,54,72
38,71,54,72
38,71,54,72
59,71,54,72
60,71,54,72
70,71,54,72
70,71,54,72
61,71,54,72
38,71,54,72
38,71,54,72
39,71,55,72
40,71,55,72
40,71,55,72
62,71,55,72
61,71,55,72
42,71,55,72
71,71,55,72
71,71,55,72
38,71,55,72
70,71,55,72
70,71,55,72
70,71,55,72
69,71,55,72
71,71,55,72
71,71,55,72
37,71,55,72
36,71,56,72
36,71,56,72
71,71,56,72
35,71,56,72
36,71,56,72
36,71,56,72
50,71,56,72
50,71,56,72
70,71,56,72
69,71,56,72
71,71,56,72
72,71,56,72
72,71,56,72
71,71,56,72
70,71,56,72
69,71,56,72
63,71,57,72
67,71,57,72
60,71,57,72
60,71,57,72
64,71,57,72
43,71,57,72
55,71,57,72
59,71,57,72
59,71,57,72
58,71,57,72
55,71,57,72
59,71,57,72
59,71,57,72
57,71,57,72
57,71,57,72
58,71,57,72
59,71,58,72
60,71,58,72
61,71,58,72
66,71,58,72
60,71,58,72
61,71,58,72
58,71,58,72
50,71,58,72
64,71,58,72
65,71,58,72
41,71,58,72
50,71,58,72
65,71,58,72
62,71,58,72
62,71,58,72
41,71,58,72
54,71,59,72
57,71,59,72
54,71,59,72
53,71,59,72
37,71,59,72
63,71,59,72
46,71,59,72
48,71,59,72
63,71,59,72
61,71,59,72
61,71,59,72
58,71,59,72
61,71,59,72
60,71,59,72
62,71,59,72
62,71,59,72
55,71,60,72
55,71,60,72
53,71,60,72
53,71,60,72
53,71,60,72
53,71,60,72
61,71,61,72
62,71,61,72
62,71,61,72
62,71,61,72
63,71,61,72
59,71,61,72
60,71,61,72
60,71,61,72
59,71,61,72
58,71,61,72
60,71,61,72
59,71,61,72
59,71,61,72
60,71,61,72
60,71,61,72
56,71,61,72
57,71,62,72
58,71,62,72
58,71,62,72
58,71,62,72
58,71,62,72
55,71,62,72
55,71,62,72
67,71,62,72
55,71,62,72
62,71,62,72
62,71,62,72
62,71,63,72
62,71,63,72
62,71,63,72
60,71,63,72
61,71,63,72
62,71,63,72
63,71,63,72
63,71,63,72
63,71,63,72
56,71,63,72
58,71,63,72
57,71,64,72
63,71,64,72
48,71,64,72
60,71,64,72
54,71,64,72
51,71,64,72
46,71,64,72
52,71,64,72
46,71,64,72
57,71,64,72
38,71,64,72
62,71,65,72
43,71,65,72
58,71,65,72
60,71,65,72
44,71,65,72
44,71,65,72
44,71,66,72
46,71,66,72
45,71,66,72
45,71,67,72
45,71,67,72
45,71,67,72
44,71,67,72
44,71,67,72
65,71,67,72
64,71,67,72
63,71,67,72
63,71,67,72
45,71,67,72
64,71,67,72
65,71,68,72
64,71,68,72
66,71,68,72
65,71,68,72
66,71,68,72
66,71,68,72
64,71,69,72
63,71,69,72
64,71,69,72
64,71,69,72
66,71,69,72
67,71,69,72
67,71,70,72
61,71,70,72
61,71,70,72
48,71,70,72
49,71,70,72
49,71,70,72
59,71,71,72
59,71,71,72
60,71,71,72
58,71,71,72
55,71,71,72
66,71,71,72
66,71,71,72
57,71,71,72
57,71,71,72
59,71,71,72
63,71,71,72
60,71,72,72
58,71,72,72
58,71,72,72
60,71,72,72
66,71,72,72
65,71,72,72
62,71,72,72
64,71,72,72
64,71,72,72
66,71,72,72
60,71,72,72
62,71,73,72
54,71,73,72
56,71,73,72
50,71,73,72
60,71,73,72
52,71,73,72
52,71,74,72
52,71,74,72
44,71,74,72
44,71,74,72
46,71,74,72
50,71,74,72
54,71,74,72
55,71,74,72
49,71,74,72
42,71,74,72
49,71,74,72
39,71,75,72
33,71,76,72
39,71,77,72
64,71,79,72
37,71,79,72
37,71,79,72
55,71,79,72
55,71,79,72
55,71,79,72
65,71,80,72
66,71,27,71
66,71,28,71
53,71,28,71
67,71,28,71
60,71,28,71
56,71,28,71
68,71,28,71
68,71,29,71
65,71,30,71
66,71,30,71
66,71,30,71
53,71,30,71
73,71,30,71
61,71,30,71
53,71,30,71
51,71,30,71
54,71,30,71
57,71,30,71
57,71,30,71
50,71,31,71
58,71,31,71
63,71,31,71
62,71,31,71
62,71,31,71
51,71,31,71
61,71,31,71
64,71,31,71
56,71,31,71
55,71,31,71
54,71,31,71
53,71,32,71
52,71,32,71
51,71,32,71
50,71,32,71
49,71,32,71
49,71,32,71
64,71,32,71
56,71,32,71
62,71,32,71
68,71,32,71
68,71,32,71
67,71,33,71
64,71,33,71
64,71,33,71
68,71,33,71
69,71,33,71
68,71,33,71
66,71,33,71
63,71,33,71
64,71,33,71
63,71,33,71
64,71,33,71
65,71,34,71
64,71,34,71
63,71,34,71
61,71,34,71
63,71,34,71
63,71,34,71
62,71,34,71
70,71,34,71
69,71,34,71
70,71,34,71
69,71,34,71
68,71,35,71
64,71,35,71
64,71,35,71
64,71,35,71
62,71,35,71
63,71,35,71
60,71,35,71
60,71,35,71
61,71,35,71
61,71,35,71
71,71,35,71
53,71,36,71
62,71,36,71
57,71,36,71
59,71,36,71
59,71,36,71
59,71,36,71
59,71,36,71
48,71,36,71
60,71,36,71
61,71,36,71
61,71,36,71
61,71,37,71
61,71,37,71
61,71,37,71
62,71,37,71
36,71,37,71
57,71,37,71
55,71,37,71
55,71,37,71
61,71,37,71
56,71,37,71
56,71,37,71
58,71,37,71
69,71,37,71
69,71,37,71
52,71,37,71
55,71,37,71
55,71,38,71
47,71,38,71
54,71,38,71
44,71,38,71
45,71,38,71
46,71,38,71
47,71,38,71
48,71,38,71
49,71,38,71
50,71,38,71
51,71,38,71
51,71,39,71
42,71,39,71
48,71,39,71
42,71,39,71
56,71,39,71
50,71,39,71
64,71,40,71
51,71,40,71
47,71,40,71
54,71,40,71
55,71,40,71
55,71,40,71
50,71,41,71
51,71,41,71
52,71,41,71
53,71,41,71
53,71,41,71
54,71,41,71
55,71,42,71
55,71,42,71
53,71,42,71
53,71,42,71
50,71,42,71
51,71,42,71
51,71,43,71
61,71,44,71
61,71,44,71
60,71,44,71
61,71,44,71
62,71,44,71
62,71,44,71
64,71,45,71
52,71,45,71
52,71,45,71
59,71,45,71
59,71,45,71
63,71,45,71
63,71,46,71
58,71,46,71
40,71,46,71
57,71,46,71
57,71,46,71
57,71,46,71
64,71,46,71
65,71,46,71
66,71,46,71
67,71,46,71
67,71,46,71
67,71,47,71
60,71,47,71
51,71,47,71
56,71,47,71
53,71,47,71
53,71,47,71
60,71,47,71
54,71,47,71
51,71,47,71
51,71,47,71
59,71,47,71
50,71,48,71
43,71,48,71
54,71,48,71
39,71,48,71
56,71,48,71
59,71,48,71
50,71,48,71
54,71,48,71
54,71,48,71
67,71,48,71
67,71,48,71
54,71,49,71
54,71,49,71
51,71,49,71
47,71,49,71
47,71,49,71
47,71,49,71
46,71,49,71
45,71,49,71
45,71,49,71
46,71,49,71
44,71,49,71
45,71,50,71
45,71,50,71
48,71,50,71
44,71,50,71
43,71,50,71
45,71,50,71
45,71,50,71
46,71,50,71
46,71,50,71
49,71,50,71
48,71,50,71
50,71,51,71
49,71,51,71
48,71,51,71
48,71,51,71
58,71,51,71
48,71,51,71
67,71,51,71
63,71,51,71
58,71,51,71
57,71,51,71
58,71,51,71
59,71,51,71
60,71,51,71
61,71,51,71
61,71,51,71
55,71,51,71
58,71,52,71
66,71,52,71
66,71,52,71
59,71,52,71
62,71,52,71
66,71,52,71
67,71,52,71
55,71,52,71
50,71,52,71
53,71,52,71
53,71,52,71
52,71,52,71
52,71,52,71
59,71,52,71
66,71,52,71
60,71,52,71
50,71,53,71
53,71,53,71
52,71,53,71
49,71,53,71
50,71,53,71
38,71,53,71
49,71,53,71
36,71,53,71
52,71,53,71
52,71,53,71
50,71,53,71
32,71,54,71
52,71,54,71
45,71,54,71
45,71,54,71
51,71,54,71
52,71,54,71
52,71,54,71
50,71,54,71
50,71,54,71
49,71,54,71
49,71,54,71
49,71,54,71
50,71,54,71
51,71,54,71
49,71,54,71
50,71,54,71
49,71,55,71
49,71,55,71
52,71,55,71
54,71,55,71
54,71,55,71
49,71,55,71
61,71,55,71
61,71,55,71
36,71,55,71
58,71,55,71
57,71,55,71
57,71,56,71
55,71,56,71
57,71,56,71
57,71,56,71
45,71,56,71
63,71,56,71
59,71,56,71
58,71,56,71
60,71,56,71
53,71,56,71
52,71,56,71
67,71,57,71
66,71,57,71
65,71,57,71
64,71,57,71
63,71,57,71
62,71,57,71
61,71,57,71
60,71,57,71
60,71,57,71
45,71,57,71
55,71,57,71
46,71,57,71
55,71,57,71
