without,,maxent,
65,67,28,80
50,67,28,80
58,67,29,80
53,67,29,80
47,67,29,80
49,67,29,80
35,67,29,80
48,67,29,80
47,67,30,80
55,67,30,80
50,67,30,80
43,67,31,80
51,67,32,80
51,67,33,80
46,67,39,80
57,67,41,80
57,67,42,80
49,67,43,80
52,67,43,80
36,67,43,80
47,67,44,80
36,67,47,80
36,67,48,80
35,67,48,80
61,67,48,80
59,67,49,80
35,67,49,80
34,67,49,80
35,67,50,80
62,67,50,80
33,67,50,80
32,67,50,80
32,67,50,80
32,67,50,80
31,67,51,80
64,67,51,80
65,67,51,80
66,67,51,80
66,67,51,80
66,67,51,80
67,67,51,80
66,67,51,80
66,67,51,80
54,67,51,80
54,67,51,80
56,67,52,80
66,67,52,80
66,67,52,80
54,67,52,80
64,67,52,80
61,67,52,80
61,67,52,80
36,67,52,80
61,67,52,80
38,67,52,80
62,67,52,80
60,67,52,80
62,67,52,80
58,67,52,80
53,67,52,80
53,67,52,80
48,67,53,80
60,67,53,80
62,67,53,80
53,67,53,80
45,67,53,80
46,67,53,80
59,67,53,80
59,67,53,80
54,67,53,80
39,67,53,80
46,67,53,80
55,67,53,80
62,67,53,80
62,67,53,80
46,67,53,80
35,67,53,80
35,67,54,80
49,67,54,80
50,67,54,80
59,67,54,80
59,67,54,80
57,67,54,80
43,67,54,80
45,67,54,80
31,67,54,80
46,67,54,80
45,67,54,80
43,67,54,80
43,67,54,80
30,67,54,80
43,67,54,80
44,67,54,80
33,67,55,80
34,67,55,80
36,67,55,80
38,67,55,80
37,67,55,80
37,67,55,80
38,67,55,80
37,67,55,80
29,67,55,80
29,67,55,80
28,67,55,80
29,67,56,80
39,67,56,80
54,67,56,80
43,67,56,80
61,67,56,80
53,67,56,80
53,67,56,80
39,67,56,80
39,67,56,80
55,67,56,80
55,67,56,80
42,67,57,80
48,67,57,80
64,67,57,80
42,67,57,80
45,67,57,80
54,67,57,80
46,67,57,80
54,67,57,80
33,67,57,80
55,67,57,80
56,67,57,80
52,67,57,80
35,67,57,80
60,67,57,80
60,67,57,80
35,67,57,80
56,67,58,80
40,67,58,80
35,67,58,80
62,67,58,80
52,67,58,80
52,67,58,80
51,67,58,80
52,67,58,80
52,67,58,80
58,67,58,80
59,67,58,80
43,67,58,80
43,67,58,80
43,67,58,80
42,67,58,80
42,67,58,80
42,67,59,80
42,67,59,80
41,67,59,80
42,67,59,80
38,67,59,80
38,67,59,80
44,67,59,80
53,67,59,80
35,67,59,80
35,67,59,80
64,67,59,80
58,67,59,80
56,67,59,80
56,67,59,80
56,67,59,80
56,67,59,80
61,67,60,80
61,67,60,80
55,67,60,80
56,67,60,80
58,67,60,80
51,67,60,80
55,67,60,80
37,67,60,80
39,67,60,80
49,67,60,80
47,67,60,80
50,67,61,80
34,67,61,80
34,67,61,80
50,67,61,80
42,67,61,80
47,67,61,80
42,67,62,80
52,67,62,80
43,67,62,80
34,67,62,80
34,67,62,80
30,67,62,80
52,67,62,80
51,67,62,80
50,67,62,80
51,67,62,80
50,67,62,80
50,67,62,80
48,67,62,80
52,67,62,80
52,67,62,80
52,67,62,80
62,67,63,80
44,67,63,80
63,67,63,80
64,67,63,80
63,67,63,80
63,67,63,80
35,68,63,80
34,68,63,80
34,68,63,80
40,68,63,80
39,68,63,80
38,68,63,80
38,68,63,80
37,68,63,80
35,68,63,80
31,68,63,80
31,68,64,80
30,68,64,80
33,68,64,80
32,68,64,80
20,68,64,80
32,68,64,80
38,68,64,80
38,68,64,80
41,68,64,80
43,68,64,80
55,68,64,80
58,68,64,80
58,68,64,80
58,68,64,80
60,68,64,80
60,68,64,80
61,68,64,80
61,68,64,80
48,68,64,80
53,68,64,80
63,68,64,80
61,68,65,80
50,68,65,80
56,68,65,80
52,68,65,80
52,68,65,80
53,68,65,80
53,68,65,80
54,68,65,80
56,68,65,80
55,68,65,80
48,68,65,80
56,68,65,80
53,68,65,80
52,68,65,80
51,68,65,80
53,68,65,80
53,68,65,80
50,68,65,80
41,68,65,80
56,68,65,80
40,68,65,80
23,68,66,80
21,68,66,80
21,68,66,80
48,68,66,80
48,68,66,80
65,68,66,80
65,68,66,80
59,68,66,80
60,68,66,80
60,68,66,80
56,68,66,80
61,68,66,80
64,68,66,80
56,68,66,80
56,68,66,80
37,68,66,80
47,68,67,80
50,68,67,80
49,68,67,80
48,68,67,80
47,68,67,80
46,68,67,80
45,68,67,80
44,68,67,80
43,68,67,80
42,68,67,80
41,68,67,80
41,68,67,80
60,68,67,80
51,68,67,80
44,68,67,80
55,68,67,80
41,68,68,80
41,68,68,80
61,68,68,80
60,68,68,80
49,68,68,80
55,68,68,80
54,68,68,80
54,68,68,80
56,68,68,80
55,68,68,80
55,68,68,80
54,68,68,80
53,68,68,80
54,68,68,80
54,68,68,80
53,68,68,80
54,68,69,80
60,68,69,80
53,68,69,80
49,68,69,80
49,68,69,80
49,68,69,80
48,68,69,80
47,68,69,80
48,68,69,80
50,68,69,80
52,68,69,80
52,68,69,80
54,68,69,80
53,68,69,80
52,68,69,80
52,68,69,80
69,68,70,80
57,68,70,80
58,68,70,80
58,68,70,80
60,68,70,80
56,68,70,80
56,68,70,80
59,68,70,80
58,68,70,80
58,68,70,80
40,68,70,80
56,68,70,80
55,68,70,80
55,68,70,80
55,68,70,80
54,68,70,80
58,68,71,80
54,68,71,80
53,68,71,80
52,68,71,80
51,68,71,80
51,68,71,80
51,68,71,80
51,68,71,80
70,68,71,80
72,68,71,80
71,68,71,80
71,68,71,80
52,68,71,80
51,68,71,80
70,68,71,80
71,68,71,80
69,68,72,80
69,68,72,80
52,68,72,80
51,68,72,80
50,68,72,80
69,68,72,80
70,68,72,80
48,68,72,80
49,68,72,80
69,68,72,80
69,68,72,80
47,68,72,80
46,68,72,80
50,68,72,80
61,68,72,80
62,68,72,80
72,68,73,80
46,68,73,80
47,68,73,80
47,68,73,80
71,68,73,80
72,68,73,80
56,68,73,80
56,68,73,80
71,68,73,80
70,68,73,80
71,68,73,80
70,68,73,80
69,68,73,80
67,68,73,80
68,68,73,80
65,68,73,80
67,68,74,80
48,68,74,80
48,68,74,80
57,68,74,80
60,68,74,80
57,68,74,80
57,68,74,80
62,68,74,80
62,68,74,80
60,68,74,80
51,68,74,80
49,68,74,80
49,68,74,80
58,68,74,80
47,68,74,80
47,68,74,80
49,68,75,80
47,68,75,80
56,68,75,80
49,68,75,80
47,68,75,80
43,68,75,80
40,68,75,80
52,68,75,80
51,68,75,80
50,68,75,80
49,68,75,80
49,68,76,80
27,68,76,80
61,68,76,80
60,68,77,80
58,68,77,80
58,68,77,80
56,68,77,80
38,68,77,80
37,68,77,80
37,68,78,80
57,68,26,79
57,68,26,79
35,68,26,79
34,68,26,79
35,68,26,79
34,68,26,79
33,68,26,79
33,68,26,79
55,68,26,79
45,68,26,79
52,68,26,79
50,68,27,79
54,68,27,79
57,68,27,79
64,68,27,79
46,68,27,79
61,68,27,79
63,68,28,79
63,68,28,79
62,68,28,79
59,68,28,79
47,68,28,79
42,68,28,79
64,68,29,79
50,68,29,79
43,68,29,79
36,68,29,79
38,68,29,79
55,68,29,79
46,68,30,79
47,68,30,79
48,68,30,79
49,68,30,79
50,68,30,79
51,68,30,79
52,68,31,79
53,68,31,79
54,68,31,79
54,68,32,79
54,68,32,79
51,68,32,79
37,68,33,79
38,68,36,79
44,68,37,79
46,68,37,79
44,68,37,79
44,68,38,79
43,68,39,79
41,68,39,79
41,68,39,79
42,68,39,79
43,68,39,79
47,68,39,79
46,68,40,79
47,68,40,79
47,68,40,79
34,68,40,79
34,68,40,79
34,68,40,79
51,68,41,79
51,68,41,79
51,68,41,79
51,68,41,79
51,68,41,79
51,68,41,79
52,68,42,79
49,68,43,79
52,68,44,79
52,68,45,79
33,68,46,79
32,68,46,79
32,68,46,79
49,68,47,79
48,68,48,79
55,68,49,79
48,68,49,79
48,68,49,79
48,68,49,79
54,68,49,79
53,68,49,79
43,68,50,79
49,68,50,79
50,68,50,79
51,68,50,79
51,68,50,79
45,68,50,79
66,68,51,79
66,68,51,79
60,68,51,79
56,68,51,79
55,68,51,79
52,68,51,79
44,68,51,79
50,68,51,79
52,68,51,79
33,68,51,79
51,68,51,79
50,68,52,79
41,68,52,79
50,68,52,79
54,68,52,79
48,68,52,79
33,68,52,79
60,68,52,79
60,68,52,79
24,68,52,79
60,68,52,79
61,68,52,79
62,68,52,79
62,68,52,79
64,68,52,79
64,68,52,79
65,68,52,79
67,68,53,79
66,68,53,79
66,68,53,79
51,68,53,79
62,68,53,79
57,68,53,79
32,68,53,79
39,68,53,79
55,68,53,79
55,68,53,79
58,68,53,79
59,68,54,79
60,68,54,79
60,68,54,79
47,68,54,79
47,68,54,79
55,68,54,79
55,68,54,79
53,68,54,79
50,68,54,79
51,68,54,79
52,68,54,79
53,68,54,79
54,68,54,79
54,68,54,79
55,68,54,79
44,68,54,79
38,68,55,79
55,68,55,79
60,68,55,79
60,68,55,79
65,68,55,79
57,68,55,79
57,68,55,79
54,68,55,79
40,68,55,79
37,68,55,79
67,68,55,79
40,68,56,79
57,68,56,79
57,68,56,79
56,68,56,79
62,68,56,79
62,68,56,79
63,68,56,79
64,68,56,79
64,68,56,79
64,68,56,79
64,68,56,79
40,68,56,79
40,68,56,79
42,68,56,79
41,68,56,79
42,68,56,79
42,68,57,79
43,68,57,79
42,68,57,79
45,68,57,79
48,68,57,79
51,68,57,79
51,68,57,79
60,68,57,79
55,68,57,79
69,68,57,79
47,68,57,79
56,68,57,79
56,68,57,79
58,68,57,79
61,68,57,79
61,68,57,79
47,68,58,79
47,68,58,79
61,68,58,79
58,68,58,79
54,68,58,79
59,68,58,79
55,68,58,79
43,68,58,79
50,68,58,79
54,68,58,79
52,68,58,79
43,68,58,79
47,68,58,79
50,68,58,79
50,68,58,79
38,68,58,79
42,68,59,79
34,68,59,79
59,68,59,79
35,68,59,79
35,68,59,79
35,68,59,79
60,68,59,79
36,68,59,79
36,68,59,79
35,68,59,79
35,68,59,79
36,68,59,79
63,68,59,79
64,68,59,79
65,68,59,79
65,68,59,79
67,68,60,79
67,68,60,79
68,68,60,79
68,68,60,79
68,68,60,79
69,68,60,79
70,68,60,79
70,68,60,79
68,68,60,79
67,68,60,79
66,68,60,79
66,68,60,79
69,68,60,79
50,68,60,79
51,68,60,79
51,68,60,79
55,68,61,79
55,68,61,79
55,68,61,79
60,68,61,79
59,68,61,79
59,68,61,79
60,68,61,79
57,68,61,79
52,68,61,79
43,68,61,79
43,68,61,79
49,68,62,79
46,68,62,79
51,68,62,79
47,68,62,79
42,68,62,79
47,68,62,79
40,68,62,79
40,68,62,79
31,68,62,79
31,68,62,79
60,68,62,79
54,68,63,79
47,68,63,79
48,68,63,79
47,68,63,79
46,68,63,79
45,68,63,79
44,68,63,79
43,68,63,79
42,68,63,79
42,68,63,79
57,68,63,79
61,68,63,79
43,68,63,79
42,68,63,79
52,68,63,79
52,68,63,79
52,68,64,79
43,68,64,79
43,68,64,79
43,68,64,79
53,68,64,79
54,68,64,79
47,68,64,79
48,68,64,79
48,68,64,79
41,68,64,79
42,68,64,79
49,68,64,79
50,68,64,79
33,68,64,79
34,68,64,79
47,68,64,79
47,68,64,79
32,68,64,79
31,68,64,79
30,68,64,79
50,68,64,79
30,68,65,79
30,68,65,79
30,68,65,79
42,68,65,79
43,68,65,79
43,68,65,79
44,68,65,79
45,68,65,79
55,68,65,79
55,68,65,79
56,68,65,79
55,68,65,79
31,68,65,79
31,68,65,79
31,68,65,79
31,68,65,79
56,68,65,79
30,68,65,79
55,68,65,79
56,68,65,79
32,68,65,79
31,68,66,79
30,68,66,79
56,68,66,79
58,68,66,79
32,68,66,79
32,68,66,79
61,68,66,79
33,68,66,79
32,68,66,79
30,68,66,79
30,68,66,79
31,68,66,79
31,68,66,79
59,68,66,79
58,68,66,79
61,68,66,79
32,68,67,79
33,68,67,79
32,68,67,79
32,68,67,79
31,68,67,79
52,68,67,79
59,68,67,79
61,68,67,79
61,68,67,79
64,68,67,79
64,68,67,79
63,68,67,79
61,68,67,79
55,68,67,79
72,68,67,79
72,68,67,79
72,68,68,79
58,68,68,79
51,68,68,79
51,68,68,79
45,68,68,79
58,68,68,79
58,68,68,79
51,68,68,79
51,68,68,79
58,68,68,79
50,68,68,79
50,68,68,79
50,68,68,79
43,68,68,79
61,68,68,79
63,68,68,79
51,68,69,79
36,68,69,79
62,68,69,79
59,68,69,79
60,68,69,79
62,68,69,79
63,68,69,79
41,68,69,79
40,68,69,79
40,68,69,79
61,68,69,79
49,68,69,79
49,68,69,79
65,68,69,79
63,68,69,79
63,68,69,79
49,68,70,79
35,68,70,79
36,68,70,79
36,68,70,79
62,68,70,79
63,68,70,79
49,68,70,79
40,68,70,79
63,68,70,79
47,68,70,79
46,68,70,79
49,68,70,79
49,68,70,79
49,68,70,79
48,68,70,79
41,68,70,79
41,68,71,79
41,68,71,79
40,68,71,79
39,68,71,79
39,68,71,79
50,68,71,79
52,68,71,79
52,68,71,79
39,68,71,79
57,68,71,79
48,68,71,79
60,68,71,79
55,68,71,79
55,68,71,79
57,68,71,79
54,68,71,79
57,68,72,79
51,68,72,79
58,68,72,79
50,68,72,79
50,68,72,79
51,68,72,79
57,68,72,79
54,68,72,79
58,68,72,79
59,68,72,79
51,68,72,79
53,68,72,79
61,68,72,79
61,68,72,79
55,68,72,79
38,68,72,79
41,68,73,79
41,68,73,79
55,68,73,79
51,68,73,79
43,68,73,79
40,68,73,79
40,68,73,79
53,68,73,79
53,68,73,79
53,68,73,79
51,68,73,79
52,68,73,79
52,68,73,79
51,68,73,79
52,68,73,79
53,68,73,79
55,68,74,79
55,68,74,79
55,68,74,79
56,68,74,79
55,68,74,79
54,68,74,79
54,68,74,79
56,68,74,79
46,68,74,79
45,68,74,79
44,68,74,79
63,68,75,79
63,68,76,79
42,68,77,79
61,68,77,79
60,68,77,79
60,68,77,79
60,68,77,79
55,68,77,79
54,68,26,78
53,68,26,78
53,68,26,78
48,68,26,78
46,68,26,78
47,68,26,78
53,68,27,78
55,68,27,78
56,68,27,78
56,68,27,78
42,68,27,78
42,68,27,78
41,68,28,78
42,68,28,78
43,68,28,78
44,68,28,78
44,68,28,78
60,68,28,78
62,68,29,78
60,68,29,78
40,68,29,78
62,68,29,78
62,68,29,78
40,68,29,78
40,68,30,78
67,68,30,78
52,68,30,78
68,68,31,78
56,68,31,78
47,68,31,78
50,68,31,78
50,68,31,78
58,68,31,78
51,68,32,78
53,68,32,78
38,68,32,78
40,68,32,78
53,68,32,78
43,68,32,78
45,68,33,78
45,68,33,78
47,68,33,78
48,68,34,78
48,68,34,78
49,68,34,78
50,68,34,78
51,68,34,78
50,68,34,78
50,68,35,78
49,68,35,78
67,68,35,78
62,68,35,78
56,68,35,78
61,68,35,78
61,68,36,78
52,68,36,78
52,68,36,78
55,68,36,78
54,68,36,78
56,68,36,78
60,68,37,78
60,68,37,78
52,68,37,78
52,68,37,78
55,68,37,78
55,68,37,78
52,68,38,78
71,68,38,78
51,68,38,78
47,68,38,78
52,68,38,78
55,68,38,78
51,68,39,78
61,68,39,78
61,68,39,78
59,68,39,78
60,68,39,78
60,68,39,78
65,68,40,78
49,68,41,78
65,68,41,78
65,68,41,78
64,68,42,78
62,68,42,78
48,68,42,78
48,68,42,78
50,68,42,78
50,68,42,78
65,68,43,78
65,68,44,78
59,68,45,78
58,68,47,78
58,68,47,78
54,68,47,78
54,68,48,78
64,68,48,78
65,68,48,78
58,68,48,78
55,68,48,78
52,68,48,78
52,68,49,78
55,68,49,78
56,68,49,78
56,68,49,78
63,68,49,78
66,68,49,78
53,68,50,78
54,68,50,78
54,68,50,78
53,68,50,78
62,68,50,78
62,68,50,78
62,68,51,78
61,68,51,78
61,68,51,78
53,68,51,78
54,68,51,78
54,68,51,78
53,68,51,78
53,68,51,78
53,68,51,78
51,68,51,78
53,68,51,78
59,68,52,78
59,68,52,78
54,68,52,78
54,68,52,78
53,68,52,78
59,68,52,78
59,68,52,78
54,68,52,78
56,68,52,78
54,68,52,78
53,68,52,78
53,68,53,78
49,68,53,78
51,68,53,78
52,68,53,78
60,68,53,78
47,68,53,78
47,68,53,78
60,68,53,78
60,68,53,78
53,68,53,78
53,68,53,78
60,68,54,78
59,68,54,78
51,68,54,78
63,68,54,78
63,68,54,78
57,68,54,78
53,68,54,78
58,68,54,78
51,68,54,78
48,68,54,78
50,68,54,78
44,68,54,78
43,68,54,78
47,68,54,78
52,68,54,78
44,68,54,78
46,68,55,78
55,68,55,78
47,68,55,78
41,68,55,78
39,68,55,78
31,68,55,78
31,68,55,78
31,68,55,78
43,68,55,78
30,68,55,78
30,68,55,78
30,68,55,78
46,68,55,78
45,68,55,78
45,68,55,78
40,68,55,78
39,68,56,78
38,68,56,78
38,68,56,78
31,68,56,78
30,68,56,78
30,68,56,78
30,68,56,78
30,68,56,78
40,68,56,78
45,68,56,78
44,68,56,78
34,68,56,78
42,68,56,78
42,68,56,78
32,68,56,78
32,68,56,78
36,68,57,78
37,68,57,78
38,68,57,78
32,68,57,78
33,68,57,78
33,68,57,78
34,68,57,78
35,68,57,78
35,68,57,78
36,68,57,78
48,68,57,78
48,68,57,78
56,68,57,78
56,68,57,78
65,68,57,78
65,68,57,78
36,68,58,78
56,68,58,78
52,68,58,78
59,68,58,78
69,68,58,78
69,68,58,78
51,68,58,78
51,68,58,78
47,68,58,78
66,68,58,78
60,68,58,78
64,68,58,78
47,68,58,78
46,68,58,78
56,68,58,78
35,68,58,78
54,68,59,78
53,68,59,78
52,68,59,78
51,68,59,78
50,68,59,78
49,68,59,78
48,68,59,78
47,68,59,78
46,68,59,78
45,68,59,78
45,68,59,78
58,68,59,78
37,68,59,78
37,68,59,78
37,68,59,78
37,68,59,78
37,68,60,78
37,68,60,78
37,68,60,78
37,68,60,78
37,68,60,78
37,68,60,78
37,68,60,78
52,68,60,78
47,68,60,78
47,68,60,78
59,68,60,78
54,68,60,78
48,68,60,78
46,68,60,78
53,68,60,78
44,68,60,78
45,68,61,78
46,68,61,78
55,68,61,78
47,68,61,78
46,68,61,78
46,68,61,78
47,68,62,78
62,68,62,78
64,68,62,78
64,68,62,78
23,68,62,78
53,68,62,78
22,68,62,78
23,68,62,78
23,68,62,78
23,68,62,78
23,68,62,78
63,68,63,78
22,68,63,78
34,68,63,78
65,68,63,78
65,68,63,78
65,68,63,78
64,68,63,78
65,68,63,78
64,68,63,78
65,68,63,78
65,68,63,78
64,68,63,78
64,68,63,78
63,68,63,78
63,68,63,78
63,68,63,78
34,68,64,78
58,68,64,78
65,68,64,78
61,68,64,78
65,68,64,78
67,68,64,78
54,68,64,78
54,68,64,78
35,68,64,78
51,68,64,78
54,68,64,78
56,68,64,78
44,68,64,78
58,68,64,78
45,68,64,78
48,68,64,78
48,68,64,78
42,68,64,78
47,68,64,78
37,68,64,78
66,68,64,78
48,68,65,78
45,68,65,78
39,68,65,78
33,68,65,78
35,68,65,78
35,68,65,78
41,68,65,78
42,68,65,78
41,68,65,78
43,68,65,78
44,68,65,78
43,68,65,78
44,68,65,78
44,68,65,78
42,68,65,78
40,68,65,78
41,68,65,78
41,68,65,78
39,68,65,78
38,68,65,78
38,68,65,78
38,68,66,78
40,68,66,78
41,68,66,78
41,68,66,78
50,68,66,78
44,68,66,78
44,68,66,78
42,68,66,78
59,68,66,78
59,68,66,78
28,68,66,78
56,68,66,78
52,68,66,78
69,68,66,78
53,68,66,78
53,68,66,78
52,68,66,78
55,68,66,78
64,68,66,78
65,68,66,78
49,68,66,78
51,68,67,78
37,68,67,78
49,68,67,78
44,68,67,78
53,68,67,78
46,68,67,78
44,68,67,78
45,68,67,78
47,68,67,78
54,68,67,78
49,68,67,78
57,68,67,78
54,68,67,78
63,68,67,78
42,68,67,78
42,68,67,78
58,68,68,78
57,68,68,78
58,68,68,78
57,68,68,78
59,68,68,78
65,68,68,78
64,68,68,78
66,68,68,78
66,68,68,78
67,68,68,78
57,68,68,78
58,68,68,78
60,68,68,78
69,68,68,78
68,68,68,78
69,68,68,78
69,68,69,78
46,68,69,78
45,68,69,78
44,68,69,78
44,68,69,78
66,68,69,78
45,68,69,78
44,68,69,78
72,68,69,78
46,68,69,78
45,68,69,78
71,68,69,78
67,68,69,78
66,68,69,78
66,68,69,78
50,68,69,78
50,68,70,78
65,68,70,78
65,68,70,78
67,68,70,78
67,68,70,78
51,68,70,78
50,68,70,78
48,68,70,78
47,68,70,78
66,68,70,78
51,68,70,78
49,68,70,78
49,68,70,78
51,68,70,78
46,68,70,78
45,68,70,78
45,68,71,78
51,68,71,78
71,68,71,78
68,68,71,78
68,68,71,78
51,68,71,78
51,68,71,78
67,68,71,78
68,68,71,78
67,68,71,78
69,68,71,78
51,68,71,78
53,68,71,78
52,68,71,78
51,68,71,78
51,68,71,78
50,68,72,78
70,68,72,78
54,68,72,78
51,68,72,78
64,68,72,78
64,68,72,78
55,68,72,78
41,68,72,78
56,68,72,78
69,68,72,78
58,68,72,78
51,68,72,78
52,68,72,78
53,68,72,78
53,68,72,78
59,68,72,78
55,68,72,78
57,68,72,78
40,68,72,78
49,68,72,78
64,68,72,78
49,68,73,78
59,68,73,78
57,68,73,78
56,68,73,78
55,68,73,78
54,68,73,78
53,68,73,78
52,68,73,78
51,68,73,78
50,68,73,78
49,68,73,78
48,68,74,78
48,68,74,78
54,68,74,78
48,68,74,78
50,68,74,78
35,68,74,78
48,68,75,78
54,68,76,78
51,68,77,78
43,68,77,78
52,68,77,78
51,68,77,78
45,68,77,78
50,68,77,78
52,68,26,77
36,68,26,77
46,68,26,77
36,68,26,77
35,68,26,77
35,68,26,77
58,68,27,77
59,68,27,77
60,68,27,77
60,68,27,77
34,68,27,77
34,68,27,77
34,68,28,77
60,68,28,77
62,68,28,77
62,68,28,77
62,68,28,77
35,68,28,77
60,68,29,77
62,68,29,77
65,68,29,77
65,68,29,77
65,68,29,77
54,68,29,77
53,68,30,77
55,68,30,77
55,68,30,77
48,68,30,77
54,68,30,77
65,68,30,77
61,68,31,77
60,68,31,77
60,68,31,77
60,68,31,77
62,68,31,77
37,68,31,77
60,68,32,77
39,68,32,77
62,68,32,77
62,68,32,77
61,68,32,77
63,68,32,77
58,68,33,77
53,68,33,77
54,68,33,77
49,68,33,77
61,68,33,77
62,68,33,77
54,68,34,77
46,68,34,77
47,68,34,77
59,68,34,77
53,68,34,77
52,68,34,77
51,68,34,77
50,68,34,77
49,68,34,77
48,68,34,77
47,68,34,77
47,68,35,77
39,68,35,77
56,68,35,77
47,68,35,77
36,68,35,77
48,68,35,77
47,68,36,77
46,68,36,77
45,68,36,77
44,68,36,77
44,68,36,77
44,68,36,77
44,68,37,77
49,68,37,77
58,68,37,77
46,68,37,77
44,68,37,77
45,68,37,77
34,68,38,77
37,68,38,77
37,68,38,77
38,68,38,77
30,68,38,77
40,68,38,77
40,68,39,77
55,68,39,77
44,68,39,77
44,68,40,77
61,68,40,77
40,68,40,77
40,68,41,77
54,68,41,77
40,68,41,77
54,68,42,77
61,68,42,77
62,68,42,77
63,68,43,77
64,68,43,77
65,68,43,77
65,68,44,77
43,68,44,77
49,68,44,77
43,68,45,77
46,68,45,77
54,68,45,77
45,68,45,77
54,68,45,77
33,68,45,77
56,68,46,77
57,68,46,77
53,68,46,77
36,68,47,77
62,68,47,77
63,68,47,77
63,68,47,77
36,68,47,77
57,68,47,77
41,68,48,77
36,68,48,77
44,68,48,77
53,68,48,77
53,68,48,77
51,68,48,77
50,68,49,77
45,68,49,77
51,68,49,77
45,68,49,77
53,68,49,77
51,68,49,77
44,68,50,77
43,68,50,77
42,68,50,77
39,68,50,77
37,68,50,77
36,68,50,77
36,68,51,77
37,68,51,77
44,68,51,77
54,68,51,77
65,68,51,77
65,68,51,77
36,68,52,77
57,68,52,77
57,68,52,77
56,68,52,77
57,68,52,77
60,68,52,77
57,68,52,77
59,68,52,77
52,68,52,77
51,68,52,77
51,68,52,77
55,68,52,77
38,68,52,77
40,68,52,77
50,68,52,77
48,68,52,77
51,68,53,77
35,68,53,77
43,68,53,77
48,68,53,77
43,68,53,77
53,68,53,77
44,68,53,77
31,68,53,77
53,68,53,77
35,68,53,77
51,68,53,77
49,68,54,77
48,68,54,77
53,68,54,77
53,68,54,77
44,68,54,77
43,68,54,77
43,68,54,77
63,68,54,77
64,68,54,77
64,68,54,77
42,68,54,77
43,68,55,77
64,68,55,77
63,68,55,77
21,69,55,77
33,69,55,77
33,69,55,77
39,69,55,77
42,69,55,77
42,69,55,77
44,69,55,77
44,69,55,77
55,69,56,77
55,69,56,77
58,69,56,77
57,69,56,77
59,69,56,77
62,69,56,77
62,69,56,77
62,69,56,77
62,69,56,77
49,69,56,77
54,69,56,77
63,69,56,77
51,69,56,77
56,69,56,77
52,69,56,77
54,69,56,77
55,69,57,77
56,69,57,77
56,69,57,77
54,69,57,77
49,69,57,77
57,69,57,77
57,69,57,77
53,69,57,77
53,69,57,77
50,69,57,77
54,69,57,77
51,69,57,77
42,69,57,77
52,69,57,77
41,69,57,77
42,69,57,77
42,69,58,77
22,69,58,77
21,69,58,77
20,69,58,77
20,69,58,77
39,69,58,77
39,69,58,77
49,69,58,77
66,69,58,77
58,69,58,77
59,69,58,77
57,69,58,77
61,69,58,77
65,69,58,77
57,69,58,77
56,69,58,77
56,69,59,77
56,69,59,77
38,69,59,77
60,69,59,77
50,69,59,77
45,69,59,77
42,69,59,77
42,69,59,77
61,69,59,77
61,69,59,77
49,69,59,77
54,69,59,77
55,69,59,77
55,69,59,77
56,69,59,77
54,69,59,77
53,69,60,77
53,69,60,77
54,69,60,77
54,69,60,77
53,69,60,77
48,69,60,77
50,69,60,77
51,69,60,77
53,69,60,77
53,69,60,77
57,69,60,77
59,69,60,77
39,69,60,77
39,69,60,77
40,69,60,77
57,69,60,77
56,69,61,77
55,69,61,77
55,69,61,77
55,69,61,77
54,69,61,77
70,69,61,77
71,69,62,77
70,69,62,77
69,69,62,77
51,69,62,77
49,69,62,77
48,69,62,77
48,69,62,77
69,69,62,77
70,69,62,77
69,69,62,77
69,69,62,77
68,69,62,77
68,69,62,77
62,69,62,77
61,69,62,77
61,69,62,77
72,69,63,77
72,69,63,77
71,69,63,77
72,69,63,77
60,69,63,77
60,69,63,77
60,69,63,77
60,69,63,77
57,69,63,77
55,69,63,77
55,69,63,77
69,69,63,77
51,69,63,77
52,69,63,77
51,69,63,77
51,69,63,77
71,69,64,77
68,69,64,77
68,69,64,77
67,69,64,77
66,69,64,77
66,69,64,77
58,69,64,77
58,69,64,77
61,69,64,77
61,69,64,77
49,69,64,77
57,69,64,77
57,69,64,77
58,69,64,77
62,69,64,77
59,69,64,77
59,69,64,77
59,69,64,77
52,69,64,77
50,69,64,77
50,69,64,77
50,69,65,77
48,69,65,77
57,69,65,77
48,69,65,77
42,69,65,77
41,69,65,77
28,69,65,77
50,69,65,77
59,69,65,77
56,69,65,77
58,69,65,77
60,69,65,77
60,69,65,77
59,69,65,77
38,69,65,77
38,69,65,77
57,69,65,77
37,69,65,77
34,69,65,77
36,69,65,77
35,69,65,77
35,69,66,77
34,69,66,77
55,69,66,77
34,69,66,77
53,69,66,77
53,69,66,77
51,69,66,77
55,69,66,77
58,69,66,77
65,69,66,77
47,69,66,77
61,69,66,77
63,69,66,77
63,69,66,77
62,69,66,77
47,69,66,77
47,69,67,77
61,69,67,77
58,69,67,77
43,69,67,77
65,69,67,77
49,69,67,77
44,69,67,77
37,69,67,77
37,69,67,77
56,69,67,77
50,69,67,77
50,69,67,77
55,69,67,77
55,69,67,77
50,69,67,77
50,69,67,77
50,69,68,77
51,69,68,77
50,69,68,77
50,69,68,77
49,69,68,77
50,69,68,77
49,69,68,77
48,69,68,77
48,69,68,77
49,69,68,77
48,69,68,77
45,69,69,77
